Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Noun_freq
biggity,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bighorns,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
biguanide,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bijous,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bilgewater,4,2,1,1,0.08,0.6990000000000001,0.02,0.4771,name,2.0,0.5,name.noun.adjective,2.1.1,1
billfolds,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
billhooks,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
billyboy,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
biodegrades,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bioelectricity,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
biotechnics,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bitterer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blabbers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blabs,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.noun,3.1,1
blackballs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blackguards,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blackies,4,3,1,1,0.08,0.6990000000000001,0.04,0.6021,name,3.0,0.75,name.noun,3.1,1
blagueur,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blamer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blanquette,2,2,0,0,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
blatting,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blickey,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blindsides,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blisses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blite,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bloater,2,2,1,1,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.name,1.1,1
bloats,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.noun,3.1,1
blockhouses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blondeness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blondness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bloodbaths,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blooie,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blotching,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blowtorches,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blubbers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blueballs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bluebooks,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bluebush,5,1,0,0,0.1,0.7782,0.01,0.301,name,4.0,0.8,name.noun,4.1,1
bluejeans,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
blunderers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boasters,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boccaro,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boccie,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bocher,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boches,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bodysurfing,6,4,5,3,0.12,0.8451,0.05,0.6990000000000001,verb,3.0,0.5,verb.noun.name.adjective,3.1.1.1,1
bogy,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bogyman,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bollito,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bollix,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
bollock,4,3,2,2,0.08,0.6990000000000001,0.04,0.6021,verb,3.0,0.75,verb.noun,3.1,1
bolognas,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bolsheviki,3,1,0,0,0.06,0.6021,0.01,0.301,noun,1.0,0.5,noun.adjective,1.1,1
boltcutter,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bombardiers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bonbonnieres,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bondmaid,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bondservant,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boobery,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
booboos,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bookwork,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boondoggling,3,1,3,1,0.06,0.6021,0.01,0.301,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
boorishness,2,2,2,2,0.04,0.4771,0.02,0.4771,noun,1.0,1.0,noun,1,1
bootlace,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bootlaces,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boozehound,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boozes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bounciness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bounders,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boxfuls,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boxiana,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boxwoods,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boychicks,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
boychik,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
braca,5,1,0,0,0.1,0.7782,0.01,0.301,name,4.0,0.8,name.noun,4.1,1
braggarts,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bragger,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brainwasher,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brainwork,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
braveries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brawns,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
breadstuffs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
breakbone,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brightwork,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bringdown,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brinksmanship,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
broadbill,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brontosauruses,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
broodiness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brownnoser,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brushback,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
brushers,2,1,2,1,0.04,0.4771,0.01,0.301,noun,1.0,1.0,noun,1,1
bubbliness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
buckoes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
buckskins,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
budger,3,1,0,0,0.06,0.6021,0.01,0.301,name,2.0,0.67,name.noun,2.1,1
bugaboos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bugling,11,3,10,3,0.22,1.0792,0.04,0.6021,verb,10.0,0.91,verb.noun,10.1,1
bulkheading,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bulldogger,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bullfist,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bullions,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bullrings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bullshots,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bullwhacker,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bullwhips,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bullyboy,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bundist,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bunkum,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
burgling,8,5,8,5,0.16,0.9542,0.06,0.7782,verb,7.0,0.88,verb.noun,7.1,1
burliness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bushwhackers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
businessese,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
butcherbird,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
butcherer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
butches,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
butlery,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
butling,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,verb,3.0,0.75,verb.noun,3.1,1
buttonhook,3,2,1,1,0.06,0.6021,0.02,0.4771,verb,2.0,0.67,verb.noun,2.1,1
buzzbomb,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
byss,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
bywords,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cabdrivers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cabezones,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cabmen,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cabots,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caesareans,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cafard,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cafetorium,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caffein,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caimans,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
calabozo,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
calamite,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
calceolaria,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
calicoes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
calicos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caliga,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
callo,3,2,1,1,0.06,0.6021,0.02,0.4771,name,2.0,0.67,name.noun,2.1,1
calypsos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
camarada,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
canalla,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
canceler,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
candidness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
candlers,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cannonading,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
canoness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
canoodles,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
canthus,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cantinas,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cantonments,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
capering,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caplock,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carabiniere,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caracals,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carburation,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carcel,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cardiacs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cardiograph,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cardiographs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cardioscope,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cardsharper,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carfuffle,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carillons,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carloadings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carmagnole,2,1,1,1,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.name,1.1,1
caroler,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carollers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carotte,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carousal,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carouses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carryalls,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carryings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carryons,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
carsickness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cartload,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cartwheeling,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
casualist,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
catalepsis,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cateress,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cathexis,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cathouses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
catskin,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
catspaw,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cattiness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caudad,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cauliflowers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
causations,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
causatum,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cauterization,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cavalcades,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cavalries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
caviare,6,3,6,3,0.12,0.8451,0.04,0.6021,verb,5.0,0.83,verb.noun,5.1,1
cavitations,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cavum,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cenobites,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
centesis,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
centigram,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
centime,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
centimo,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ceral,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cerements,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cesure,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chalazia,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chalybeate,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chamar,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chanceries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chanciness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chandelle,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
changefulness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
changelessness,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chapattis,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chapeaux,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
charbroils,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
charcuteries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
charioteers,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
charlady,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
charlatanism,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
charoses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
charoset,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chatterboxes,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chawk,13,1,0,0,0.25,1.1461,0.01,0.301,verb,8.0,0.62,verb.name.noun,8.4.1,1
cheapjack,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cheapos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cheekiness,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cheesemaker,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cheesemonger,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chelicerae,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cheroot,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cherubin,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chevvy,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chiasma,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chicer,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chickenfeed,3,1,2,1,0.06,0.6021,0.01,0.301,verb,2.0,0.67,verb.noun,2.1,1
chicker,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chickweeds,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chicness,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chilicote,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chilidogs,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
chimbley,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chinawoman,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chinkapin,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chinking,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chinstraps,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chint,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chinwags,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chiropractics,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chiseller,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chisellers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chitlings,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chlorin,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chockablock,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
choiring,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
chokecherries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chokey,7,2,0,0,0.14,0.9031,0.02,0.4771,name,6.0,0.86,name.noun,6.1,1
cholate,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chomper,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
choochoo,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
choop,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
choosey,2,2,2,2,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.adjective,1.1,1
chophouses,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
choughs,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chowtime,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chromaticism,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chromos,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chronics,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chrysolite,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
chuggers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
churching,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
cicatrisation,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cicatriser,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cicatrization,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
ciceros,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cigarillo,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
cithara,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
citizeness,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
citizenries,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
civie,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
civies,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
civilise,7,1,7,1,0.14,0.9031,0.01,0.301,verb,6.0,0.86,verb.noun,6.1,1
clabber,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clacks,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clairsentience,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clairvoyancy,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clampers,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clanks,12,9,7,6,0.24,1.1139,0.11,1.0,verb,11.0,0.92,verb.noun,11.1,1
clarenceux,1,1,0,0,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clarionet,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clearways,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
clept,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
cleptomaniac,1,1,1,1,0.02,0.301,0.01,0.301,noun,1.0,1.0,noun,1,1
