Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Adjective_freq
carsick,31,29,29,28,0.61,1.5051,0.35,1.4771,adjective,30.0,1.0,adjective,30,30
sorrier,25,23,25,23,0.49,1.415,0.27,1.3802,adjective,25.0,1.0,adjective,25,25
blanky,28,10,12,8,0.55,1.4624,0.12,1.0414,adjective,24.0,0.86,adjective.name,24.4,24
swellest,23,19,23,19,0.45,1.3802,0.23,1.301,adjective,23.0,1.0,adjective,23,23
unhand,43,33,8,7,0.84,1.6435,0.39,1.5315,adjective,23.0,0.53,adjective.adverb.name,23.16.4,23
rustical,22,2,0,0,0.43,1.3617,0.02,0.4771,adjective,22.0,1.0,adjective,22,22
sorriest,19,19,19,19,0.37,1.301,0.23,1.301,adjective,19.0,1.0,adjective,19,19
airsick,16,15,15,14,0.31,1.2304,0.18,1.2041,adjective,16.0,1.0,adjective,16,16
darnedest,16,16,12,12,0.31,1.2304,0.19,1.2304,adjective,16.0,1.0,adjective,16,16
pigheaded,34,33,34,33,0.67,1.5441,0.39,1.5315,verb,18.0,0.53,verb.adjective,18.16,16
grandpappy,17,15,13,13,0.33,1.2553,0.18,1.2041,adjective,13.0,0.81,adjective.name,13.3,13
negatory,14,13,5,4,0.27,1.1761,0.15,1.1461,adjective,13.0,0.93,adjective.name,13.1,13
filthier,12,5,12,5,0.24,1.1139,0.06,0.7782,adjective,12.0,1.0,adjective,12,12
thready,34,29,33,29,0.67,1.5441,0.35,1.4771,noun,21.0,0.64,noun.adjective,21.12,12
alky,21,8,8,7,0.41,1.3424,0.1,0.9542,adjective,11.0,0.52,adjective.name,11.10,11
guiltier,11,11,11,11,0.22,1.0792,0.13,1.0792,adjective,11.0,1.0,adjective,11,11
rottenest,11,10,11,10,0.22,1.0792,0.12,1.0414,adjective,11.0,1.0,adjective,11,11
lousiest,10,10,10,10,0.2,1.0414,0.12,1.0414,adjective,10.0,1.0,adjective,10,10
overanxious,10,10,10,10,0.2,1.0414,0.12,1.0414,adjective,10.0,1.0,adjective,10,10
teeniest,10,10,9,9,0.2,1.0414,0.12,1.0414,adjective,10.0,1.0,adjective,10,10
ectoplasmic,9,8,8,7,0.18,1.0,0.1,0.9542,adjective,9.0,1.0,adjective,9,9
splendiferous,9,7,8,6,0.18,1.0,0.08,0.9031,adjective,9.0,1.0,adjective,9,9
swimmy,12,2,11,2,0.24,1.1139,0.02,0.4771,adjective,9.0,0.75,adjective.noun,9.3,9
wronger,9,8,9,8,0.18,1.0,0.1,0.9542,adjective,9.0,1.0,adjective,9,9
counteractive,8,1,8,1,0.16,0.9542,0.01,0.301,adjective,8.0,1.0,adjective,8,8
deadest,8,8,8,8,0.16,0.9542,0.1,0.9542,adjective,8.0,1.0,adjective,8,8
gammy,16,7,4,3,0.31,1.2304,0.08,0.9031,adjective,8.0,0.5,adjective.name.noun,8.6.2,8
hamate,10,3,8,2,0.2,1.0414,0.04,0.6021,adjective,8.0,0.8,adjective.verb,8.2,8
scrunchy,8,3,6,3,0.16,0.9542,0.04,0.6021,adjective,8.0,1.0,adjective,8,8
shakiest,8,1,8,1,0.16,0.9542,0.01,0.301,adjective,8.0,1.0,adjective,8,8
unladylike,8,8,8,8,0.16,0.9542,0.1,0.9542,adjective,8.0,1.0,adjective,8,8
agrestic,21,10,0,0,0.41,1.3424,0.12,1.0414,noun,14.0,0.67,noun.adjective,14.7,7
barrelful,7,7,7,7,0.14,0.9031,0.08,0.9031,adjective,7.0,1.0,adjective,7,7
bowlegged,12,10,12,10,0.24,1.1139,0.12,1.0414,adjective,7.0,0.58,adjective.verb,7.5,7
horsy,19,14,14,12,0.37,1.301,0.17,1.1761,noun,11.0,0.58,noun.adjective.name,11.7.1,7
modred,13,1,0,0,0.25,1.1461,0.01,0.301,adjective,7.0,0.54,adjective.verb.name,7.4.2,7
petechial,8,8,4,4,0.16,0.9542,0.1,0.9542,adjective,7.0,0.88,adjective.name,7.1,7
sleepier,7,2,4,1,0.14,0.9031,0.02,0.4771,adjective,7.0,1.0,adjective,7,7
snootful,7,7,7,7,0.14,0.9031,0.08,0.9031,adjective,7.0,1.0,adjective,7,7
spinny,10,6,6,4,0.2,1.0414,0.07,0.8451,adjective,7.0,0.7,adjective.noun.name,7.2.1,7
ultrarapid,7,2,6,2,0.14,0.9031,0.02,0.4771,adjective,7.0,1.0,adjective,7,7
unluckiest,7,7,6,6,0.14,0.9031,0.08,0.9031,adjective,7.0,1.0,adjective,7,7
unmilitary,9,8,9,8,0.18,1.0,0.1,0.9542,adjective,7.0,0.78,adjective.noun,7.2,7
unpassable,7,1,5,1,0.14,0.9031,0.01,0.301,adjective,7.0,1.0,adjective,7,7
baldheaded,12,8,12,8,0.24,1.1139,0.1,0.9542,verb,6.0,0.5,verb.adjective,6.6,6
bullheaded,20,17,19,17,0.39,1.3222,0.2,1.2553,verb,13.0,0.65,verb.adjective.name,13.6.1,6
buttinsky,7,7,6,6,0.14,0.9031,0.08,0.9031,adjective,6.0,0.86,adjective.name,6.1,6
copasetic,6,3,2,2,0.12,0.8451,0.04,0.6021,adjective,6.0,1.0,adjective,6,6
fleshless,6,2,6,2,0.12,0.8451,0.02,0.4771,adjective,6.0,1.0,adjective,6,6
greasiest,6,6,6,6,0.12,0.8451,0.07,0.8451,adjective,6.0,1.0,adjective,6,6
kaputt,6,2,5,2,0.12,0.8451,0.02,0.4771,adjective,6.0,1.0,adjective,6,6
maggoty,6,6,4,4,0.12,0.8451,0.07,0.8451,adjective,6.0,1.0,adjective,6,6
manlike,6,6,6,6,0.12,0.8451,0.07,0.8451,adjective,6.0,1.0,adjective,6,6
posthypnotic,6,6,4,4,0.12,0.8451,0.07,0.8451,adjective,6.0,1.0,adjective,6,6
swinish,7,7,6,6,0.14,0.9031,0.08,0.9031,adjective,6.0,0.86,adjective.verb,6.1,6
underverse,13,1,0,0,0.25,1.1461,0.01,0.301,name,7.0,0.54,name.adjective,7.6,6
wolfbane,13,6,9,5,0.25,1.1461,0.07,0.8451,noun,6.0,0.46,noun.adjective.name,6.6.1,6
agonal,5,5,2,2,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
bighearted,5,4,3,3,0.1,0.7782,0.05,0.6990000000000001,adjective,5.0,0.83,adjective.verb,5.1,5
carminic,5,3,4,3,0.1,0.7782,0.04,0.6021,adjective,5.0,1.0,adjective,5,5
ciggy,5,5,4,4,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
devilled,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
faggoty,6,5,6,5,0.12,0.8451,0.06,0.7782,adjective,5.0,0.83,adjective.noun,5.1,5
fouler,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,adjective,5.0,1.0,adjective,5,5
gabfest,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,adjective,5.0,1.0,adjective,5,5
germfree,5,4,4,3,0.1,0.7782,0.05,0.6990000000000001,adjective,5.0,1.0,adjective,5,5
greedier,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,adjective,5.0,1.0,adjective,5,5
haemorrhoid,6,5,4,4,0.12,0.8451,0.06,0.7782,adjective,5.0,0.83,adjective.noun,5.1,5
humpbacked,7,6,6,5,0.14,0.9031,0.07,0.8451,adjective,5.0,0.71,adjective.verb,5.2,5
implosive,6,3,5,3,0.12,0.8451,0.04,0.6021,adjective,5.0,0.83,adjective.name,5.1,5
jerkwater,7,7,5,5,0.14,0.9031,0.08,0.9031,adjective,5.0,0.71,adjective.noun,5.2,5
mesomorphic,5,3,5,3,0.1,0.7782,0.04,0.6021,adjective,5.0,1.0,adjective,5,5
nondairy,5,5,4,4,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
orbing,28,17,27,16,0.55,1.4624,0.2,1.2553,verb,16.0,0.57,verb.noun.adjective,16.7.5,5
paisan,20,13,17,13,0.39,1.3222,0.15,1.1461,noun,15.0,0.75,noun.adjective,15.5,5
parcheesi,20,15,0,0,0.39,1.3222,0.18,1.2041,noun,12.0,0.6,noun.adjective.name,12.5.3,5
podgy,6,5,4,4,0.12,0.8451,0.06,0.7782,adjective,5.0,0.83,adjective.name,5.1,5
pushier,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
quippy,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
slaphappy,5,5,3,3,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
sleaziest,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
sloppiest,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
snacky,6,4,2,2,0.12,0.8451,0.05,0.6990000000000001,adjective,5.0,0.83,adjective.name,5.1,5
suntanned,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,adjective,5.0,0.83,adjective.verb,5.1,5
swankiest,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,adjective,5.0,1.0,adjective,5,5
tooken,8,4,8,4,0.16,0.9542,0.05,0.6990000000000001,adjective,5.0,0.63,adjective.noun,5.3,5
unavenged,5,5,4,4,0.1,0.7782,0.06,0.7782,adjective,5.0,1.0,adjective,5,5
walleyed,9,7,8,6,0.18,1.0,0.08,0.9031,adjective,5.0,0.56,adjective.verb,5.4,5
waspy,6,6,3,3,0.12,0.8451,0.07,0.8451,adjective,5.0,0.83,adjective.name,5.1,5
weaselly,12,10,12,10,0.24,1.1139,0.12,1.0414,adverb,7.0,0.58,adverb.adjective,7.5,5
womanish,7,6,7,6,0.14,0.9031,0.07,0.8451,adjective,5.0,0.71,adjective.verb,5.2,5
acidotic,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
agal,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
anhedonic,4,2,2,2,0.08,0.6990000000000001,0.02,0.4771,adjective,4.0,1.0,adjective,4,4
ballsiest,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
barebacked,4,1,4,1,0.08,0.6990000000000001,0.01,0.301,adjective,4.0,1.0,adjective,4,4
biogenetic,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
bradycardic,6,6,3,3,0.12,0.8451,0.07,0.8451,adjective,4.0,0.67,adjective.name,4.2,4
bumptious,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
cataleptic,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
cheerier,4,3,3,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
chloric,4,1,4,1,0.08,0.6990000000000001,0.01,0.301,adjective,4.0,1.0,adjective,4,4
connubial,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
containable,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
flitty,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,adjective,4.0,1.0,adjective,4,4
flunkey,5,2,5,2,0.1,0.7782,0.02,0.4771,adjective,4.0,0.8,adjective.noun,4.1,4
goldarned,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,4.0,0.8,adjective.verb,4.1,4
greasier,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
henpecked,8,8,8,8,0.16,0.9542,0.1,0.9542,verb,4.0,0.5,verb.adjective,4.4,4
highborn,5,5,3,3,0.1,0.7782,0.06,0.7782,adjective,4.0,0.8,adjective.name,4.1,4
hurted,12,8,12,8,0.24,1.1139,0.1,0.9542,verb,8.0,0.67,verb.adjective,8.4,4
ileocecal,4,3,3,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
kinkier,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
larcenous,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
milkless,4,2,1,1,0.08,0.6990000000000001,0.02,0.4771,adjective,4.0,1.0,adjective,4,4
nebbish,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,4.0,0.8,adjective.verb,4.1,4
nooky,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
nutsy,10,8,6,6,0.2,1.0414,0.1,0.9542,name,4.0,0.4,name.adjective.noun,4.4.2,4
orneriest,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
photophygous,4,1,0,0,0.08,0.6990000000000001,0.01,0.301,adjective,4.0,1.0,adjective,4,4
pillowy,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,adjective,4.0,1.0,adjective,4,4
pleuritic,4,4,1,1,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
riderless,4,3,2,2,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
rooky,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
runty,7,3,4,2,0.14,0.9031,0.04,0.6021,adjective,4.0,0.57,adjective.name.noun,4.2.1,4
screwier,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
screwiest,4,3,3,2,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
scroungy,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
sideless,4,3,1,1,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
sleazier,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
slobbery,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,4.0,0.8,adjective.noun,4.1,4
sloppier,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
sluttiest,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
spookier,5,4,4,4,0.1,0.7782,0.05,0.6990000000000001,adjective,4.0,0.8,adjective.noun,4.1,4
squirty,31,5,3,3,0.61,1.5051,0.06,0.7782,name,9.0,0.53,name.noun.adjective,9.4.4,4
submolecular,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
thickheaded,6,6,6,6,0.12,0.8451,0.07,0.8451,adjective,4.0,0.67,adjective.verb,4.2,4
topgallant,6,3,6,3,0.12,0.8451,0.04,0.6021,adjective,4.0,0.67,adjective.noun,4.2,4
twanky,11,2,0,0,0.22,1.0792,0.02,0.4771,name,7.0,0.64,name.adjective,7.4,4
uncatchable,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,adjective,4.0,1.0,adjective,4,4
uncombed,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
unevolved,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
ungentlemanly,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
unhappier,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
unlived,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,adjective,4.0,1.0,adjective,4,4
unsanctified,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
unscannable,4,1,3,1,0.08,0.6990000000000001,0.01,0.301,adjective,4.0,1.0,adjective,4,4
untamable,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,4.0,1.0,adjective,4,4
unvanquished,4,2,4,2,0.08,0.6990000000000001,0.02,0.4771,adjective,4.0,1.0,adjective,4,4
awapuhi,7,2,3,2,0.14,0.9031,0.02,0.4771,noun,3.0,0.43,noun.adjective.name,3.3.1,3
aweary,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.noun,3.1,3
bacterian,3,1,0,0,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
bigheaded,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
bingy,11,1,0,0,0.22,1.0792,0.01,0.301,name,8.0,0.73,name.adjective,8.3,3
blubbery,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
bobsledder,5,1,5,1,0.1,0.7782,0.01,0.301,adjective,3.0,0.6,adjective.verb,3.2,3
bonier,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
bootless,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
brilliantined,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
bucktoothed,8,7,7,6,0.16,0.9542,0.08,0.9031,verb,5.0,0.63,verb.adjective,5.3,3
carbonised,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
cheesier,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
chowderheaded,3,1,1,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
chronometric,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
cliquey,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
closetful,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
clucky,16,3,1,1,0.31,1.2304,0.04,0.6021,name,13.0,0.81,name.adjective,13.3,3
clumsiest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
coldhearted,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,3.0,0.6,adjective.verb,3.2,3
compunctious,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
corniest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
cracky,5,4,3,3,0.1,0.7782,0.05,0.6990000000000001,adjective,3.0,0.6,adjective.name,3.2,3
crookedest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
crummiest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
crystallic,3,1,2,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
cultureless,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
cyanic,3,2,2,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
divertive,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
dolichocephalic,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
douane,3,1,0,0,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
fireable,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
foodless,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
foxiest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
freakier,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
gentlemanlike,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
germy,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
gnarliest,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
goddamnedest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
goodish,3,3,1,1,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
gunky,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
gutty,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
gypped,8,8,8,8,0.16,0.9542,0.1,0.9542,verb,5.0,0.63,verb.adjective,5.3,3
hasid,3,1,0,0,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
heartstring,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
highhanded,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,3.0,0.6,adjective.verb,3.2,3
incroyable,4,3,1,1,0.08,0.6990000000000001,0.04,0.6021,adjective,3.0,0.75,adjective.name,3.1,3
indeclinable,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
indecorous,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
intercranial,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
jamesian,3,1,0,0,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
jollier,4,3,3,3,0.08,0.6990000000000001,0.04,0.6021,adjective,3.0,0.75,adjective.name,3.1,3
knighting,6,4,5,4,0.12,0.8451,0.05,0.6990000000000001,verb,3.0,0.5,verb.adjective,3.3,3
lactated,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.verb,3.1,3
lexic,3,3,0,0,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
magnific,4,3,1,1,0.08,0.6990000000000001,0.04,0.6021,adjective,3.0,0.75,adjective.name,3.1,3
manitous,11,1,0,0,0.22,1.0792,0.01,0.301,name,8.0,0.73,name.adjective,8.3,3
marshmallowy,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
matchy,3,1,2,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
mentholated,6,6,5,5,0.12,0.8451,0.07,0.8451,verb,3.0,0.5,verb.adjective,3.3,3
microcytic,3,3,1,1,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
middled,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
missable,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
misspoken,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
moonshining,4,2,3,2,0.08,0.6990000000000001,0.02,0.4771,adjective,3.0,0.75,adjective.verb,3.1,3
motiveless,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
muling,7,4,7,4,0.14,0.9031,0.05,0.6990000000000001,verb,4.0,0.57,verb.adjective,4.3,3
mushier,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
nonsequential,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
nuttiest,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
nymphomaniacal,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
octonal,15,1,0,0,0.29,1.2041,0.01,0.301,name,12.0,0.8,name.adjective,12.3,3
overemotional,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
overenthusiastic,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
paregoric,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
phrenological,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
pipal,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
piscatorial,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
politest,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
preemptory,3,1,0,0,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
psychoneurotic,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
punitory,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
putrefied,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.verb,3.1,3
retched,5,3,5,3,0.1,0.7782,0.04,0.6021,adjective,3.0,0.6,adjective.verb,3.2,3
retractive,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
romantical,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
selenic,3,1,0,0,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
septicemic,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
shittier,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.noun,3.1,3
shootable,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
shyest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
silphid,3,1,3,1,0.06,0.6021,0.01,0.301,adjective,3.0,1.0,adjective,3,3
skunky,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
slimiest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
snappiest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
sneakiest,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
softhearted,11,9,10,9,0.22,1.0792,0.11,1.0,verb,7.0,0.64,verb.adjective.name,7.3.1,3
spiffing,5,4,5,4,0.1,0.7782,0.05,0.6990000000000001,adjective,3.0,0.6,adjective.verb,3.2,3
stinkiest,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
stouthearted,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.verb,3.1,3
stymphalian,3,3,0,0,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
sweatiest,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
syncopal,3,3,2,2,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
tachypneic,4,4,2,2,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.name,3.1,3
trilobal,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.noun,3.1,3
unartistic,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unbathed,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,3.0,1.0,adjective,3,3
unblessed,3,2,3,2,0.06,0.6021,0.02,0.4771,adjective,3.0,1.0,adjective,3,3
