Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Adjective_freq
dermatographic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dermographic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
desensitised,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
desireless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
destituted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
detonative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
detoxed,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
deuced,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
devorative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
diarrhoeic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
didy,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dinking,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dioramic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dippiest,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
directable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
discarnate,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
discussable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
disembowelling,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,verb,3.0,0.75,verb.adjective,3.1,1
disenchanting,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
disimpassioned,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dismissible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dispossessing,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
disputatious,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
distempered,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ditsiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
doggoned,20,16,20,16,0.39,1.3222,0.19,1.2304,verb,19.0,0.95,verb.adjective,19.1,1
doggonedest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dorkiest,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
dourine,4,1,3,1,0.08,0.6990000000000001,0.01,0.301,noun,3.0,0.75,noun.adjective,3.1,1
dowered,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dowerless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dratted,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.adjective,2.1,1
dreamiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dreariest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
drollest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dropperful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
drownded,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
drowsing,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
drudging,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dumpier,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
durned,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
dustier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dyslectic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
dyslogistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
easylike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ecocidal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
eggheaded,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
electorial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
elocutionary,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
embryotic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
emigrational,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
encephalitic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
encephalographic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
endocentric,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
endocrinic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
endocytotic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
endopelvic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
endoskeletal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
enfiladed,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
engastrimythic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
enigmatical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
epical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
epidermic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
epileptoid,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
epipelagic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
epiphysial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
episodal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
erodent,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
erotical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
erotogenic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
escapable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
escharotic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
eudaemonic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
euthanasy,4,1,3,1,0.08,0.6990000000000001,0.01,0.301,noun,3.0,0.75,noun.adjective,3.1,1
evitable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
excrementitious,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
exobiological,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
exoccipital,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
exothermal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
expansionistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
expendible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
exposable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
expressional,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
expulsive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
exsanguinated,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.adjective,3.1,1
extincted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
extravasated,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fagged,6,4,6,4,0.12,0.8451,0.05,0.6990000000000001,verb,4.0,0.8,verb.adjective,4.1,1
fangy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feastful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
featherbrained,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feculent,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feebleminded,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feeblest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feedy,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feinting,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feldspathic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feltlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
feministic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fibrinous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fightable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
figurate,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
figureless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
filiopietistic,2,1,0,0,0.04,0.4771,0.01,0.301,name,1.0,0.5,name.adjective,1.1,1
fingery,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
firmamental,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
firstling,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fishiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fivesome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
flakier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
flanky,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
flensing,3,1,0,0,0.06,0.6021,0.01,0.301,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
fliest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
flowerless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fluctuant,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
flyspecked,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
foining,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
folksinging,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
forceable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
foresworn,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
forkful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
formfitting,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fortressed,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
foxery,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fractionating,3,2,3,2,0.06,0.6021,0.02,0.4771,verb,2.0,0.67,verb.adjective,2.1,1
framable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
freezy,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
freshed,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
frocked,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
frothier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
frowny,2,1,2,1,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.adjective,1.1,1
frowsy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fruitier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
frumpier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fuddled,5,2,5,2,0.1,0.7782,0.02,0.4771,verb,4.0,0.8,verb.adjective,4.1,1
fundamentalistic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
funfest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
funiculi,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
furless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
futzed,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
fuzziest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gamesome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
garrotted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gaslit,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gaudier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gayish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ghastlier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ghastliest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gladder,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
glamouring,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
glimmery,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
globulous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gloppy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
glossless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gnarlier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
goggling,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.adjective,2.1,1
goggly,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
goofier,2,2,2,2,0.04,0.4771,0.02,0.4771,noun,1.0,0.5,noun.adjective,1.1,1
goofiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gooney,8,7,8,7,0.16,0.9542,0.08,0.9031,noun,7.0,0.88,noun.adjective,7.1,1
goosy,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
gradeless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
graved,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gravitic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
grisliest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
groovier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gruffer,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gruffest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
grumpiest,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
gussy,6,4,2,2,0.12,0.8451,0.05,0.6990000000000001,noun,3.0,0.5,noun.name.adjective,3.2.1,1
gutsiest,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
gynandromorphic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
haemorrhoidal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hagiographic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hairlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
halfcocked,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,verb,3.0,0.75,verb.adjective,3.1,1
hectical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
heedful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
heezy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hemotoxic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hennaed,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hepatorenal,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
herbless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hexing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
hicky,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hili,10,8,0,0,0.2,1.0414,0.1,0.9542,noun,8.0,0.8,noun.name.adjective,8.1.1,1
hippopotamic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hish,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hoggish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hoggy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hokeypokey,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hokier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
homeliest,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
homeling,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
homeothermic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
homish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
homuncular,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hooly,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hoovered,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.adjective,3.1,1
hostessing,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
houting,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hugeous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hydropic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hydropneumatic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hyperemic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hyperkalemic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hypersexual,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hypnogogic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hypnotisable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hypocalcemic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
hypochondriacal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
iceskating,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
icteric,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
idolised,10,8,10,8,0.2,1.0414,0.1,0.9542,verb,9.0,0.9,verb.adjective,9.1,1
ilioinguinal,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
illiteral,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
illusioned,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
illustrous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
imageable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
immitigable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
immy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
impressional,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inacceptable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inadmissable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inanimated,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inartistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
incognizant,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
incommunicative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inconvertible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
indomable,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inebriating,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inexecrable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inexplainable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inexpressive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
infrarenal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
infraspinous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
injudicial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
innest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
insaner,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
insurrectional,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
intellectualized,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
intenser,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
intermastoid,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
intermural,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
interorbital,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
interruptive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
interscapular,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
intraparty,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
inundatory,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
invitable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
irremovable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
irresilient,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
islandic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
isophthalic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jackbooted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jagging,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jailish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jansenist,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jaspered,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jellylike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jesuitic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jesuitical,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jibed,9,3,9,3,0.18,1.0,0.04,0.6021,verb,8.0,0.89,verb.adjective,8.1,1
jolty,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
joyfullest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
jugged,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
justest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
kafiri,2,1,0,0,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.adjective,1.1,1
katatonic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
kazatsky,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
kickable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
kippered,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
kismetic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
kited,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
knavish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
kookier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
