Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Noun_freq,Web_freq
fire,10990,3948,noun.verb.name,8175.2785.5,8175,83845349.0
fuck,19307,1734,verb.noun.name,11091.8168.11,8168,39099536.0
child,8040,3067,noun.name,8027.1,8027,119747393.0
bitch,8609,2849,noun.verb.name,7986.620.3,7986,8302447.0
food,7876,3605,noun.name,7869.2,7869,180144029.0
gentlemen,7874,2943,noun.verb,7850.4,7850,3748634.0
hair,7831,3632,noun.name,7819.1,7819,60054650.0
luck,7840,3874,noun.name,7775.56,7775,16734573.0
sex,7761,2490,noun.verb.name,7726.21.5,7726,320105999.0
music,7734,2699,noun.name,7717.3,7717,414028837.0
street,7557,3411,noun.name,7532.14,7532,149130754.0
power,7600,2980,noun.verb.name,7530.54.17,7530,226596368.0
company,7507,3283,noun.name,7493.1,7493,324272258.0
fact,8801,4369,noun.adjective,7423.1380,7423,93807963.0
while,17821,6545,conjunction.noun.verb,10426.7358.20,7358,226194991.0
coffee,7371,3039,noun.name,7349.9,7349,42086828.0
team,7528,2623,noun.verb.name,7263.241.3,7263,171687825.0
parents,7177,2902,noun.name.verb,7160.2.1,7160,61036269.0
air,7090,3325,noun.verb.name,7043.27.3,7043,160850401.0
ladies,7054,3101,noun.verb,7028.3,7028,28781917.0
weeks,6637,3474,noun.name,6627.15,6627,73571749.0
picture,7061,3178,noun.verb,6601.459,6601,124116581.0
drink,12617,4353,noun.verb,6454.6147,6454,29254937.0
date,7218,2987,noun.verb.adjective,6440.689.100,6440,488967374.0
hospital,6334,2611,noun.name,6328.1,6328,60720801.0
piece,6349,3510,noun.verb,6323.21,6323,44298807.0
uncle,6327,1865,noun.name,6304.6,6304,8127694.0
movie,6271,2101,noun.name,6268.2,6268,158421100.0
king,6592,1688,noun.name,6258.332,6258,79791224.0
darling,6613,1907,noun.adjective.name,6252.308.19,6252,3653817.0
sense,6722,3839,noun.verb,6247.467,6247,52629633.0
christmas,6244,1382,noun,6239,6239,68648778.0
shot,11599,4236,noun.verb.name,6236.5360.1,6236,41614412.0
words,6223,3315,noun.verb,6213.7,6213,90910143.0
fun,12010,4632,noun.adjective.name,6172.5815.3,6172,108389630.0
feet,6157,3256,noun.verb.name,6145.1.1,6145,57146840.0
million,6145,2528,noun,6141,6141,118818608.0
evening,6155,2803,noun.verb,6134.13,6134,33705304.0
bit,11987,5084,noun.adverb.verb.name,6057.5284.638.1,6057,82113875.0
boss,6339,2333,noun.verb.name,5989.239.101,5989,14436477.0
questions,6016,3169,noun.verb,5983.32,5983,156703712.0
class,5985,2445,noun.verb.adjective.name,5955.18.12.3,5955,191087771.0
law,5932,2517,noun.name,5908.19,5908,216122487.0
president,7174,1551,noun.name,5724.1436,5724,113756376.0
road,5709,2766,noun.name,5690.12,5690,131800620.0
eye,5701,3216,noun.name,5672.24,5672,52688696.0
plan,7432,3528,noun.verb.name,5671.1758.3,5671,160746244.0
light,8425,3924,noun.adjective.verb.preposition.adverb.name,5589.1591.1067.145.14.3,5589,126699632.0
table,5387,2889,noun.verb.name,5365.14.1,5365,165341452.0
dream,6798,2809,noun.verb.name,5353.1441.1,5353,33518573.0
ball,5353,2070,noun.verb.name,5294.28.16,5294,43399906.0
mouth,5325,3022,noun.verb.name,5292.23.2,5292,22880351.0
fault,5310,3101,noun.verb,5278.29,5278,13112664.0
lieutenant,5306,886,noun.name,5275.16,5275,3946806.0
mama,5289,1478,noun.name,5271.1,5271,5042818.0
paper,5271,2626,noun.verb.name,5266.3.3,5266,134939426.0
lunch,5310,2637,noun.verb,5242.70,5242,20807419.0
hotel,5264,2021,noun.name,5241.14,5241,297974790.0
officer,5265,2026,noun.name,5229.24,5229,48483165.0
ones,5177,3185,noun.verb,5210.14,5210,36558085.0
agent,5235,1399,noun.name,5209.2,5209,57103658.0
wedding,5173,1654,noun.verb.name,5169.3.2,5169,60758332.0
tv,5199,2263,noun,5155,5155,159603914.0
clothes,5158,2790,noun.verb.name,5141.16.1,5141,27037465.0
lord,7046,1994,noun.name.verb,5117.1903.5,5117,47612536.0
floor,5132,2732,noun.verb.name,5099.31.1,5099,53759851.0
court,5137,1839,noun.verb.name,5089.35.14,5089,127719981.0
mistake,5200,3121,noun.verb.name,5088.103.2,5088,10841486.0
others,5061,2916,noun,5076,5076,111397714.0
earth,5074,2339,noun.name,5058.9,5058,61059905.0
dude,5071,1581,noun.name,5050.13,5050,6412649.0
attention,5032,3000,noun,5016,5016,44752502.0
murder,5717,2046,noun.verb,4981.714,4981,15030656.0
club,5038,2156,noun.name.verb,4959.19.12,4959,132428495.0
choice,4975,3095,noun.adjective.verb,4950.20.1,4950,68222335.0
birthday,4958,1672,noun.name,4941.1,4941,30169763.0
pain,4995,2568,noun.verb,4938.40,4938,42182798.0
boat,4885,1457,noun.verb,4885.4,4885,34104031.0
plane,4872,1691,noun.verb,4865.5,4865,17799728.0
colonel,4909,642,noun.name,4859.45,4859,4118477.0
month,4854,2895,noun,4848,4848,123027963.0
order,7985,3825,noun.verb.conjunction,4795.2119.1059,4795,336631187.0
security,4810,2046,noun.name,4792.2,4792,230014019.0
state,5500,2669,noun.verb.name,4740.624.135,4740,453104133.0
song,4778,1946,noun.name,4735.31,4735,65832126.0
ship,5043,1163,noun.verb.name,4729.304.5,4729,60649546.0
talk,43605,7619,verb.noun,38850.4714,4714,97850837.0
horse,4737,1577,noun.verb.name,4695.12.3,4695,58453720.0
control,6662,3263,noun.verb.name,4682.1962.2,4682,215560453.0
message,4667,2424,noun,4667,4667,373081242.0
system,4667,2240,noun,4664,4664,396975018.0
afternoon,4666,2597,noun,4660,4660,18564567.0
bag,4796,2508,noun.verb.name,4632.155.1,4632,40671821.0
meeting,6752,3307,noun.verb,4608.2138,4608,120814306.0
lives,7124,4028,noun.verb.name,4573.2538.1,4573,42750046.0
information,4557,2373,noun,4552,4552,932594387.0
thought,41232,7829,verb.noun,36768.4441,4441,81561217.0
box,4577,2353,noun.verb.name,4388.181.6,4388,169231297.0
window,4386,2442,noun,4378,4378,102711715.0
army,4370,1506,noun.name,4363.1,4363,44670729.0
future,5278,2631,noun.adjective.name,4361.909.2,4361,121844371.0
buddy,5247,2321,noun.name,4360.879,4360,23611087.0
honor,4912,1887,noun.verb.name,4347.566.2,4347,16787246.0
college,4344,1921,noun.name,4343.2,4343,182545426.0
card,4357,2107,noun.verb,4343.10,4343,181387042.0
building,5078,2411,noun.verb,4332.740,4332,128251365.0
evidence,4335,1755,noun,4332,4332,62012277.0
cops,4290,1694,noun,4291,4291,4155366.0
history,4280,2416,noun.name,4276.2,4276,215000515.0
voice,4394,2396,noun.verb.name,4246.144.2,4246,64600528.0
apartment,4235,1774,noun,4230,4230,30771172.0
letter,4213,1758,noun,4209,4209,67339854.0
situation,4207,2505,noun,4203,4203,42880250.0
bar,4385,2220,noun.verb.adjective.preposition.name,4199.113.52.9.6,4199,77375075.0
bank,4334,1590,noun.verb.name,4194.67.40,4194,91559349.0
master,4450,1322,noun.verb.name,4145.278.13,4145,61704297.0
accident,4146,2180,noun,4138,4138,18699760.0
trip,4202,2366,noun.verb.name,4125.66.3,4125,48175593.0
doc,4122,1078,noun.name,4114.2,4114,29867704.0
answer,8986,4344,verb.noun.preposition,4857.4094.26,4094,64649558.0
fight,10255,3703,verb.noun,6172.4086,4086,30784313.0
sleep,11625,4661,verb.noun.name,7527.4072.3,4072,29491537.0
pleasure,4118,2545,noun.verb,4070.36,4070,16798232.0
difference,4066,2593,noun.unclassified,4058.2,4058,44546845.0
lawyer,4055,1686,noun.name,4041.6,4041,30253229.0
god,46061,6940,name.noun,41909.4036,4036,113624357.0
ice,4057,1974,noun.verb.name,4018.30.5,4018,41706145.0
hundred,4015,2138,noun,4011,4011,18339491.0
store,4178,2145,noun.verb,3998.173,3998,291308910.0
dollars,3998,1782,noun,3991,3991,40136550.0
record,4365,2395,noun.verb.adjective,3986.375.2,3986,102234743.0
station,4033,2099,noun.verb,3985.36,3985,61892291.0
summer,4012,1629,noun.verb,3980.24,3980,67102388.0
train,4848,1760,noun.verb.name,3978.835.1,3978,31816971.0
seat,4018,2443,noun.verb,3978.37,3978,29066336.0
service,4076,2407,noun.verb.name,3969.99.6,3969,519537222.0
list,4110,2176,noun.verb,3958.142,3958,472590641.0
problems,3931,2427,noun,3935,3935,121087620.0
marriage,3930,1747,noun,3925,3925,30592140.0
age,4039,2499,noun.verb,3914.114,3914,132725767.0
cop,4393,1467,noun.verb.name,3914.464.6,3914,5581961.0
star,4149,1821,noun.verb.adjective.name,3913.128.86.30,3913,122498186.0
ride,6904,3116,noun.verb,3910.2988,3910,26153004.0
brain,3928,1994,noun.verb.name,3887.34.3,3887,33612784.0
soul,3925,2041,noun.adjective.name,3881.34.3,3881,33173763.0
fish,4258,1708,noun.verb.name,3868.303.87,3868,52756224.0
girlfriend,3881,1946,noun,3868,3868,6379028.0
folks,3878,1954,noun.verb.name,3861.2.1,3861,13760930.0
radio,3936,1624,noun.verb.name,3855.41.15,3855,113285624.0
beer,3850,1805,noun.name,3848.1,3848,20486707.0
angel,3992,1112,noun.name,3828.160,3828,25294123.0
area,3821,2159,noun,3817,3817,259871557.0
scene,3807,1771,noun,3808,3808,29372413.0
shoes,3782,2019,noun.name,3774.1,3774,80755612.0
general,5885,1589,noun.adjective.adverb.name,3770.1899.185.22,3770,311757793.0
gold,4026,1533,noun.adjective.name,3764.194.57,3764,107497778.0
break,11275,5023,verb.noun,7500.3763,3763,51242970.0
bus,3783,1546,noun.verb.name,3749.30.1,3749,41043865.0
partner,3836,1772,noun.verb,3740.84,3740,52979810.0
ln,3753,1032,noun.name,3738.11,3738,7838721.0
truck,3716,1555,noun.verb,3708.6,3708,32136249.0
boyfriend,3684,1829,noun.name,3679.1,3679,4849182.0
top,6805,3606,noun.adjective.preposition.verb.name,3655.1807.1111.226.2,3655,484213771.0
crime,3633,1782,noun.name,3640.1,3640,40361756.0
miles,4500,2064,noun.name,3634.852,3634,100012522.0
feeling,8577,4344,verb.noun.name.adjective,4938.3633.2.1,3633,26546473.0
sort,7584,3753,adverb.noun.verb,3649.3632.297,3632,86985936.0
middle,4549,2957,noun.adjective.verb,3631.915.1,3631,70164946.0
ring,4730,2075,noun.verb.name,3621.1100.3,3621,54342432.0
report,5508,2621,noun.verb,3612.1887,3612,286237372.0
congratulations,3616,2248,noun.name,3608.1,3608,6666777.0
position,3676,2191,noun.verb,3602.72,3602,87139187.0
seconds,3603,2000,noun.verb,3584.15,3584,39304731.0
mommy,3617,1329,noun.name,3584.2,3584,3025970.0
ground,3696,2265,noun.verb.adjective,3545.114.36,3545,60679179.0
professor,3548,813,noun.name,3543.6,3543,40572636.0
nose,3557,2125,noun.verb,3539.17,3539,10507356.0
peace,3550,1867,noun.name,3537.7,3537,47856201.0
sun,3553,1957,noun.name.verb,3530.18.2,3530,121218500.0
thousand,3534,1802,noun,3529,3529,17654340.0
key,4430,2165,noun.adjective.name.verb,3517.771.71.65,3517,136862835.0
church,3553,1340,noun.name,3505.46,3505,84556943.0
rock,4394,1905,noun.verb.name,3487.725.62,3487,95488543.0
art,3611,1601,noun.name.verb,3484.87.27,3484,214702696.0
change,12258,5259,verb.noun,8749.3484,3484,210601244.0
group,3762,2097,noun.verb,3456.6,3456,321842984.0
joke,3724,2158,noun.verb,3455.267,3455,9043968.0
surprise,4534,2738,noun.verb,3453.1067,3453,14644385.0
relationship,3452,1870,noun,3450,3450,47959756.0
books,3456,1783,noun.verb,3444.13,3444,347710184.0
pictures,3477,1801,noun.verb,3431.47,3431,214997918.0
bullshit,3537,1422,noun.verb,3427.105,3427,1854495.0
play,18081,5343,verb.noun.name,14646.3417.1,3417,150748333.0
gas,3457,1607,noun.verb,3412.42,3412,71518871.0
sound,7313,4069,verb.noun.adverb.adjective.name,3480.3386.300.140.1,3386,100010833.0
wall,3605,2105,noun.name,3383.219,3383,59430375.0
idiot,3377,2147,noun.name,3373.1,3373,4635830.0
prison,3368,1527,noun.name,3361.1,3361,15837188.0
land,4494,2074,noun.verb.name,3345.1025.112,3345,103132933.0
bastard,3348,1669,noun.name,3342.2,3342,2504042.0
need,66040,8076,verb.noun.preposition,62816.3338.189,3338,319376932.0
field,3580,1919,noun.name.verb,3333.192.50,3333,135289140.0
cat,3383,1386,noun.name,3332.22,3332,46839855.0
dress,4447,2186,noun.verb.adjective,3328.1116.1,3328,27318959.0
rules,3438,1932,noun.verb,3325.110,3325,97658641.0
government,3327,1523,noun.name,3320.1,3320,206582673.0
machine,3583,1880,noun.verb.name,3318.254.3,3318,69665958.0
dance,7550,2465,verb.noun.name,4229.3312.3,3312,51147967.0
go,193445,8343,verb.noun,189923.3299,3299,421086358.0
cash,3694,1919,noun.verb.name,3291.386.12,3291,79172952.0
foot,3311,2054,noun.verb.name,3289.15.8,3289,40401241.0
gift,3290,1877,noun,3287,3287,131417909.0
dreams,3285,1732,noun.verb,3276.5,3276,19138612.0
sign,6797,3519,verb.noun,3521.3270,3270,242290578.0
tree,3315,1622,noun.name,3270.46,3270,59622952.0
test,4288,2095,noun.verb,3269.1017,3269,154999587.0
sake,3272,2130,noun,3263,3263,6452394.0
arm,3336,1945,noun.verb,3260.73,3260,23724057.0
sweetheart,3272,1830,noun.name,3260.2,3260,1767766.0
film,3328,1013,noun.verb.name,3259.64.1,3259,116097842.0
space,3369,1674,noun.verb.name,3253.101.11,3253,121505269.0
department,3256,1788,noun,3247,3247,197293325.0
hat,3273,1728,noun.name,3246.5,3246,24383742.0
favor,3609,2370,noun.preposition.verb.name,3223.181.162.38,3223,11867822.0
tape,3511,1484,noun.verb,3221.286,3221,30941382.0
sergeant,3210,798,noun.name,3212.3,3212,3154308.0
killer,3206,1402,noun.name,3193.11,3193,10745688.0
breakfast,3381,1966,noun.verb.name,3190.183.1,3190,35991312.0
outta,3185,1206,noun.name,3169.13,3169,1401625.0
bathroom,3145,1835,noun,3145,3145,18235238.0
asshole,3142,1273,noun.name,3137.4,3137,2896770.0
weekend,3118,1614,noun,3119,3119,35287380.0
action,3115,1857,noun.verb.name,3098.7.2,3098,162023431.0
detective,3117,988,noun.name,3092.21,3092,5353706.0
guns,3092,1308,noun.verb.name,3087.3.1,3087,12383666.0
sheriff,3115,662,noun.name,3086.18,3086,5758797.0
wine,3078,1518,noun,3073,3073,58491725.0
crap,3151,1996,noun.adjective.verb.adverb,3060.48.25.12,3060,7169097.0
sea,3052,1353,noun.name,3058.3,3058,61532852.0
check,14228,5293,verb.noun,11176.3050,3050,244491090.0
flight,3044,1358,noun.name,3030.3,3030,39229938.0
arms,3050,1883,noun.verb,3027.12,3027,27432921.0
orders,3130,1551,noun.verb,3011.121,3011,80605361.0
computer,3011,1224,noun.name,3006.1,3006,224177047.0
neck,3035,1961,noun.verb,2997.27,2997,17354931.0
mrs,15858,3415,noun,2990,2990,12206596.0
tea,2990,1407,noun.name,2989.1,2989,27406794.0
pants,2996,1770,noun.name,2989.3,2989,16774383.0
glass,3096,1841,noun.name.verb,2988.94.2,2988,63559754.0
type,3093,1917,noun.verb,2985.106,2985,272336859.0
bunch,3003,2105,noun.verb,2982.18,2982,10355431.0
chief,3973,1374,noun.adjective.name,2979.978.8,2979,45699591.0
will,108306,8129,verb.noun.name,103247.2976.1985,2976,1356293641.0
kitchen,2974,1815,noun,2970,2970,60975784.0
hole,2969,1755,noun.verb,2945.20,2945,26199070.0
north,3258,1616,noun.name,2942.315,2942,217809513.0
feelings,2938,1869,noun,2937,2937,11299333.0
pal,2937,1602,noun.name,2930.3,2930,9987022.0
turn,15630,5931,verb.noun,12694.2928,2928,80328029.0
chicken,3148,1570,noun.verb.adjective.name,2915.186.29.14,2915,20655046.0
camera,2907,1387,noun.adverb.name,2902.2.1,2902,89324930.0
heaven,2887,1608,noun.name,2884.1,2884,19969634.0
leg,2882,1588,noun.verb,2871.8,2871,17356748.0
beach,2888,1291,noun.verb.name,2859.17.11,2859,105642682.0
park,3678,1875,noun.verb.name,2846.555.268,2846,141548802.0
bucks,2866,1596,noun.name.verb,2834.22.8,2834,6165133.0
legs,2835,1843,noun.verb.name,2827.3.1,2827,22424518.0
lights,2877,1710,noun.verb,2823.54,2823,25301005.0
mess,3985,2614,noun.verb,2822.1162,2822,7008727.0
river,2829,1211,noun.name,2821.4,2821,78843808.0
teacher,2842,1305,noun.name,2815.7,2815,48002944.0
south,3288,1693,noun.name,2810.470,2810,238581133.0
course,24848,6666,adverb.noun.verb,21987.2809.48,2809,177976652.0
aunt,2815,954,noun,2804,2804,4594042.0
decision,2808,1810,noun,2803,2803,71006471.0
secret,5585,2847,noun.adjective,2792.2782,2792,30542047.0
suit,3499,1942,noun.verb,2789.704,2789,19820586.0
fool,4556,2370,noun.verb.adjective,2789.1728.23,2789,7567218.0
cell,2772,1459,noun,2769,2769,113067567.0
emergency,2776,1646,noun.adjective.name,2768.4.2,2768,42770237.0
force,3604,1985,noun.verb,2766.831,2766,79199815.0
mine,12800,5426,pronoun.noun.verb.name,9898.2763.122.2,2763,28795477.0
act,5565,3086,verb.noun.name,2823.2739.3,2739,141076205.0
queen,2789,1188,noun.name.verb,2735.47.3,2735,32366847.0
names,2746,1793,noun.verb,2733.37,2733,71918906.0
sweetie,2731,1565,noun.name,2728.1,2728,1231301.0
charge,4559,2675,noun.verb.preposition,2726.1087.742,2726,56542418.0
move,21325,6041,verb.noun.name,18581.2716.2,2716,70113140.0
client,2715,1020,noun,2709,2709,69189527.0
band,2724,1122,noun.verb.name,2705.13.1,2705,68569061.0
dogs,2704,1282,noun.verb.name,2698.3.1,2698,28400362.0
race,3157,1154,noun.verb,2696.424,2696,52297214.0
west,3088,1571,noun.name,2685.390,2685,173346868.0
spot,3140,2029,noun.verb.adverb.adjective.name,2685.421.15.13.1,2685,26750929.0
attack,3853,1957,noun.verb,2679.1176,2679,35599513.0
living,7983,4108,verb.noun.adjective.name,4129.2663.1175.1,2663,107215961.0
plans,2867,1883,noun.verb,2645.222,2645,77295630.0
corner,2679,1806,noun.verb,2645.25,2645,36419737.0
pressure,2709,1655,noun.verb,2635.69,2635,51407261.0
papers,2638,1469,noun.verb,2633.3,2633,51024682.0
ways,2633,1921,noun.verb,2627.2,2627,58114465.0
cup,2634,1566,noun.verb,2624.15,2624,45032014.0
experience,3088,1991,noun.verb,2614.471,2614,137134662.0
places,2706,1973,noun.verb,2611.92,2611,51696304.0
duty,2599,1531,noun,2605,2605,32011339.0
hall,2649,1573,noun.name,2576.71,2576,61265768.0
keys,2601,1427,noun.verb.name,2573.21.8,2573,23716024.0
motherfucker,2616,615,noun.name,2571.32,2571,396011.0
jail,3602,1705,noun.verb,2552.1044,2552,7515955.0
watch,16831,5882,verb.noun.name,14260.2544.3,2544,92006970.0
conversation,2543,1789,noun,2537,2537,13527150.0
code,2709,1311,noun.verb,2533.174,2533,250245121.0
hero,2542,1381,noun.name,2530.6,2530,12343606.0
bottle,2588,1561,noun.verb,2519.68,2519,17716382.0
trial,2518,960,noun.verb,2516.2,2516,56547673.0
spirit,2517,1466,noun.verb.name,2510.4.1,2510,36971683.0
front,9259,4589,preposition.noun.adjective.adverb.verb.name,4124.2504.2162.322.127.9,2504,100886343.0
shop,2731,1613,noun.verb,2492.236,2492,212793848.0
moon,2548,1167,noun.name.verb,2487.35.27,2487,28374261.0
cousin,2491,1041,noun.name,2473.1,2473,4263150.0
enemy,2474,1229,noun.name,2472.2,2472,14084182.0
present,4562,2622,noun.verb.adjective.adverb,2468.1108.888.88,2468,99420744.0
memory,2477,1514,noun.name,2466.8,2466,140479833.0
dr,15194,2638,noun,2462,2462,46346026.0
drugs,2464,1212,noun.verb,2462.2,2462,38827156.0
beauty,2460,1504,noun,2454,2454,87572240.0
patient,3246,1460,noun.adjective.name,2451.773.1,2451,42560499.0
chair,2511,1553,noun.verb.name,2449.51.2,2449,40764005.0
cards,2449,1353,noun,2447,2447,121094522.0
advice,2447,1679,noun,2447,2447,71268723.0
price,2722,1644,noun.name.verb,2436.233.51,2436,501651226.0
cream,2484,1345,noun.adjective.verb.name,2434.23.17.3,2434,25898758.0
teeth,2440,1626,noun.name.verb,2433.4.1,2433,9769437.0
victim,2434,1176,noun.name,2428.1,2428,11844825.0
bomb,2736,934,noun.verb.name,2428.301.10,2428,10028218.0
note,2731,1622,noun.verb,2421.332,2421,166657334.0
brothers,2400,1271,noun.name.verb,2412.5.1,2412,22101521.0
use,17536,6453,verb.noun.name,15123.2408.1,2408,719980257.0
driver,2416,1398,noun.name,2401.6,2401,48463463.0
mission,2400,1135,noun.name,2391.5,2391,52716319.0
pool,2396,1200,noun.verb,2381.12,2381,53046994.0
weapon,2379,1232,noun,2379,2379,9724562.0
flowers,2427,1322,noun.verb.name,2377.46.1,2377,58374976.0
knife,2387,1255,noun.verb,2374.11,2374,11297715.0
board,3272,1682,noun.adverb.verb.preposition,2372.641.219.32,2372,212361059.0
camp,2612,1094,noun.name.verb.adjective,2366.214.27.3,2366,35255018.0
restaurant,2373,1244,noun,2365,2365,48255033.0
shirt,2365,1400,noun,2363,2363,40501964.0
east,2527,1461,noun.name,2359.162,2359,135037085.0
faith,2363,1220,noun.name,2358.4,2358,35936559.0
respect,3644,2265,noun.verb.preposition,2350.1267.23,2350,48329678.0
movies,2346,1275,noun.verb,2344.1,2344,182739567.0
stars,2353,1302,noun.verb.name,2343.6.1,2343,58352743.0
interest,2598,1828,noun.verb,2336.266,2336,120272948.0
wind,3028,1818,noun.verb.name,2336.686.1,2336,42974876.0
hope,16352,6123,verb.noun.name,13815.2331.189,2331,74145758.0
cars,2327,1318,noun,2328,2328,109717836.0
practice,2330,1456,noun.name,2327.1,2327,84037810.0
size,2353,1695,noun.verb,2323.31,2323,214844153.0
mister,2326,1228,noun,2322,2322,2191168.0
ticket,2324,1322,noun,2319,2319,28767435.0
animal,2320,1372,noun.adjective,2312.6,2312,62566660.0
center,2335,1255,noun.name.verb,2310.11.9,2310,294319118.0
address,2666,1688,noun.verb,2299.359,2299,261872866.0
grandma,2325,853,noun.name,2299.3,2299,3450933.0
walk,11009,4848,verb.noun.name,8691.2295.2,2295,39129365.0
cake,2298,1197,noun.verb,2287.7,2287,16526639.0
games,2287,1441,noun.verb,2283.12,2283,305930896.0
stage,2324,1176,noun.verb.name,2283.33.1,2283,52518330.0
step,6052,3343,verb.noun.name,3758.2282.2,2282,86147277.0
career,2305,1506,noun.verb,2282.23,2282,71248807.0
sky,2285,1233,noun.name.verb,2275.3.2,2275,27281333.0
bill,6041,1868,name.noun.verb,3714.2273.39,2273,98494166.0
prince,2299,689,noun.name,2269.27,2269,23975036.0
fellow,2987,1525,noun.adjective.name,2265.726.1,2265,16497466.0
sight,2311,1677,noun.verb,2265.45,2265,13360499.0
drug,2306,1093,noun.verb,2262.41,2262,79424420.0
witness,2621,1222,noun.verb.name,2262.351.4,2262,12643368.0
kiss,6179,2739,verb.noun.name,3900.2256.3,2256,14790481.0
nuts,2729,1712,noun.adjective.verb.name,2255.452.17.1,2255,9053763.0
bridge,2331,1046,noun.verb.name,2249.61.17,2249,35180146.0
desk,2239,1404,noun,2237,2237,32311444.0
level,2633,1590,noun.verb.adjective.adverb,2233.226.171.1,2233,202563642.0
breath,2291,1603,noun.verb,2231.59,2231,10208731.0
credit,2337,1490,noun.verb,2228.104,2228,175916536.0
operation,2241,1197,noun.name,2227.4,2227,58855769.0
meat,2226,1286,noun,2227,2227,17652296.0
danger,2227,1415,noun.name,2225.1,2225,13206765.0
nature,2303,1525,noun.name,2220.69,2220,80659036.0
madam,2244,674,noun.name,2219.12,2219,2023575.0
stories,2215,1423,noun,2212,2212,115504667.0
tickets,2211,1162,noun,2210,2210,97561755.0
set,11805,5185,verb.noun.adjective.name,9574.2197.32.1,2197,313469591.0
bird,2318,1196,noun.name,2195.114,2195,29437150.0
dear,11395,3448,interjection.adjective.noun.adverb.name,5368.3787.2194.43.4,2194,20608432.0
past,6312,3633,noun.preposition.adjective.adverb,2191.1947.1585.584,2191,105625616.0
student,2195,1140,noun,2186,2186,143590165.0
jury,2181,585,noun,2181,2181,10566974.0
crew,2424,1036,noun.name,2175.175,2175,22443877.0
papa,2172,571,noun.name,2154.5,2154,4170314.0
guard,2968,1569,noun.verb.adverb.name,2149.738.83.1,2149,21137924.0
opinion,2142,1430,noun,2144,2144,56038634.0
judge,4063,1621,noun.verb.name,2144.1654.260,2144,30905832.0
rain,2494,1446,noun.verb,2135.355,2135,26419979.0
gentleman,2135,1254,noun,2126,2126,5134582.0
calls,4097,2636,noun.verb,2124.1972,2124,43661633.0
milk,2169,1262,noun.verb,2121.52,2121,20955909.0
skin,2246,1532,noun.verb.name,2114.130.2,2114,54789622.0
fear,3523,1912,noun.verb.preposition.name,2110.1374.32.7,2110,28042145.0
coat,2146,1272,noun.verb.name,2097.40.1,2097,12207355.0
opportunity,2091,1534,noun,2089,2089,60033252.0
horses,2087,859,noun.verb,2086.1,2086,16104943.0
chest,2090,1177,noun,2085,2085,13516414.0
it,963712,8377,pronoun.noun.adverb.name,952682.2075.78.57,2075,2813163874.0
oil,2095,1059,noun.verb.name,2069.19.3,2069,82178167.0
track,2843,1772,noun.verb.name,2068.763.2,2068,112385243.0
heads,2177,1559,noun.verb,2065.113,2065,18400524.0
program,2174,1178,noun.verb.name,2060.111.1,2060,306686983.0
health,2054,1341,noun.name,2048.3,2048,440416431.0
devil,2108,1172,noun.verb.name,2048.40.7,2048,12869511.0
attorney,2060,930,noun.name,2046.6,2046,38778191.0
balls,2048,1141,noun.name.verb,2041.2.1,2041,13683840.0
weapons,2065,969,noun,2039,2039,21937267.0
video,2105,1088,noun.verb.name,2033.63.9,2033,365410017.0
guest,2037,1381,noun.verb.name,2032.1.1,2032,55293215.0
english,3777,2007,noun.adjective.name.verb,2025.1533.29.4,2025,172371546.0
run,17878,6063,verb.noun,15838.2021,2021,117213565.0
nurse,2294,1099,noun.verb.name,2021.264.6,2021,16772151.0
island,2018,684,noun,2020,2020,102316998.0
princess,2019,676,noun.name,2017.2,2017,15173384.0
manager,2038,1055,noun.name,2012.16,2012,87441704.0
numbers,2020,1252,noun.verb.name,2012.6.2,2012,65077140.0
lab,2020,1007,noun,2011,2011,35525966.0
records,2066,1210,noun.verb,2007.60,2007,101771329.0
press,3070,1683,noun.verb.name,2004.1063.2,2004,179652730.0
battle,2155,1126,noun.verb.name,1996.151.7,1996,31344458.0
start,17345,6330,verb.noun.name,15336.1993.2,1993,161913408.0
animals,1993,1137,noun.name,1988.1,1988,58178554.0
cheese,1991,1130,noun.name,1988.2,1988,16704436.0
ideas,1987,1351,noun,1984,1984,67309657.0
pardon,3297,1788,noun.verb.name,1981.1300.1,1981,1963040.0
stop,36071,7421,verb.noun.name,33919.1978.5,1978,77749471.0
soldier,1985,830,noun.verb.name,1975.6.1,1975,10032017.0
eggs,1971,1115,noun,1970,1970,10885514.0
planet,1975,858,noun.name,1969.2,1969,26405032.0
fellas,1973,1043,noun,1960,1960,394142.0
shame,2120,1519,noun.verb,1959.153,1959,6785296.0
insurance,1955,1025,noun.name,1953.2,1953,193271293.0
lines,1960,1348,noun.verb,1950.12,1950,76806341.0
monster,1982,945,noun.adjective.name,1950.24.1,1950,17605148.0
bullet,1950,1006,noun,1947,1947,7440918.0
character,1946,1169,noun,1943,1943,52028227.0
speech,1940,1090,noun,1936,1936,31119662.0
airport,1940,982,noun.name,1934.4,1934,67473261.0
player,1926,1031,noun,1926,1926,92709785.0
half,10156,4685,determiner.noun.adverb.name,7715.1925.506.5,1925,86290420.0
bottom,2546,1778,noun.adjective.verb.name,1924.579.40.2,1924,45598411.0
trick,2411,1526,noun.verb,1919.490,1919,8208473.0
shower,2097,1299,noun.verb,1918.179,1918,20638340.0
pig,1996,1056,noun.verb.name,1915.75.2,1915,7028841.0
