Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Noun_freq,Web_freq
ald,12,6,noun,12,12,489710.0
conduits,12,9,noun,12,12,488074.0
bookends,12,11,noun,12,12,487398.0
shrines,12,10,noun,12,12,473261.0
sitcoms,12,10,noun,12,12,473023.0
jurist,13,11,noun,12,12,471278.0
minnow,14,9,noun.name,12.3,12,467515.0
moorings,12,10,noun,12,12,465387.0
disinformation,12,10,noun,12,12,463731.0
cotter,16,7,noun.name,12.4,12,463297.0
larva,13,11,noun.name,12.1,12,462298.0
buffaloes,13,12,noun.name,12.1,12,461025.0
typhoid,25,20,noun.adjective.name,12.10.3,12,460452.0
nationalists,12,8,noun,12,12,455308.0
simp,18,16,noun.verb,12.3,12,455138.0
pikes,12,9,noun,12,12,448113.0
mastectomy,12,10,noun,12,12,441590.0
hellman,42,12,name.noun,30.12,12,440374.0
emmet,33,11,name.noun,21.12,12,439231.0
nutritionist,12,11,noun,12,12,437829.0
croupier,15,10,noun.adjective,12.3,12,435536.0
outfield,12,10,noun,12,12,433516.0
lading,12,10,noun,12,12,433103.0
arcades,12,11,noun,12,12,419680.0
tumblers,12,12,noun,12,12,416512.0
geist,13,6,noun.adjective,12.1,12,415207.0
buckwheat,24,23,noun.verb.name,12.6.6,12,414588.0
yearling,12,5,noun,12,12,414544.0
brows,12,11,noun,12,12,409717.0
teething,23,18,noun.adjective,12.11,12,408720.0
bitching,95,89,verb.noun.adjective.name,70.12.10.3,12,399763.0
humanoid,42,27,adjective.noun,30.12,12,399522.0
wasabi,15,14,noun.name.adjective,12.2.1,12,399345.0
mako,12,7,noun,12,12,397061.0
lobbies,12,10,noun,12,12,396944.0
malfunctions,13,9,noun.verb,12.1,12,396497.0
fibreglass,12,7,noun,12,12,389884.0
mishaps,12,11,noun,12,12,387195.0
firmness,12,11,noun,12,12,381778.0
brazilians,12,11,noun,12,12,378637.0
tannins,12,5,noun,12,12,376642.0
predisposition,12,12,noun,12,12,374899.0
utensil,12,9,noun,12,12,372981.0
glows,42,39,verb.noun,30.12,12,372911.0
ballon,41,3,name.noun,29.12,12,372246.0
wigwam,16,11,noun.verb.name,12.3.1,12,371467.0
blunders,13,12,noun.verb,12.1,12,370722.0
sweeties,12,11,noun,12,12,368366.0
takedown,13,12,noun,12,12,367511.0
wahoo,12,7,noun,12,12,366081.0
aphids,12,5,noun,12,12,364268.0
instalments,12,9,noun,12,12,364107.0
nimrod,24,19,noun.name.verb,12.7.5,12,360876.0
statesmen,12,12,noun,12,12,359866.0
urethra,12,10,noun,12,12,355798.0
pounder,12,11,noun,12,12,354131.0
archway,12,6,noun,12,12,354090.0
pelt,48,17,name.noun.verb,33.12.3,12,353623.0
trekker,16,1,noun.name,12.2,12,353476.0
stoppage,12,9,noun,12,12,352565.0
buttery,17,13,noun.adjective,12.5,12,350719.0
speedometer,12,10,noun,12,12,348124.0
fenster,27,4,noun.name,12.11,12,347720.0
taillights,12,11,noun,12,12,346062.0
comers,12,11,noun,12,12,340660.0
helplessness,12,11,noun,12,12,336751.0
ranching,12,11,noun,12,12,333115.0
cribbage,13,11,noun.verb,12.1,12,332148.0
zing,60,37,verb.noun.name.adjective,40.12.7.1,12,329159.0
astrologer,14,14,noun.verb,12.2,12,326787.0
chrysanthemum,12,6,noun,12,12,326128.0
spurt,19,18,noun.verb,12.7,12,325911.0
knockoffs,13,12,noun,12,12,324869.0
lemmings,12,12,noun,12,12,323695.0
dragonflies,12,10,noun,12,12,322790.0
choruses,12,9,noun,12,12,321768.0
quin,10,4,noun.name,12.10,12,320452.0
fie,34,14,interjection.noun,22.12,12,318365.0
sputum,13,10,noun.name,12.1,12,314687.0
psychotherapist,12,11,noun,12,12,311858.0
litmus,13,8,noun.name,12.2,12,310956.0
lefties,13,10,noun.name,12.1,12,310260.0
hemispheres,11,9,noun,12,12,309959.0
ambivalence,12,11,noun,12,12,307878.0
anagrams,12,11,noun,12,12,306483.0
strikeouts,13,7,noun,12,12,306467.0
rattlers,12,11,noun,12,12,304443.0
rapier,12,8,noun,12,12,300644.0
countryman,12,11,noun,12,12,299047.0
imitators,12,8,noun,12,12,297687.0
shackle,16,7,noun.verb.name,12.3.1,12,296852.0
kabuki,18,17,noun.adjective,12.6,12,296825.0
myrrh,13,11,noun.name,12.1,12,294893.0
pathos,12,12,noun,12,12,294432.0
bores,41,41,verb.noun,29.12,12,289979.0
umber,14,11,noun.adjective,12.2,12,289235.0
diesels,11,8,noun,12,12,286814.0
bathtubs,16,15,noun.verb,12.4,12,278599.0
slackers,16,15,noun.name,12.4,12,274739.0
barbs,12,12,noun,12,12,274090.0
resignations,12,12,noun,12,12,273191.0
incitement,12,7,noun,12,12,272358.0
blackberries,12,8,noun,12,12,271394.0
chatty,51,49,adjective.noun.name,34.12.5,12,269620.0
sweepstake,12,4,noun,12,12,264036.0
deviants,12,11,noun,12,12,260325.0
guava,13,11,noun.name,12.1,12,259541.0
staircases,12,11,noun,12,12,255294.0
shallots,12,9,noun,12,12,251712.0
wiseguy,14,11,noun.adjective,12.2,12,247653.0
rigors,12,12,noun,12,12,247044.0
separatists,12,9,noun,12,12,245797.0
fevers,11,10,noun,12,12,243817.0
beaters,12,10,noun,12,12,243173.0
gantry,15,12,noun.name,12.3,12,242918.0
lorelei,39,9,name.noun,27.12,12,241787.0
fum,10,4,noun,12,12,241555.0
chickadee,12,11,noun,12,12,241415.0
yore,13,12,noun.name,12.1,12,240405.0
magnate,12,11,noun,12,12,237838.0
vibrato,12,10,noun,12,12,237564.0
recompense,13,13,noun.verb,12.1,12,234818.0
handoff,12,9,noun,12,12,233624.0
choco,39,8,name.noun,27.12,12,233557.0
luncheons,12,11,noun,12,12,231885.0
relaxant,12,12,noun,12,12,231372.0
surrogates,14,11,noun,12,12,231313.0
antihistamine,12,11,noun,12,12,231096.0
steamroller,12,6,noun,12,12,230844.0
canines,13,13,noun,12,12,230677.0
cornmeal,12,9,noun,12,12,228445.0
stirrup,12,10,noun,12,12,225827.0
benediction,13,12,noun,12,12,225469.0
peacemakers,12,10,noun,12,12,223982.0
scalper,14,9,noun.name,12.2,12,223817.0
wile,21,12,noun.name.verb,12.5.4,12,223391.0
cropper,15,3,noun.name,12.1,12,222371.0
aviators,13,9,noun.name,12.1,12,221007.0
barbiturates,12,11,noun,12,12,220026.0
backyards,12,12,noun,12,12,217153.0
kibbutz,12,10,noun,12,12,216011.0
elderberry,12,6,noun,12,12,212711.0
swagger,12,9,noun,12,12,212443.0
frankincense,12,9,noun,12,12,211877.0
detours,12,12,noun,12,12,211823.0
pianoforte,12,6,noun,12,12,209426.0
mastodon,14,10,noun.name,12.1,12,209320.0
patella,12,11,noun,12,12,208631.0
chipmunks,19,13,noun.name.verb,12.4.3,12,208462.0
bombard,12,8,noun,12,12,204887.0
marauders,12,8,noun,12,12,203725.0
tombstones,12,12,noun,12,12,201746.0
revulsion,12,12,noun,12,12,198933.0
consciences,12,10,noun,12,12,197128.0
storyboards,12,6,noun,12,12,196537.0
squeegee,14,12,noun.verb,12.2,12,195556.0
stockbrokers,12,12,noun,12,12,192997.0
boars,12,7,noun,12,12,191697.0
sweatshops,12,10,noun,12,12,191066.0
rephrase,84,77,verb.noun,71.12,12,186989.0
chattel,15,11,noun.verb.name,12.3.1,12,185270.0
chug,119,27,verb.noun.name,100.12.6,12,184716.0
thoughtfulness,12,11,noun,12,12,184389.0
spyglass,14,8,noun.name,12.2,12,184215.0
birdsong,12,12,noun,12,12,182753.0
freon,16,15,noun.name,12.4,12,178783.0
nape,12,11,noun,12,12,177716.0
maser,13,4,noun.name,12.1,12,177541.0
rustle,58,56,verb.noun,46.12,12,176503.0
anemones,12,11,noun,12,12,175735.0
enemas,12,9,noun,12,12,173818.0
infighting,12,12,noun,12,12,167912.0
brulee,12,9,noun,12,12,167250.0
sympathizers,12,10,noun,12,12,167170.0
tempura,12,8,noun,12,12,166884.0
bobsleigh,12,2,noun,12,12,166731.0
stealer,12,11,noun,12,12,166562.0
geraniums,12,8,noun,12,12,166502.0
imperialists,12,8,noun,12,12,165645.0
subjugation,12,10,noun,12,12,163965.0
cynics,12,12,noun,12,12,163499.0
physic,13,11,noun.verb,12.1,12,163375.0
resourcefulness,13,13,noun,12,12,163030.0
bicep,16,13,noun.verb,12.3,12,162754.0
vastness,12,10,noun,12,12,162206.0
pocus,18,14,noun.name,12.6,12,159497.0
lateness,12,12,noun,12,12,158205.0
rorschach,15,14,noun.verb.name,12.2.1,12,157746.0
squatter,12,9,noun,12,12,154989.0
pistachios,15,13,noun.name,12.2,12,154548.0
scruff,12,12,noun,12,12,153549.0
verbiage,12,11,noun,12,12,153263.0
floodgates,12,11,noun,12,12,150884.0
tribesmen,12,11,noun,12,12,150600.0
crosstown,17,14,noun.name,12.5,12,147869.0
passageways,12,11,noun,12,12,146029.0
idiosyncrasies,12,12,noun,12,12,145619.0
sprig,12,10,noun,12,12,143773.0
dander,15,15,noun.verb,12.3,12,141419.0
lumberjacks,13,11,noun.name,12.1,12,141341.0
seamanship,13,11,noun,12,12,141162.0
panzers,12,7,noun,12,12,140707.0
bringer,12,11,noun,12,12,138928.0
scarecrows,12,7,noun,12,12,138887.0
jinks,14,13,noun.name,12.2,12,137967.0
handcuff,52,50,verb.noun,40.12,12,137624.0
tonsil,18,14,noun.verb.name,12.5.1,12,137203.0
basher,16,9,noun.name,12.4,12,136823.0
suppers,12,11,noun,12,12,136765.0
fairyland,12,9,noun,12,12,136240.0
blindfolds,14,13,noun.verb,12.2,12,134995.0
topcoat,12,10,noun,12,12,134935.0
knockouts,12,5,noun,12,12,132105.0
togs,12,11,noun,12,12,131565.0
hotdogs,13,8,noun,12,12,130748.0
dandelions,12,10,noun,12,12,128671.0
ageism,12,6,noun,12,12,127532.0
submachine,15,13,noun.verb,12.3,12,125207.0
creak,26,21,verb.noun,14.12,12,124122.0
freighters,12,11,noun,12,12,123756.0
sheetrock,16,12,noun.verb.name,12.3.1,12,123714.0
halitosis,13,13,noun.name,12.1,12,121240.0
millimetre,12,8,noun,12,12,120999.0
schoolmates,12,9,noun,12,12,118055.0
boatyard,13,9,noun.name,12.1,12,118027.0
zilch,45,43,verb.noun,33.12,12,116722.0
niceties,12,12,noun,12,12,116692.0
camembert,12,10,noun,12,12,116359.0
blooper,12,8,noun,12,12,112457.0
directness,12,12,noun,12,12,112034.0
cocoons,12,9,noun,12,12,109646.0
tiptoe,45,38,verb.noun,32.12,12,109409.0
acheron,25,2,name.noun,13.12,12,108921.0
tiebreaker,12,11,noun,12,12,107317.0
yahoos,12,12,noun,12,12,107226.0
foghorn,12,11,noun,12,12,104906.0
varices,12,4,noun,12,12,104826.0
blinkers,12,8,noun,12,12,104374.0
slaughterhouses,12,8,noun,12,12,103453.0
sonogram,14,12,noun.verb,12.2,12,102362.0
combes,16,1,noun.name,12.4,12,100649.0
masher,12,10,noun,12,12,100422.0
lavatories,12,8,noun,12,12,99891.0
colorblind,17,15,noun.verb,12.5,12,99772.0
barracudas,13,8,noun.name,12.1,12,99135.0
netherworld,12,12,noun,12,12,97758.0
crawlspace,13,13,noun.verb,12.1,12,94773.0
spittle,12,12,noun,12,12,94265.0
scag,21,11,noun.verb.name,12.7.2,12,93567.0
intellects,13,12,noun,12,12,92084.0
benjy,33,5,name.noun.adjective,17.12.3,12,90514.0
halyard,12,9,noun,12,12,88747.0
swordsmen,12,8,noun,12,12,88554.0
shamus,39,12,name.noun,27.12,12,88506.0
guppies,12,11,noun,12,12,86507.0
agonies,12,9,noun,12,12,85371.0
housemaid,12,10,noun,12,12,85330.0
impertinent,55,43,adjective.noun.name,41.12.2,12,84958.0
emanations,12,7,noun,12,12,84085.0
flowerpot,14,11,noun.verb,12.2,12,83562.0
danton,23,7,noun.name,12.11,12,83174.0
deportment,12,9,noun,12,12,82787.0
mounties,13,12,noun.name,12.1,12,82282.0
beepers,12,6,noun,12,12,78526.0
lockjaw,14,14,noun.verb.name,12.1.1,12,77868.0
hallucinogen,12,12,noun,12,12,77795.0
proclivity,12,10,noun,12,12,76921.0
globs,12,4,noun,12,12,76001.0
grata,12,12,noun,12,12,75385.0
welts,13,10,noun.verb,12.1,12,75287.0
paupers,13,13,noun,12,12,73331.0
eulogies,12,9,noun,12,12,71418.0
manliness,12,10,noun,12,12,71143.0
kaffir,13,3,noun.name,12.1,12,69978.0
carbuncle,12,10,noun,12,12,69562.0
biggies,12,11,noun,12,12,69472.0
daimyo,15,2,noun.name,12.3,12,68916.0
maraschino,12,10,noun,12,12,68901.0
redskin,13,13,noun,12,12,67535.0
chicanery,12,10,noun,12,12,66656.0
indignities,12,12,noun,12,12,66339.0
camellias,12,7,noun,12,12,65821.0
niceness,12,10,noun,12,12,65731.0
gendarmes,12,7,noun,12,12,63449.0
tanna,31,11,name.noun,19.12,12,63370.0
gravedigger,15,12,noun.name,12.2,12,63136.0
bedsheets,12,10,noun,12,12,62454.0
gumshoe,18,15,noun.verb.name,12.5.1,12,62217.0
sixer,12,8,noun,12,12,58111.0
knaves,12,9,noun,12,12,57130.0
sickbay,20,13,noun.verb,12.8,12,52397.0
supermen,13,8,noun.name,12.1,12,50595.0
elopement,12,10,noun,12,12,50591.0
jeering,20,16,noun.verb.adjective,12.4.4,12,50002.0
svengali,17,9,noun.name.adjective,12.3.2,12,49841.0
scads,12,11,noun,12,12,49595.0
bedchamber,12,10,noun,12,12,49222.0
caramba,16,11,noun,12,12,48962.0
hayrides,12,9,noun,12,12,48732.0
jellybeans,12,11,noun,12,12,46584.0
scorns,12,12,noun,12,12,46502.0
emplacements,12,9,noun,12,12,46122.0
tutus,12,9,noun,12,12,45643.0
caber,12,2,noun,12,12,45575.0
orthopedist,12,10,noun,12,12,45452.0
baster,12,11,noun,12,12,45316.0
workingman,12,8,noun,12,12,44991.0
impersonations,12,12,noun,12,12,44561.0
woodcutter,12,10,noun,12,12,43406.0
tightwad,12,12,noun,12,12,40569.0
hayloft,12,10,noun,12,12,40321.0
diagnostician,12,9,noun,12,12,40107.0
backswing,12,9,noun,12,12,39438.0
clothespin,15,8,noun.name,12.3,12,38974.0
foreperson,31,29,name.noun,19.12,12,38154.0
cantaloupes,12,8,noun,12,12,38040.0
cheekbone,14,12,noun.verb,12.1,12,37400.0
tibby,30,1,name.noun.adjective,16.12.2,12,36865.0
armful,12,11,noun,12,12,35794.0
sniveling,53,48,verb.noun.adjective,31.12.8,12,35553.0
phylon,18,1,noun.name,12.6,12,34881.0
bairn,12,2,noun,12,12,34786.0
streamliner,12,6,noun,12,12,34606.0
quintuplets,12,12,noun,12,12,33416.0
spitter,12,10,noun,12,12,32969.0
saltpeter,20,12,noun.name.adjective,12.6.2,12,30771.0
whiskeys,12,9,noun,12,12,30340.0
perseid,24,7,noun.adjective.name,12.7.5,12,29997.0
sadists,14,12,noun,12,12,29875.0
braggart,13,11,noun.verb,12.1,12,29611.0
felicitations,12,11,noun,12,12,29598.0
pipsqueak,22,19,noun.verb,12.10,12,29550.0
truncheon,14,8,noun.name,12.2,12,27926.0
mainlanders,12,4,noun,12,12,27831.0
honks,88,65,verb.noun.name,74.12.1,12,27247.0
eggbeater,12,6,noun,12,12,25746.0
straggler,12,10,noun,12,12,25360.0
ephesian,20,1,noun.adjective.name,12.6.2,12,25217.0
flunkies,13,13,noun.verb,12.1,12,23841.0
streetwalker,12,12,noun,12,12,23511.0
scry,15,11,noun.adjective,12.3,12,23043.0
badmouth,12,12,noun,12,12,22043.0
potheads,12,10,noun,12,12,21670.0
mateys,12,6,noun,12,12,21222.0
triggerman,12,11,noun,12,12,21067.0
megatons,12,10,noun,12,12,20946.0
stogie,18,12,noun.name,12.6,12,19812.0
morgues,12,7,noun,12,12,19643.0
stagehands,12,8,noun,12,12,18753.0
reconnoiter,12,11,noun,12,12,17931.0
pectorals,12,11,noun,12,12,17736.0
delicti,12,10,noun,12,12,17308.0
bandidos,12,8,noun,12,12,16532.0
tsurugi,29,1,name.noun.adjective,15.12.2,12,12807.0
pics,11,8,noun,11,11,79323162.0
thomas,1636,538,name.noun,1616.11,11,65173823.0
domestic,351,298,adjective.noun,338.11,11,35724637.0
seattle,637,274,name.noun.verb,623.11.2,11,34427671.0
winning,1192,815,verb.adjective.noun,898.282.11,11,32570914.0
ab,75,51,unclassified.noun.verb,57.11.5,11,24218038.0
converter,11,10,noun,11,11,22543742.0
adapter,11,7,noun,11,11,22290799.0
upload,58,44,verb.noun,47.11,11,18904189.0
organisations,11,10,noun,11,11,17802139.0
abc,124,92,name.noun,114.11,11,17320550.0
sr,254,87,noun.name.unclassified,11.3.1,11,16203551.0
nelson,563,152,name.noun,550.11,11,15060628.0
lodging,43,42,verb.noun,32.11,11,14995901.0
terry,1123,217,name.noun,1095.11,11,13981773.0
warren,754,165,name.noun,739.11,11,12887808.0
analog,12,10,noun.verb,11.1,11,12726931.0
additions,11,10,noun,11,11,11579566.0
dildos,11,10,noun,11,11,10612318.0
browsing,52,42,verb.noun,41.11,11,10442630.0
villas,12,9,noun.name,11.1,11,9561315.0
peeing,117,100,verb.noun,106.11,11,9555730.0
venues,11,11,noun,11,11,9389442.0
concentrations,11,11,noun,11,11,8887519.0
vibrators,11,9,noun,11,11,8887202.0
fisheries,11,7,noun,11,11,8764667.0
chronicles,13,12,noun.verb,11.2,11,8685154.0
routers,11,10,noun,11,11,8604416.0
construct,74,64,verb.noun,63.11,11,8471574.0
forestry,11,10,noun,11,11,8363344.0
ment,11,10,noun,11,11,7415216.0
oval,69,52,adjective.noun,58.11,11,7119163.0
cashiers,10,4,noun,11,11,7050805.0
calibration,11,11,noun,11,11,6336910.0
designation,11,10,noun,11,11,6156865.0
criterion,11,11,noun,11,11,6145788.0
striking,224,198,verb.adjective.noun,123.90.11,11,6053333.0
exclusion,12,12,noun,11,11,5721930.0
modems,11,9,noun,11,11,5315313.0
replication,11,8,noun,11,11,5191008.0
kirk,964,185,name.noun,941.11,11,5164081.0
ethnicity,11,10,noun,11,11,5055334.0
judiciary,11,11,noun,11,11,5043671.0
grading,44,38,verb.noun,33.11,11,4974318.0
brackets,11,11,noun,11,11,4970994.0
beloved,651,484,adjective.noun,639.11,11,4781714.0
facials,11,11,noun,11,11,4764295.0
biotech,16,13,noun.verb.name,11.3.2,11,4691289.0
naming,109,101,verb.noun,100.11,11,4643682.0
manila,74,37,name.noun,63.11,11,4485946.0
portfolios,11,10,noun,11,11,4300566.0
scarface,52,34,name.noun.verb,33.11.8,11,4289682.0
diffusion,11,10,noun,11,11,4229849.0
durability,11,10,noun,11,11,4090496.0
dub,55,33,verb.name.noun,28.16.11,11,4017027.0
economist,11,11,noun,11,11,3718338.0
regulators,11,10,noun,11,11,3537214.0
habitats,11,9,noun,11,11,3505167.0
cruising,142,123,verb.noun,131.11,11,3493890.0
fishery,11,7,noun,11,11,3461156.0
reboot,30,22,verb.noun,19.11,11,3329413.0
judging,416,363,verb.noun,405.11,11,3271774.0
akron,38,18,name.noun,27.11,11,3270629.0
rebounds,14,12,noun.verb,11.3,11,3263664.0
carcinoma,11,10,noun,11,11,3259218.0
imp,14,12,noun.verb.name,11.2.1,11,3243955.0
angelina,58,32,name.noun,47.11,11,3191704.0
diablo,55,26,name.noun,44.11,11,3131983.0
coping,53,51,verb.noun,42.11,11,3091883.0
lien,29,16,name.noun,18.11,11,3086579.0
swear,4496,2581,verb.noun,4480.11,11,3082372.0
savers,11,4,noun,11,11,3063213.0
ions,11,10,noun,11,11,2896976.0
toddlers,11,11,noun,11,11,2861828.0
incomes,11,7,noun,11,11,2854711.0
breastfeeding,13,11,noun.verb.adjective,11.1.1,11,2799335.0
maroon,61,25,adjective.noun.verb.name,44.11.3.3,11,2740904.0
rectangle,11,9,noun,11,11,2718237.0
bordeaux,49,31,name.noun,38.11,11,2574008.0
converse,66,62,verb.noun.adjective.name,48.11.6.1,11,2554939.0
safeguard,48,46,verb.noun,37.11,11,2484174.0
contaminants,11,10,noun,11,11,2464458.0
immunization,11,10,noun,11,11,2406054.0
remuneration,11,11,noun,11,11,2402572.0
tense,522,386,adjective.verb.noun,404.107.11,11,2320926.0
protections,11,8,noun,11,11,2271529.0
alloys,11,10,noun,11,11,2175171.0
molding,37,33,verb.noun.adjective,23.11.3,11,2154964.0
surveyors,11,9,noun,11,11,2123090.0
roadway,11,11,noun,11,11,2088681.0
serials,11,8,noun,11,11,2088560.0
surcharge,11,11,noun,11,11,2074485.0
cookbooks,11,11,noun,11,11,2053703.0
spoiler,11,9,noun,11,11,2052657.0
cts,11,6,noun,11,11,2047919.0
examiners,11,9,noun,11,11,2039353.0
mentors,11,9,noun,11,11,2026897.0
appraiser,11,10,noun,11,11,1957049.0
jays,15,14,noun,11,11,1952519.0
tying,158,147,verb.noun,147.11,11,1898217.0
assessor,11,9,noun,11,11,1874796.0
cancellations,11,10,noun,11,11,1858014.0
sandal,11,8,noun,11,11,1848638.0
alchemy,11,9,noun,11,11,1843900.0
waterways,11,8,noun,11,11,1840825.0
swapping,39,38,verb.noun,28.11,11,1813821.0
longhorn,16,9,noun.name.verb,11.3.2,11,1768593.0
spreadsheets,11,9,noun,11,11,1706515.0
padres,11,8,noun,11,11,1677708.0
lounges,11,11,noun,11,11,1595240.0
strata,11,9,noun,11,11,1590600.0
reservoirs,11,6,noun,11,11,1568325.0
caregiver,16,12,noun.verb,11.5,11,1538863.0
osi,22,8,noun.name.adjective,11.6.5,11,1492702.0
hairdryer,11,9,noun,11,11,1450828.0
imperialism,11,10,noun,11,11,1445473.0
etching,11,11,noun,11,11,1441884.0
sprinkle,74,68,verb.noun,63.11,11,1440676.0
incontinence,11,11,noun,11,11,1435118.0
dependents,11,11,noun,11,11,1406197.0
figuring,318,267,verb.noun.name,305.11.1,11,1391448.0
adjournment,11,9,noun,11,11,1365842.0
conductors,11,9,noun,11,11,1356348.0
manganese,11,10,noun,11,11,1354932.0
wipes,71,67,verb.noun,60.11,11,1350866.0
capitalization,11,7,noun,11,11,1316045.0
bing,233,111,name.verb.noun.adjective,144.73.11.5,11,1314612.0
carbide,20,7,noun.name,11.9,11,1308718.0
readership,11,10,noun,11,11,1304887.0
radiators,11,8,noun,11,11,1303928.0
