Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Noun_freq
discretion,187,161,173,153,3.67,2.2742,1.92,2.2095,Noun,188.0,1.0,Noun,188,188
monastery,189,82,177,80,3.71,2.2788,0.98,1.9191,Noun,188.0,1.0,Noun,188,188
bikini,188,133,160,120,3.69,2.2765,1.59,2.1271,Noun,187.0,1.0,Noun,187,187
digging,676,493,633,472,13.25,2.8306,5.88,2.6937,Verb,406.0,0.6,Verb.Noun.Adjective,406.187.81,187
drummer,187,111,171,102,3.67,2.2742,1.32,2.0492,Noun,187.0,1.0,Noun,187,187
encounter,284,251,276,246,5.57,2.4548,2.99,2.4014,Noun,187.0,0.66,Noun.Verb,187.97,187
intent,286,236,281,232,5.61,2.4579,2.81,2.3747,Noun,187.0,0.66,Noun.Adjective,187.96,187
making,11349,5422,10718,5293,222.53,4.055,64.64,3.7342,Verb,11149.0,0.98,Verb.Noun,11149.187,187
plaintiff,187,94,164,88,3.67,2.2742,1.12,1.9777,Noun,187.0,1.0,Noun,187,187
ark,199,82,46,42,3.9,2.301,0.98,1.9191,Noun,186.0,0.93,Noun.Name,186.13,186
currency,186,146,174,139,3.65,2.2718,1.74,2.1673,Noun,186.0,1.0,Noun,186,186
gain,700,587,685,579,13.73,2.8457,7.0,2.7694,Verb,514.0,0.73,Verb.Noun,514.186,186
info,189,168,187,166,3.71,2.2788,2.0,2.2279,Noun,186.0,1.0,Noun,186,186
intervention,186,147,186,147,3.65,2.2718,1.75,2.1703,Noun,186.0,1.0,Noun,186,186
machinery,187,159,172,153,3.67,2.2742,1.9,2.2041,Noun,186.0,1.0,Noun,186,186
scholar,186,127,165,119,3.65,2.2718,1.51,2.1072,Noun,186.0,1.0,Noun,186,186
backpack,186,131,184,129,3.65,2.2718,1.56,2.1206,Noun,185.0,1.0,Noun,185,185
broker,185,117,179,113,3.63,2.2695,1.39,2.0719,Noun,185.0,1.0,Noun,185,185
circulation,185,155,173,149,3.63,2.2695,1.85,2.1931,Noun,185.0,1.0,Noun,185,185
continent,187,135,168,121,3.67,2.2742,1.61,2.1335,Noun,185.0,1.0,Noun,185,185
loft,186,104,180,101,3.65,2.2718,1.24,2.0212,Noun,185.0,0.99,Noun.Verb,185.1,185
screw,1912,1340,1318,998,37.49,3.2817,15.98,3.1274,Verb,1723.0,0.9,Verb.Noun,1723.185,185
shipping,322,235,274,216,6.31,2.5092,2.8,2.3729,Noun,185.0,0.58,Noun.Verb,185.136,185
comparison,187,177,184,174,3.67,2.2742,2.11,2.2504,Noun,184.0,0.98,Noun.Preposition,184.3,184
ignorance,184,160,164,145,3.61,2.2672,1.91,2.2068,Noun,184.0,1.0,Noun,184,184
layer,189,153,188,153,3.71,2.2788,1.82,2.1875,Noun,184.0,0.97,Noun.Verb,184.5,184
vein,183,138,180,136,3.59,2.2648,1.65,2.143,Noun,184.0,1.0,Noun,184,184
zombie,184,91,161,75,3.61,2.2672,1.08,1.9638,Noun,184.0,1.0,Noun,184,184
chalk,183,143,151,118,3.59,2.2648,1.7,2.1584,Noun,183.0,1.0,Noun,183,183
clip,290,222,257,201,5.69,2.4639,2.65,2.3483,Noun,183.0,0.63,Noun.Verb,183.107,183
flare,215,138,196,132,4.22,2.3345,1.65,2.143,Noun,182.0,0.85,Noun.Verb,182.32,182
haven,18844,6421,17293,6253,369.49,4.2752,76.55,3.8077,Noun,182.0,0.59,Noun.Name.Verb,182.101.26,182
pike,234,79,41,37,4.59,2.3711,0.94,1.9031,Noun,182.0,0.78,Noun.Name.Verb,182.49.3,182
skiing,212,125,196,122,4.16,2.3284,1.49,2.1004,Noun,182.0,0.87,Noun.Verb,182.28,182
toad,290,130,176,112,5.69,2.4639,1.55,2.1173,Noun,182.0,0.63,Noun.Verb.Name,182.55.53,182
admission,181,164,167,153,3.55,2.2601,1.96,2.2175,Noun,181.0,1.0,Noun,181,181
brownie,180,70,76,41,3.53,2.2577,0.83,1.8513,Noun,181.0,1.0,Noun,181,181
indication,181,167,180,166,3.55,2.2601,1.99,2.2253,Noun,181.0,1.0,Noun,181,181
knot,188,151,187,150,3.69,2.2765,1.8,2.1818,Noun,181.0,0.96,Noun.Verb,181.7,181
republican,206,142,26,23,4.04,2.316,1.69,2.1553,Noun,181.0,0.88,Noun.Adjective,181.25,181
riddle,231,113,187,104,4.53,2.3655,1.35,2.0569,Noun,181.0,0.79,Noun.Verb.Name,181.24.23,181
warlock,185,43,177,43,3.63,2.2695,0.51,1.6435,Noun,181.0,0.98,Noun.Name,181.4,181
accounting,230,179,186,151,4.51,2.3636,2.13,2.2553,Noun,180.0,0.78,Noun.Verb.Adjective,180.47.3,180
canoe,182,76,150,70,3.57,2.2625,0.91,1.8865,Noun,180.0,0.99,Noun.Verb,180.1,180
civilian,479,319,436,299,9.39,2.6812,3.8,2.5051,Adjective,297.0,0.62,Adjective.Noun.Name,297.180.1,180
climate,180,153,171,146,3.53,2.2577,1.82,2.1875,Noun,180.0,1.0,Noun,180,180
countryside,180,150,178,149,3.53,2.2577,1.79,2.179,Noun,180.0,1.0,Noun,180,180
declaration,180,112,97,79,3.53,2.2577,1.34,2.0531,Noun,180.0,1.0,Noun,180,180
housewife,180,141,168,136,3.53,2.2577,1.68,2.1523,Noun,180.0,1.0,Noun,180,180
layout,178,152,166,147,3.49,2.2529,1.81,2.1847,Noun,180.0,1.0,Noun,180,180
masterpiece,180,152,169,143,3.53,2.2577,1.81,2.1847,Noun,180.0,1.0,Noun,180,180
napkin,184,137,170,130,3.61,2.2672,1.63,2.1399,Noun,180.0,0.98,Noun.Name,180.4,180
perception,180,144,169,136,3.53,2.2577,1.72,2.1614,Noun,180.0,1.0,Noun,180,180
pilgrim,188,76,107,49,3.69,2.2765,0.91,1.8865,Noun,180.0,0.96,Noun.Name,180.8,180
psychologist,183,132,177,127,3.59,2.2648,1.57,2.1239,Noun,180.0,0.99,Noun.Name,180.1,180
trumpet,210,99,194,93,4.12,2.3243,1.18,2.0,Noun,180.0,0.86,Noun.Verb,180.30,180
authorization,184,144,166,134,3.61,2.2672,1.72,2.1614,Noun,179.0,0.97,Noun.Name,179.5,179
donation,179,137,173,134,3.51,2.2553,1.63,2.1399,Noun,179.0,1.0,Noun,179,179
dresser,182,159,178,156,3.57,2.2625,1.9,2.2041,Noun,179.0,1.0,Noun,179,179
meteor,180,68,163,62,3.53,2.2577,0.81,1.8388,Noun,179.0,0.99,Noun.Name,179.1,179
resemblance,180,155,179,155,3.53,2.2577,1.85,2.1931,Noun,179.0,1.0,Noun,179,179
stool,179,156,174,153,3.51,2.2553,1.86,2.1959,Noun,179.0,1.0,Noun,179,179
thug,178,104,113,88,3.49,2.2529,1.24,2.0212,Noun,179.0,1.0,Noun,179,179
achievement,178,159,169,153,3.49,2.2529,1.9,2.2041,Noun,178.0,1.0,Noun,178,178
concrete,379,272,337,256,7.43,2.5798,3.24,2.4362,Adjective,200.0,0.53,Adjective.Noun,200.178,178
coyote,185,107,117,84,3.63,2.2695,1.28,2.0334,Noun,178.0,0.97,Noun.Name,178.6,178
hide,3554,2348,3208,2224,69.69,3.5508,27.99,3.3709,Verb,3367.0,0.95,Verb.Noun.Name,3367.178.1,178
inquiry,178,134,177,133,3.49,2.2529,1.6,2.1303,Noun,178.0,1.0,Noun,178,178
significance,178,157,177,156,3.49,2.2529,1.87,2.1987,Noun,178.0,1.0,Noun,178,178
alligator,178,125,153,114,3.49,2.2529,1.49,2.1004,Noun,177.0,1.0,Noun,177,177
analyst,177,109,171,107,3.47,2.2504,1.3,2.0414,Noun,177.0,1.0,Noun,177,177
briefing,233,166,213,162,4.57,2.3692,1.98,2.2227,Noun,177.0,0.76,Noun.Verb,177.56,177
cape,420,225,169,116,8.24,2.6243,2.68,2.3541,Name,240.0,0.58,Name.Noun,240.177,177
equation,178,127,173,124,3.49,2.2529,1.51,2.1072,Noun,177.0,1.0,Noun,177,177
litter,200,146,177,135,3.92,2.3032,1.74,2.1673,Noun,177.0,0.89,Noun.Verb,177.23,177
mentor,178,124,165,122,3.49,2.2529,1.48,2.0969,Noun,177.0,0.99,Noun.Name,177.1,177
recess,178,127,164,120,3.49,2.2529,1.51,2.1072,Noun,177.0,0.99,Noun.Verb,177.1,177
secrecy,177,156,171,150,3.47,2.2504,1.86,2.1959,Noun,177.0,1.0,Noun,177,177
cadet,176,64,101,46,3.45,2.248,0.76,1.8129,Noun,176.0,1.0,Noun,176,176
laptop,177,133,173,131,3.47,2.2504,1.59,2.1271,Noun,176.0,1.0,Noun,176,176
veal,181,105,138,93,3.55,2.2601,1.25,2.0253,Noun,176.0,0.97,Noun.Name,176.5,176
bakery,179,117,158,108,3.51,2.2553,1.39,2.0719,Noun,175.0,0.98,Noun.Name,175.4,175
breakthrough,175,150,171,147,3.43,2.2455,1.79,2.179,Noun,175.0,1.0,Noun,175,175
genie,178,47,103,37,3.49,2.2529,0.56,1.6812,Noun,175.0,0.99,Noun.Name,175.1,175
intuition,175,135,161,129,3.43,2.2455,1.61,2.1335,Noun,175.0,1.0,Noun,175,175
lasagna,183,94,144,80,3.59,2.2648,1.12,1.9777,Noun,175.0,0.96,Noun.Name,175.8,175
triad,175,62,90,37,3.43,2.2455,0.74,1.7993,Noun,175.0,1.0,Noun,175,175
believer,174,139,168,136,3.41,2.243,1.66,2.1461,Noun,174.0,1.0,Noun,174,174
cockroach,174,112,160,104,3.41,2.243,1.34,2.0531,Noun,174.0,1.0,Noun,174,174
destroyer,185,91,116,74,3.63,2.2695,1.08,1.9638,Noun,174.0,0.98,Noun.Name,174.3,174
lace,189,136,144,117,3.71,2.2788,1.62,2.1367,Noun,174.0,0.92,Noun.Verb,174.15,174
mat,178,139,166,135,3.49,2.2529,1.66,2.1461,Noun,174.0,0.98,Noun.Verb,174.3,174
polo,178,120,101,71,3.49,2.2529,1.43,2.0828,Noun,174.0,0.99,Noun.Name,174.1,174
sting,358,265,289,236,7.02,2.5551,3.16,2.4249,Noun,174.0,0.48,Noun.Verb.Name,174.130.55,174
thesis,174,95,171,93,3.41,2.243,1.13,1.9823,Noun,174.0,1.0,Noun,174,174
tummy,177,140,159,130,3.47,2.2504,1.67,2.1492,Noun,174.0,0.99,Noun.Name,174.1,174
avalanche,173,54,58,43,3.39,2.2405,0.64,1.7404,Noun,173.0,1.0,Noun,173,173
bidding,234,166,224,161,4.59,2.3711,1.98,2.2227,Noun,173.0,0.74,Noun.Verb,173.60,173
collateral,173,135,157,126,3.39,2.2405,1.61,2.1335,Noun,173.0,1.0,Noun,173,173
commerce,177,145,103,84,3.47,2.2504,1.73,2.1644,Noun,173.0,0.98,Noun.Name,173.4,173
dedication,173,153,168,150,3.39,2.2405,1.82,2.1875,Noun,173.0,1.0,Noun,173,173
lava,176,87,149,77,3.45,2.248,1.04,1.9445,Noun,173.0,0.98,Noun.Name,173.3,173
lettuce,173,123,165,119,3.39,2.2405,1.47,2.0934,Noun,173.0,1.0,Noun,173,173
mist,181,121,144,100,3.55,2.2601,1.44,2.0864,Noun,173.0,0.96,Noun.Verb,173.8,173
barrier,173,117,155,108,3.39,2.2405,1.39,2.0719,Noun,172.0,1.0,Noun,172,172
dispatch,350,251,189,137,6.86,2.5453,2.99,2.4014,Verb,176.0,0.5,Verb.Noun.Name,176.172.2,172
fortress,172,123,141,106,3.37,2.238,1.47,2.0934,Noun,172.0,1.0,Noun,172,172
pause,275,205,240,186,5.39,2.4409,2.44,2.3139,Noun,172.0,0.63,Noun.Verb,172.103,172
abdomen,171,122,152,116,3.35,2.2355,1.45,2.0899,Noun,171.0,1.0,Noun,171,171
consul,184,46,105,32,3.61,2.2672,0.55,1.6721,Noun,171.0,0.96,Noun.Name,171.8,171
flood,291,202,225,176,5.71,2.4654,2.41,2.3075,Noun,171.0,0.59,Noun.Verb.Name,171.111.9,171
generosity,171,152,162,148,3.35,2.2355,1.81,2.1847,Noun,171.0,1.0,Noun,171,171
manor,174,103,96,72,3.41,2.243,1.23,2.017,Noun,171.0,0.98,Noun.Name,171.3,171
relation,210,165,204,161,4.12,2.3243,1.97,2.2201,Noun,171.0,0.81,Noun.Preposition,171.40,171
terrace,173,120,131,91,3.39,2.2405,1.43,2.0828,Noun,171.0,0.98,Noun.Name.Verb,171.2.1,171
wrench,202,127,173,122,3.96,2.3075,1.51,2.1072,Noun,171.0,0.85,Noun.Verb.Name,171.20.10,171
assumption,170,151,166,150,3.33,2.233,1.8,2.1818,Noun,170.0,1.0,Noun,170,170
grove,197,101,59,40,3.86,2.2967,1.2,2.0086,Noun,170.0,0.86,Noun.Name,170.27,170
hop,977,652,563,416,19.16,2.9903,7.77,2.8149,Verb,804.0,0.83,Verb.Noun,804.170,170
mention,3033,2211,2985,2184,59.47,3.482,26.36,3.3448,Verb,2857.0,0.94,Verb.Noun,2857.170,170
peek,272,226,252,220,5.33,2.4362,2.69,2.356,Noun,170.0,0.63,Noun.Verb.Name,170.93.9,170
purchase,325,268,319,263,6.37,2.5132,3.2,2.4298,Noun,170.0,0.53,Noun.Verb,170.153,170
quote,488,396,467,386,9.57,2.6893,4.72,2.5988,Verb,318.0,0.65,Verb.Noun,318.170,170
trading,305,230,251,198,5.98,2.4857,2.74,2.3636,Noun,170.0,0.56,Noun.Verb,170.135,170
comeback,170,137,162,133,3.33,2.233,1.63,2.1399,Noun,169.0,1.0,Noun,169,169
guinea,227,160,162,119,4.45,2.3579,1.91,2.2068,Noun,169.0,0.74,Noun.Name,169.59,169
mint,277,204,201,159,5.43,2.444,2.43,2.3118,Noun,169.0,0.63,Noun.Adjective.Verb,169.96.5,169
oatmeal,169,124,154,118,3.31,2.2304,1.48,2.0969,Noun,169.0,1.0,Noun,169,169
plenty,3178,2181,2704,1961,62.31,3.5023,26.0,3.3389,Pronoun,2782.0,0.88,Pronoun.Adverb.Noun,2782.222.169,169
prospect,178,152,162,142,3.49,2.2529,1.81,2.1847,Noun,169.0,0.95,Noun.Name,169.8,169
scrap,223,170,196,160,4.37,2.3502,2.03,2.233,Noun,169.0,0.76,Noun.Verb.Name,169.45.9,169
void,209,160,200,157,4.1,2.3222,1.91,2.2068,Noun,169.0,0.81,Noun.Adjective.Verb,169.29.11,169
volcano,170,108,161,101,3.33,2.233,1.29,2.0374,Noun,169.0,1.0,Noun,169,169
hawk,650,249,150,106,12.75,2.8136,2.97,2.3979,Name,464.0,0.71,Name.Noun.Verb,464.168.17,168
intercourse,193,122,180,118,3.78,2.2878,1.45,2.0899,Noun,168.0,0.87,Noun.Verb.Name,168.24.1,168
lime,168,123,143,109,3.29,2.2279,1.47,2.0934,Noun,168.0,1.0,Noun,168,168
march,1225,732,625,396,24.02,3.0885,8.73,2.8651,Name,535.0,0.44,Name.Verb.Noun,535.519.168,168
plantation,170,81,150,74,3.33,2.233,0.97,1.9138,Noun,168.0,1.0,Noun,168,168
reindeer,172,86,147,76,3.37,2.238,1.03,1.9395,Noun,168.0,0.97,Noun.Name,168.5,168
statistics,167,137,148,122,3.27,2.2253,1.63,2.1399,Noun,168.0,1.0,Noun,168,168
diabetes,166,103,140,93,3.25,2.2227,1.23,2.017,Noun,167.0,0.99,Noun.Name,167.1,167
frontier,167,125,139,110,3.27,2.2253,1.49,2.1004,Noun,167.0,1.0,Noun,167,167
goodwill,167,127,113,94,3.27,2.2253,1.51,2.1072,Noun,167.0,1.0,Noun,167,167
housing,207,162,187,148,4.06,2.3181,1.93,2.2122,Noun,167.0,0.81,Noun.Verb,167.40,167
pint,167,122,159,116,3.27,2.2253,1.45,2.0899,Noun,167.0,1.0,Noun,167,167
politician,167,138,165,136,3.27,2.2253,1.65,2.143,Noun,167.0,1.0,Noun,167,167
summit,170,79,118,66,3.33,2.233,0.94,1.9031,Noun,167.0,0.99,Noun.Name,167.2,167
thirst,190,152,185,150,3.73,2.281,1.81,2.1847,Noun,167.0,0.88,Noun.Verb,167.23,167
ashtray,166,117,156,111,3.25,2.2227,1.39,2.0719,Noun,166.0,1.0,Noun,166,166
cashier,167,116,158,113,3.27,2.2253,1.38,2.0682,Noun,166.0,1.0,Noun,166,166
cruelty,166,139,152,126,3.25,2.2227,1.66,2.1461,Noun,166.0,1.0,Noun,166,166
detector,166,127,164,125,3.25,2.2227,1.51,2.1072,Noun,166.0,1.0,Noun,166,166
probe,225,134,209,127,4.41,2.3541,1.6,2.1303,Noun,166.0,0.74,Noun.Verb,166.59,166
southeast,167,137,94,81,3.27,2.2253,1.63,2.1399,Noun,166.0,1.0,Noun,166,166
eyebrows,168,137,165,134,3.29,2.2279,1.63,2.1399,Noun,165.0,0.98,Noun.Verb.Name,165.2.1,165
gathering,370,315,348,300,7.25,2.5694,3.76,2.4997,Verb,202.0,0.55,Verb.Noun.Adjective,202.165.1,165
hull,215,114,165,96,4.22,2.3345,1.36,2.0607,Noun,165.0,0.77,Noun.Name.Verb,165.49.1,165
lizard,247,115,150,103,4.84,2.3945,1.37,2.0645,Noun,165.0,0.67,Noun.Name,165.80,165
membership,165,133,159,129,3.24,2.2201,1.59,2.1271,Noun,165.0,1.0,Noun,165,165
parrot,167,95,145,89,3.27,2.2253,1.13,1.9823,Noun,165.0,0.99,Noun.Verb,165.1,165
slate,165,128,145,117,3.24,2.2201,1.53,2.1106,Noun,165.0,0.99,Noun.Verb,165.2,165
crust,166,126,163,124,3.25,2.2227,1.5,2.1038,Noun,164.0,0.99,Noun.Verb.Name,164.1.1,164
doorway,164,149,160,146,3.22,2.2175,1.78,2.1761,Noun,164.0,1.0,Noun,164,164
macaroni,166,100,153,92,3.25,2.2227,1.19,2.0043,Noun,164.0,1.0,Noun,164,164
ram,328,197,170,128,6.43,2.5172,2.35,2.2967,Noun,164.0,0.58,Noun.Verb.Name,164.116.2,164
skunk,166,107,144,101,3.25,2.2227,1.28,2.0334,Noun,164.0,0.99,Noun.Name,164.1,164
context,163,142,161,142,3.2,2.2148,1.69,2.1553,Noun,163.0,1.0,Noun,163,163
credibility,163,139,162,139,3.2,2.2148,1.66,2.1461,Noun,163.0,1.0,Noun,163,163
foam,179,140,165,132,3.51,2.2553,1.67,2.1492,Noun,163.0,0.91,Noun.Verb,163.16,163
injustice,163,140,161,139,3.2,2.2148,1.67,2.1492,Noun,163.0,1.0,Noun,163,163
lotion,166,132,163,131,3.25,2.2227,1.57,2.1239,Noun,163.0,0.98,Noun.Name,163.3,163
parachute,162,120,150,114,3.18,2.2122,1.43,2.0828,Noun,163.0,1.0,Noun,163,163
acceptance,161,140,150,134,3.16,2.2095,1.67,2.1492,Noun,162.0,1.0,Noun,162,162
alias,208,155,143,112,4.08,2.3201,1.85,2.1931,Noun,162.0,0.77,Noun.Preposition,162.48,162
architecture,162,119,139,104,3.18,2.2122,1.42,2.0792,Noun,162.0,1.0,Noun,162,162
casket,162,101,155,99,3.18,2.2122,1.2,2.0086,Noun,162.0,1.0,Noun,162,162
flour,161,110,149,106,3.16,2.2095,1.31,2.0453,Noun,162.0,1.0,Noun,162,162
glimpse,171,162,171,162,3.35,2.2355,1.93,2.2122,Noun,162.0,0.95,Noun.Verb,162.9,162
grant,1660,706,602,463,32.55,3.2204,8.42,2.8494,Name,928.0,0.56,Name.Verb.Noun,928.563.162,162
plum,174,112,125,92,3.41,2.243,1.34,2.0531,Noun,162.0,0.93,Noun.Name,162.12,162
province,163,111,131,96,3.2,2.2148,1.32,2.0492,Noun,162.0,1.0,Noun,162,162
ruler,162,138,151,130,3.18,2.2122,1.65,2.143,Noun,162.0,1.0,Noun,162,162
sentiment,162,148,154,143,3.18,2.2122,1.76,2.1732,Noun,162.0,1.0,Noun,162,162
stupidity,163,145,149,135,3.2,2.2148,1.73,2.1644,Noun,162.0,1.0,Noun,162,162
catcher,191,92,112,73,3.75,2.2833,1.1,1.9685,Noun,161.0,0.84,Noun.Name,161.31,161
cutting,1126,904,1042,852,22.08,3.0519,10.78,2.9566,Verb,942.0,0.84,Verb.Noun.Adjective.Name,942.161.17.6,161
inheritance,162,117,161,117,3.18,2.2122,1.39,2.0719,Noun,161.0,1.0,Noun,161,161
insect,161,109,149,105,3.16,2.2095,1.3,2.0414,Noun,161.0,1.0,Noun,161,161
spear,232,108,173,98,4.55,2.3674,1.29,2.0374,Noun,161.0,0.69,Noun.Name.Verb,161.42.29,161
wool,161,131,153,123,3.16,2.2095,1.56,2.1206,Noun,161.0,1.0,Noun,161,161
anatomy,163,125,140,114,3.2,2.2148,1.49,2.1004,Noun,160.0,1.0,Noun,160,160
chow,350,221,191,161,6.86,2.5453,2.63,2.3464,Noun,160.0,0.46,Noun.Name.Verb,160.159.31,160
contractor,160,123,156,119,3.14,2.2068,1.47,2.0934,Noun,160.0,1.0,Noun,160,160
norm,170,64,28,28,3.33,2.233,0.76,1.8129,Noun,160.0,0.94,Noun.Name,160.10,160
pupil,160,116,153,114,3.14,2.2068,1.38,2.0682,Noun,160.0,1.0,Noun,160,160
regard,375,316,371,314,7.35,2.5752,3.77,2.5011,Noun,160.0,0.43,Noun.Verb.Preposition,160.139.75,160
transition,159,136,155,135,3.12,2.2041,1.62,2.1367,Noun,160.0,1.0,Noun,160,160
typewriter,161,92,154,91,3.16,2.2095,1.1,1.9685,Noun,160.0,1.0,Noun,160,160
unemployment,160,119,144,109,3.14,2.2068,1.42,2.0792,Noun,160.0,1.0,Noun,160,160
bosom,159,120,154,116,3.12,2.2041,1.43,2.0828,Noun,159.0,1.0,Noun,159,159
clamp,350,159,188,118,6.86,2.5453,1.9,2.2041,Verb,177.0,0.51,Verb.Noun.Name,177.159.14,159
debris,159,91,150,87,3.12,2.2041,1.08,1.9638,Noun,159.0,1.0,Noun,159,159
doggie,169,112,141,100,3.31,2.2304,1.34,2.0531,Noun,159.0,0.96,Noun.Name,159.7,159
propaganda,159,106,144,100,3.12,2.2041,1.26,2.0294,Noun,159.0,1.0,Noun,159,159
samurai,160,70,103,51,3.14,2.2068,0.83,1.8513,Noun,159.0,1.0,Noun,159,159
windshield,167,133,166,133,3.27,2.2253,1.59,2.1271,Noun,159.0,0.96,Noun.Verb,159.6,159
assessment,158,132,155,129,3.1,2.2014,1.57,2.1239,Noun,158.0,1.0,Noun,158,158
dip,406,317,354,289,7.96,2.6096,3.78,2.5024,Verb,247.0,0.61,Verb.Noun.Name,247.158.1,158
institute,166,123,140,112,3.25,2.2227,1.47,2.0934,Noun,158.0,0.96,Noun.Verb,158.7,158
isolation,158,133,147,127,3.1,2.2014,1.59,2.1271,Noun,158.0,1.0,Noun,158,158
offering,777,675,758,664,15.24,2.891,8.05,2.8299,Verb,618.0,0.8,Verb.Noun,618.158,158
patron,158,114,147,110,3.1,2.2014,1.36,2.0607,Noun,158.0,1.0,Noun,158,158
praise,482,284,211,165,9.45,2.6839,3.39,2.4548,Verb,328.0,0.67,Verb.Noun,328.158,158
ratio,164,92,160,91,3.22,2.2175,1.1,1.9685,Noun,158.0,1.0,Noun,158,158
scalp,188,141,177,135,3.69,2.2765,1.68,2.1523,Noun,158.0,0.84,Noun.Verb,158.29,158
sexuality,158,112,152,110,3.1,2.2014,1.34,2.0531,Noun,158.0,1.0,Noun,158,158
adjustment,158,129,152,125,3.1,2.2014,1.54,2.1139,Noun,157.0,1.0,Noun,157,157
bouquet,164,117,145,110,3.22,2.2175,1.39,2.0719,Noun,157.0,0.96,Noun.Unclassified,157.7,157
closure,158,110,137,107,3.1,2.2014,1.31,2.0453,Noun,157.0,1.0,Noun,157,157
consequence,160,132,154,131,3.14,2.2068,1.57,2.1239,Noun,157.0,0.99,Noun.Name,157.1,157
distribution,157,122,141,109,3.08,2.1987,1.45,2.0899,Noun,157.0,1.0,Noun,157,157
liability,158,137,150,129,3.1,2.2014,1.63,2.1399,Noun,157.0,1.0,Noun,157,157
outrage,160,144,154,139,3.14,2.2068,1.72,2.1614,Noun,157.0,0.99,Noun.Name,157.1,157
sculpture,159,103,159,103,3.12,2.2041,1.23,2.017,Noun,157.0,0.99,Noun.Verb,157.2,157
trench,157,102,136,93,3.08,2.1987,1.22,2.0128,Noun,157.0,0.99,Noun.Name,157.1,157
whack,455,293,401,276,8.92,2.659,3.49,2.4683,Verb,287.0,0.63,Verb.Noun.Name,287.157.9,157
arena,185,116,154,95,3.63,2.2695,1.38,2.0682,Noun,156.0,0.84,Noun.Name,156.29,156
claw,223,137,163,123,4.37,2.3502,1.63,2.1399,Noun,156.0,0.7,Noun.Verb.Name,156.64.3,156
nursing,323,242,294,231,6.33,2.5105,2.89,2.3856,Noun,156.0,0.48,Noun.Adjective.Verb,156.96.71,156
rye,212,140,154,106,4.16,2.3284,1.67,2.1492,Noun,156.0,0.74,Noun.Name,156.56,156
certainty,154,126,152,125,3.02,2.1903,1.5,2.1038,Noun,155.0,1.0,Noun,155,155
conductor,155,107,122,91,3.04,2.1931,1.28,2.0334,Noun,155.0,1.0,Noun,155,155
criticism,155,138,150,136,3.04,2.1931,1.65,2.143,Noun,155.0,1.0,Noun,155,155
goldfish,155,99,127,91,3.04,2.1931,1.18,2.0,Noun,155.0,1.0,Noun,155,155
mathematics,156,101,135,92,3.06,2.1959,1.2,2.0086,Noun,155.0,1.0,Noun,155,155
opposition,155,113,132,106,3.04,2.1931,1.35,2.0569,Noun,155.0,1.0,Noun,155,155
oyster,156,103,116,79,3.06,2.1959,1.23,2.017,Noun,155.0,0.99,Noun.Name,155.1,155
stitch,381,148,171,137,7.47,2.5821,1.76,2.1732,Verb,223.0,0.59,Verb.Noun.Name,223.155.3,155
tenant,155,101,154,100,3.04,2.1931,1.2,2.0086,Noun,155.0,1.0,Noun,155,155
coaster,159,89,154,87,3.12,2.2041,1.06,1.9542,Noun,154.0,0.97,Noun.Name,154.5,154
cockpit,164,80,152,76,3.22,2.2175,0.95,1.9085,Noun,154.0,0.95,Noun.Verb.Name,154.5.3,154
hen,163,107,132,93,3.2,2.2148,1.28,2.0334,Noun,154.0,0.94,Noun.Name,154.9,154
mainland,154,92,107,69,3.02,2.1903,1.1,1.9685,Noun,154.0,1.0,Noun,154,154
philosopher,155,114,145,111,3.04,2.1931,1.36,2.0607,Noun,154.0,1.0,Noun,154,154
pitcher,165,107,154,100,3.24,2.2201,1.28,2.0334,Noun,154.0,0.94,Noun.Name,154.10,154
split,1954,1406,1794,1332,38.31,3.2911,16.76,3.1483,Verb,1635.0,0.84,Verb.Adjective.Noun,1635.166.154,154
tuxedo,158,105,150,101,3.1,2.2014,1.25,2.0253,Noun,154.0,0.98,Noun.Name,154.3,154
bark,280,207,240,188,5.49,2.4487,2.47,2.3181,Noun,153.0,0.54,Noun.Verb,153.129,153
defender,152,111,127,96,2.98,2.1847,1.32,2.0492,Noun,153.0,1.0,Noun,153,153
deposition,153,97,152,97,3.0,2.1875,1.16,1.9912,Noun,153.0,1.0,Noun,153,153
dwarf,157,93,126,83,3.08,2.1987,1.11,1.9731,Noun,153.0,0.97,Noun.Verb,153.4,153
fiber,156,118,145,110,3.06,2.1959,1.41,2.0755,Noun,153.0,0.98,Noun.Name,153.3,153
veteran,191,158,178,147,3.75,2.2833,1.88,2.2014,Noun,153.0,0.81,Noun.Adjective,153.37,153
abbey,162,53,45,20,3.18,2.2122,0.63,1.7324,Noun,152.0,0.94,Noun.Name,152.10,152
cinnamon,152,100,121,91,2.98,2.1847,1.19,2.0043,Noun,152.0,1.0,Noun,152,152
cube,152,91,121,70,2.98,2.1847,1.08,1.9638,Noun,152.0,1.0,Noun,152,152
frustration,152,136,142,130,2.98,2.1847,1.62,2.1367,Noun,152.0,1.0,Noun,152,152
opposite,775,650,754,635,15.2,2.8899,7.75,2.8136,Adjective,547.0,0.71,Adjective.Noun.Preposition.Adverb,547.152.47.27,152
