Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Verb_freq
mounts,34,33,33,32,0.67,1.5441,0.39,1.5315,Noun,19.0,0.56,Noun.Verb,19.15,15
mourns,15,14,13,12,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
mouthed,16,13,16,13,0.31,1.2304,0.15,1.1461,Verb,15.0,1.0,Verb,15,15
mulling,16,11,14,10,0.31,1.2304,0.13,1.0792,Verb,15.0,0.94,Verb.Name,15.1,15
muss,31,29,29,27,0.61,1.5051,0.35,1.4771,Noun,16.0,0.52,Noun.Verb,16.15,15
nipple,144,97,127,86,2.82,2.1614,1.16,1.9912,Noun,125.0,0.87,Noun.Verb.Name,125.15.4,15
nonfat,25,20,22,18,0.49,1.415,0.24,1.3222,Verb,15.0,0.6,Verb.Noun.Name,15.9.1,15
nourished,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
nudging,15,14,12,11,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
opinionated,27,25,25,23,0.53,1.4472,0.3,1.415,Verb,15.0,0.58,Verb.Adjective.Name,15.10.1,15
organizes,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
originate,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
outgunned,15,13,15,13,0.29,1.2041,0.15,1.1461,Verb,15.0,1.0,Verb,15,15
overrule,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
pampers,15,15,3,3,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
parachuting,16,13,15,12,0.31,1.2304,0.15,1.1461,Verb,15.0,0.94,Verb.Name,15.1,15
parts,1501,1063,1468,1048,29.43,3.1767,12.67,3.0269,Noun,1489.0,0.99,Noun.Verb,1489.15,15
pausing,16,16,14,14,0.31,1.2304,0.19,1.2304,Verb,15.0,0.94,Verb.Noun,15.1,15
peaking,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
persists,15,15,14,14,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
personalize,15,13,15,13,0.29,1.2041,0.15,1.1461,Verb,15.0,1.0,Verb,15,15
petitioned,15,15,14,14,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
phrased,15,13,13,12,0.29,1.2041,0.15,1.1461,Verb,15.0,1.0,Verb,15,15
pirating,18,10,18,10,0.35,1.2788,0.12,1.0414,Verb,15.0,0.83,Verb.Adjective.Noun,15.2.1,15
pivot,23,14,16,13,0.45,1.3802,0.17,1.1761,Verb,15.0,0.65,Verb.Noun,15.8,15
pollux,30,3,0,0,0.59,1.4914,0.04,0.6021,Verb,15.0,0.5,Verb.Name.Noun,15.11.4,15
precede,14,14,13,13,0.27,1.1761,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
precludes,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
presided,15,12,14,11,0.29,1.2041,0.14,1.1139,Verb,15.0,1.0,Verb,15,15
preyed,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
prides,21,16,20,15,0.41,1.3424,0.19,1.2304,Verb,15.0,0.71,Verb.Noun,15.6,15
prime,933,546,586,436,18.29,2.9703,6.51,2.738,Adjective,881.0,0.95,Adjective.Name.Verb.Noun,881.35.15.1,15
prize,1142,735,977,634,22.39,3.058,8.76,2.8669,Noun,1116.0,0.98,Noun.Verb.Adjective,1116.15.10,15
profane,28,26,26,24,0.55,1.4624,0.31,1.4314,Verb,15.0,0.54,Verb.Adjective,15.13,15
projects,285,208,234,190,5.59,2.4564,2.48,2.3201,Noun,268.0,0.95,Noun.Verb,268.15,15
prophesies,15,13,14,12,0.29,1.2041,0.15,1.1461,Verb,15.0,1.0,Verb,15,15
punt,37,21,31,19,0.73,1.5798,0.25,1.3424,Noun,22.0,0.59,Noun.Verb,22.15,15
ransom,498,200,441,184,9.76,2.6981,2.38,2.3032,Noun,482.0,0.97,Noun.Verb.Name,482.15.1,15
ratting,15,13,14,12,0.29,1.2041,0.15,1.1461,Verb,15.0,1.0,Verb,15,15
ravish,15,10,13,9,0.29,1.2041,0.12,1.0414,Verb,15.0,1.0,Verb,15,15
rebelling,17,12,17,12,0.33,1.2553,0.14,1.1139,Verb,15.0,0.88,Verb.Noun,15.2,15
recast,16,14,16,14,0.31,1.2304,0.17,1.1761,Verb,15.0,0.94,Verb.Noun,15.1,15
recycled,43,34,36,28,0.84,1.6435,0.41,1.5441,Adjective,28.0,0.65,Adjective.Verb,28.15,15
redefine,15,14,13,13,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
reeking,23,22,21,20,0.45,1.3802,0.26,1.3617,Verb,15.0,0.65,Verb.Adjective.Noun.Name,15.4.3.1,15
reenact,16,13,15,13,0.31,1.2304,0.15,1.1461,Verb,15.0,0.94,Verb.Noun,15.1,15
reexamine,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
renounced,15,11,15,11,0.29,1.2041,0.13,1.0792,Verb,15.0,1.0,Verb,15,15
reopening,34,29,32,28,0.67,1.5441,0.35,1.4771,Noun,19.0,0.56,Noun.Verb,19.15,15
residing,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
resonate,16,16,15,15,0.31,1.2304,0.19,1.2304,Verb,15.0,0.94,Verb.Noun,15.1,15
revenge,971,649,844,593,19.04,2.9877,7.74,2.8129,Noun,952.0,0.98,Noun.Verb.Name,952.15.1,15
reviving,16,15,14,13,0.31,1.2304,0.18,1.2041,Verb,15.0,0.94,Verb.Adjective,15.1,15
rewards,104,95,103,94,2.04,2.0212,1.13,1.9823,Noun,89.0,0.86,Noun.Verb,89.15,15
romance,792,571,727,542,15.53,2.8993,6.81,2.7574,Noun,760.0,0.96,Noun.Verb.Adjective.Name,760.15.13.2,15
rumbles,30,23,28,21,0.59,1.4914,0.27,1.3802,Verb,15.0,0.52,Verb.Noun,15.14,15
rupture,66,41,66,41,1.29,1.8261,0.49,1.6232,Noun,51.0,0.77,Noun.Verb,51.15,15
salivating,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,15.0,0.94,Verb.Adjective,15.1,15
sass,47,25,24,23,0.92,1.6812,0.3,1.415,Name,18.0,0.38,Name.Verb.Noun,18.15.14,15
scolding,24,23,23,22,0.47,1.3979,0.27,1.3802,Verb,15.0,0.63,Verb.Noun.Name.Adjective,15.7.1.1,15
scoops,52,38,48,37,1.02,1.7243,0.45,1.5911,Noun,37.0,0.71,Noun.Verb,37.15,15
scorching,20,19,20,19,0.39,1.3222,0.23,1.301,Verb,15.0,0.75,Verb.Adjective,15.5,15
scrooge,197,19,7,4,3.86,2.2967,0.23,1.301,Name,169.0,0.86,Name.Verb.Noun,169.15.12,15
scrying,20,14,16,12,0.39,1.3222,0.17,1.1761,Verb,15.0,0.75,Verb.Noun.Adjective.Name,15.2.2.1,15
scurrying,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,15.0,0.94,Verb.Adjective,15.1,15
seconds,3603,2000,3580,1991,70.65,3.5568,23.84,3.3012,Noun,3584.0,1.0,Noun.Verb,3584.15,15
segue,26,24,24,22,0.51,1.4314,0.29,1.3979,Verb,15.0,0.58,Verb.Noun,15.11,15
shied,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
shorting,17,13,17,13,0.33,1.2553,0.15,1.1461,Verb,15.0,0.88,Verb.Noun.Adjective,15.1.1,15
silences,26,24,23,21,0.51,1.4314,0.29,1.3979,Verb,15.0,0.58,Verb.Noun,15.11,15
sinning,19,16,18,15,0.37,1.301,0.19,1.2304,Verb,15.0,0.79,Verb.Noun.Name.Adjective,15.2.1.1,15
skimmed,20,20,19,19,0.39,1.3222,0.24,1.3222,Verb,15.0,0.75,Verb.Adjective,15.5,15
skinning,17,17,16,16,0.33,1.2553,0.2,1.2553,Verb,15.0,0.88,Verb.Noun.Adjective,15.1.1,15
sledding,20,15,18,14,0.39,1.3222,0.18,1.2041,Verb,15.0,0.75,Verb.Noun.Adjective,15.4.1,15
smartass,36,32,28,26,0.71,1.5682,0.38,1.5185,Noun,20.0,0.56,Noun.Verb.Name,20.15.1,15
smudge,51,43,50,42,1.0,1.716,0.51,1.6435,Noun,36.0,0.71,Noun.Verb,36.15,15
sniggers,16,12,11,9,0.31,1.2304,0.14,1.1139,Verb,15.0,0.94,Verb.Noun,15.1,15
spliced,16,14,15,14,0.31,1.2304,0.17,1.1761,Verb,15.0,0.94,Verb.Name,15.1,15
steeped,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
streak,295,213,253,202,5.78,2.4713,2.54,2.3304,Noun,275.0,0.95,Noun.Verb.Name,275.15.1,15
strengthening,18,18,16,16,0.35,1.2788,0.21,1.2788,Verb,15.0,0.83,Verb.Noun,15.3,15
strolls,17,17,16,16,0.33,1.2553,0.2,1.2553,Verb,15.0,0.88,Verb.Noun,15.2,15
subjecting,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
subscribed,15,12,15,12,0.29,1.2041,0.14,1.1139,Verb,15.0,1.0,Verb,15,15
surface,930,543,890,537,18.24,2.9689,6.47,2.7356,Noun,917.0,0.98,Noun.Verb,917.15,15
surfacing,17,15,17,15,0.33,1.2553,0.18,1.2041,Verb,15.0,0.88,Verb.Noun.Adjective,15.1.1,15
sutter,90,13,0,0,1.76,1.959,0.15,1.1461,Name,39.0,0.44,Name.Noun.Verb,39.35.15,15
swirl,46,43,40,37,0.9,1.6721,0.51,1.6435,Noun,30.0,0.67,Noun.Verb,30.15,15
tab,294,232,258,211,5.76,2.4698,2.77,2.3674,Noun,279.0,0.95,Noun.Verb,279.15,15
tackles,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
thrills,73,64,63,56,1.43,1.8692,0.76,1.8129,Noun,58.0,0.79,Noun.Verb,58.15,15
ticklish,58,46,54,43,1.14,1.7709,0.55,1.6721,Adjective,43.0,0.74,Adjective.Verb,43.15,15
title,947,588,910,566,18.57,2.9768,7.01,2.7701,Noun,929.0,0.98,Noun.Verb,929.15,15
transfers,64,58,60,54,1.25,1.8129,0.69,1.7709,Noun,49.0,0.77,Noun.Verb,49.15,15
trickling,15,13,15,13,0.29,1.2041,0.15,1.1461,Verb,15.0,1.0,Verb,15,15
triumphed,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
tutored,17,13,17,13,0.33,1.2553,0.15,1.1461,Verb,15.0,0.88,Verb.Adjective,15.2,15
underlying,64,56,62,54,1.25,1.8129,0.67,1.7559,Adjective,49.0,0.77,Adjective.Verb,49.15,15
underpaid,26,24,21,20,0.51,1.4314,0.29,1.3979,Verb,15.0,0.58,Verb.Adjective.Name,15.7.4,15
untangle,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,15.0,1.0,Verb,15,15
ushers,24,17,14,12,0.47,1.3979,0.2,1.2553,Verb,15.0,0.63,Verb.Noun,15.9,15
varmint,40,21,37,20,0.78,1.6128,0.25,1.3424,Noun,25.0,0.63,Noun.Verb,25.15,15
vibrates,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
vindicated,21,20,19,18,0.41,1.3424,0.24,1.3222,Verb,15.0,0.71,Verb.Adjective.Name,15.5.1,15
visualizing,16,13,14,12,0.31,1.2304,0.15,1.1461,Verb,15.0,0.94,Verb.Noun,15.1,15
walled,23,23,19,19,0.45,1.3802,0.27,1.3802,Verb,15.0,0.65,Verb.Adjective,15.8,15
weighted,20,19,19,18,0.39,1.3222,0.23,1.301,Verb,15.0,0.75,Verb.Adjective,15.5,15
whirl,89,72,85,70,1.75,1.9542,0.86,1.8633,Noun,74.0,0.83,Noun.Verb,74.15,15
whittling,16,15,16,15,0.31,1.2304,0.18,1.2041,Verb,15.0,0.94,Verb.Adjective,15.1,15
wrenched,16,15,15,15,0.31,1.2304,0.18,1.2041,Verb,15.0,0.94,Verb.Adjective,15.1,15
yearns,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,15.0,1.0,Verb,15,15
yielding,22,18,21,18,0.43,1.3617,0.21,1.2788,Verb,15.0,0.68,Verb.Adjective,15.7,15
abalone,26,11,14,9,0.51,1.4314,0.13,1.0792,Verb,14.0,0.54,Verb.Noun.Name,14.9.3,14
abandons,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
affirm,17,14,15,12,0.33,1.2553,0.17,1.1761,Verb,14.0,0.82,Verb.Noun,14.3,14
affords,14,12,14,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
alluded,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
amended,19,19,18,18,0.37,1.301,0.23,1.301,Verb,14.0,0.74,Verb.Adjective,14.5,14
amplified,16,15,15,14,0.31,1.2304,0.18,1.2041,Verb,14.0,0.88,Verb.Adjective,14.2,14
anesthetize,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
angling,22,19,18,17,0.43,1.3617,0.23,1.301,Verb,14.0,0.64,Verb.Noun,14.8,14
approximate,64,58,57,53,1.25,1.8129,0.69,1.7709,Adjective,47.0,0.76,Adjective.Verb.Noun,47.14.1,14
arouses,14,12,14,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
ascertained,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
asserting,14,13,12,11,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
assuring,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
attuned,19,19,19,19,0.37,1.301,0.23,1.301,Verb,14.0,0.74,Verb.Adjective,14.5,14
axe,249,152,229,146,4.88,2.3979,1.81,2.1847,Noun,234.0,0.94,Noun.Verb,234.14,14
backfires,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
bagels,96,67,86,63,1.88,1.9868,0.8,1.8325,Noun,82.0,0.85,Noun.Verb,82.14,14
banks,811,410,497,334,15.9,2.9096,4.89,2.6138,Noun,691.0,0.86,Noun.Name.Verb,691.99.14,14
barfed,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
beached,21,16,21,16,0.41,1.3424,0.19,1.2304,Verb,14.0,0.67,Verb.Adjective,14.7,14
beget,16,12,16,12,0.31,1.2304,0.14,1.1139,Verb,14.0,0.88,Verb.Noun,14.2,14
beggar,126,87,114,81,2.47,2.1038,1.04,1.9445,Noun,112.0,0.88,Noun.Verb.Name,112.14.1,14
bellyaching,22,22,22,22,0.43,1.3617,0.26,1.3617,Verb,14.0,0.64,Verb.Noun,14.8,14
beset,14,11,14,11,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
besmirch,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Noun,14.1,14
bienvenue,17,12,11,6,0.33,1.2553,0.14,1.1139,Verb,14.0,0.82,Verb.Noun.Name,14.2.1,14
binge,47,39,44,38,0.92,1.6812,0.46,1.6021,Noun,33.0,0.7,Noun.Verb,33.14,14
boasted,14,12,13,11,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
bondage,87,59,74,51,1.71,1.9445,0.7,1.7782,Noun,71.0,0.82,Noun.Verb.Name,71.14.2,14
bootleg,42,35,33,28,0.82,1.6335,0.42,1.5563,Noun,27.0,0.64,Noun.Verb.Name,27.14.1,14
boozing,18,17,16,16,0.35,1.2788,0.2,1.2553,Verb,14.0,0.78,Verb.Noun.Adjective,14.3.1,14
boycotting,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
braced,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
buckling,18,15,17,14,0.35,1.2788,0.18,1.2041,Verb,14.0,0.78,Verb.Noun.Adjective,14.2.2,14
budget,513,362,491,348,10.06,2.711,4.32,2.5599,Noun,499.0,0.97,Noun.Verb,499.14,14
buggered,14,10,12,9,0.27,1.1761,0.12,1.0414,Verb,14.0,1.0,Verb,14,14
bugle,88,49,65,38,1.73,1.9494,0.58,1.699,Noun,65.0,0.74,Noun.Verb.Name,65.14.9,14
bulldoze,14,12,14,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
bullseye,34,6,3,3,0.67,1.5441,0.07,0.8451,Name,16.0,0.47,Name.Verb.Noun,16.14.4,14
burping,24,21,22,21,0.47,1.3979,0.25,1.3424,Verb,14.0,0.58,Verb.Noun.Adjective,14.5.5,14
cans,391,293,379,288,7.67,2.5933,3.49,2.4683,Noun,376.0,0.96,Noun.Verb,376.14,14
carjacked,16,14,15,13,0.31,1.2304,0.17,1.1761,Verb,14.0,0.88,Verb.Adjective,14.2,14
cavorting,16,13,10,9,0.31,1.2304,0.15,1.1461,Verb,14.0,0.88,Verb.Noun,14.2,14
cawing,21,10,15,8,0.41,1.3424,0.12,1.0414,Verb,14.0,0.67,Verb.Name.Noun,14.6.1,14
charter,151,108,125,93,2.96,2.1818,1.29,2.0374,Noun,136.0,0.9,Noun.Verb.Name,136.14.1,14
clacking,14,10,11,8,0.27,1.1761,0.12,1.0414,Verb,14.0,1.0,Verb,14,14
clutched,14,14,11,11,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
compress,31,26,31,26,0.61,1.5051,0.31,1.4314,Noun,17.0,0.55,Noun.Verb,17.14,14
condense,14,11,14,11,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
construe,15,10,15,10,0.29,1.2041,0.12,1.0414,Verb,14.0,0.93,Verb.Noun,14.1,14
contradicting,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Adjective,14.1,14
counterfeiting,20,16,20,16,0.39,1.3222,0.19,1.2304,Verb,14.0,0.7,Verb.Adjective.Noun,14.4.2,14
creak,26,21,21,18,0.51,1.4314,0.25,1.3424,Verb,14.0,0.54,Verb.Noun,14.12,14
crop,248,178,232,173,4.86,2.3962,2.12,2.2529,Noun,233.0,0.94,Noun.Verb,233.14,14
crud,52,45,44,39,1.02,1.7243,0.54,1.6628,Noun,34.0,0.67,Noun.Verb.Name,34.14.3,14
crystallized,19,15,17,15,0.37,1.301,0.18,1.2041,Verb,14.0,0.74,Verb.Adjective,14.5,14
cycle,300,235,271,218,5.88,2.4786,2.8,2.3729,Noun,286.0,0.95,Noun.Verb,286.14,14
dabbling,14,14,13,13,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
dade,40,16,4,3,0.78,1.6128,0.19,1.2304,Name,22.0,0.55,Name.Verb.Noun,22.14.4,14
dart,98,71,91,66,1.92,1.9956,0.85,1.8573,Noun,84.0,0.86,Noun.Verb,84.14,14
darts,100,66,96,63,1.96,2.0043,0.79,1.8261,Noun,86.0,0.86,Noun.Verb,86.14,14
declining,26,25,25,24,0.51,1.4314,0.3,1.415,Verb,14.0,0.52,Verb.Adjective,14.13,14
delve,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
denouncing,14,13,11,10,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
deposed,30,27,29,26,0.59,1.4914,0.32,1.4472,Adjective,16.0,0.53,Adjective.Verb,16.14,14
depressing,324,278,309,267,6.35,2.5119,3.31,2.4456,Adjective,309.0,0.96,Adjective.Verb,309.14,14
derives,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
destruct,31,18,20,15,0.61,1.5051,0.21,1.2788,Noun,17.0,0.55,Noun.Verb,17.14,14
devising,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
diminishing,24,24,24,24,0.47,1.3979,0.29,1.3979,Verb,14.0,0.58,Verb.Adjective,14.10,14
disagreeing,14,12,11,11,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
dishonour,23,13,17,12,0.45,1.3802,0.15,1.1461,Verb,14.0,0.61,Verb.Noun,14.9,14
dispel,14,14,13,13,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
dispersed,21,19,21,19,0.41,1.3424,0.23,1.301,Verb,14.0,0.67,Verb.Adjective,14.7,14
disregarding,14,11,11,9,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
distorting,14,14,12,12,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
dolt,27,26,27,26,0.53,1.4472,0.31,1.4314,Verb,14.0,0.52,Verb.Noun,14.13,14
doodling,18,17,17,17,0.35,1.2788,0.2,1.2553,Verb,14.0,0.78,Verb.Noun.Adjective,14.3.1,14
downsized,14,12,14,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
droop,17,16,17,16,0.33,1.2553,0.19,1.2304,Verb,14.0,0.82,Verb.Noun,14.3,14
drumming,57,47,51,43,1.12,1.7634,0.56,1.6812,Noun,43.0,0.75,Noun.Verb,43.14,14
dur,14,1,0,0,0.27,1.1761,0.01,0.301,Verb,14.0,1.0,Verb,14,14
electrifying,21,18,19,16,0.41,1.3424,0.21,1.2788,Verb,14.0,0.67,Verb.Adjective.Noun.Name,14.5.1.1,14
embezzled,16,15,15,14,0.31,1.2304,0.18,1.2041,Verb,14.0,0.88,Verb.Adjective,14.2,14
emigrate,14,7,14,7,0.27,1.1761,0.08,0.9031,Verb,14.0,1.0,Verb,14,14
encountering,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
engulfed,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
enrage,14,9,14,9,0.27,1.1761,0.11,1.0,Verb,14.0,1.0,Verb,14,14
enrich,14,14,12,12,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
entertains,14,14,13,13,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
enthused,14,9,14,9,0.27,1.1761,0.11,1.0,Verb,14.0,1.0,Verb,14,14
evaporating,16,13,16,13,0.31,1.2304,0.15,1.1461,Verb,14.0,0.88,Verb.Adjective,14.2,14
evens,27,25,25,24,0.53,1.4472,0.3,1.415,Verb,14.0,0.52,Verb.Noun,14.13,14
excepted,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
excludes,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
facilitated,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,14.0,0.93,Verb.Adjective,14.1,14
factor,370,286,336,264,7.25,2.5694,3.41,2.4579,Noun,357.0,0.96,Noun.Verb,357.14,14
faints,17,15,17,15,0.33,1.2553,0.18,1.2041,Verb,14.0,0.82,Verb.Noun,14.3,14
fared,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
features,244,207,238,203,4.78,2.3892,2.47,2.3181,Noun,230.0,0.94,Noun.Verb,230.14,14
fixating,14,10,14,10,0.27,1.1761,0.12,1.0414,Verb,14.0,1.0,Verb,14,14
flinging,17,16,15,15,0.33,1.2553,0.19,1.2304,Verb,14.0,0.78,Verb.Adjective,14.4,14
flog,15,13,12,11,0.29,1.2041,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
flogging,25,22,24,22,0.49,1.415,0.26,1.3617,Verb,14.0,0.56,Verb.Noun,14.11,14
floundering,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Adjective,14.1,14
foaming,25,24,22,21,0.49,1.415,0.29,1.3979,Verb,14.0,0.56,Verb.Adjective,14.11,14
foiled,19,18,14,13,0.37,1.301,0.21,1.2788,Verb,14.0,0.74,Verb.Adjective.Name,14.3.2,14
footage,422,256,417,255,8.27,2.6263,3.05,2.4099,Noun,403.0,0.97,Noun.Verb,403.14,14
frustrate,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
fug,14,1,1,1,0.27,1.1761,0.01,0.301,Verb,14.0,1.0,Verb,14,14
gall,101,82,92,77,1.98,2.0086,0.98,1.9191,Noun,87.0,0.86,Noun.Verb,87.14,14
gar,48,26,7,5,0.94,1.6902,0.31,1.4314,Name,21.0,0.51,Name.Verb.Noun,21.14.6,14
gassing,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,14.0,0.93,Verb.Noun,14.1,14
glistening,28,26,23,23,0.55,1.4624,0.31,1.4314,Verb,14.0,0.5,Verb.Adjective,14.14,14
grat,29,2,0,0,0.57,1.4771,0.02,0.4771,Verb,14.0,0.5,Verb.Name.Noun,14.10.4,14
groundbreaking,30,27,26,23,0.59,1.4914,0.32,1.4472,Verb,14.0,0.47,Verb.Adjective.Noun,14.10.6,14
grubbing,14,11,14,11,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
grudge,226,186,220,181,4.43,2.356,2.22,2.2718,Noun,210.0,0.93,Noun.Verb.Name,210.14.1,14
gutting,15,12,8,7,0.29,1.2041,0.14,1.1139,Verb,14.0,0.93,Verb.Noun,14.1,14
hakim,35,9,0,0,0.69,1.5563,0.11,1.0,Verb,14.0,0.4,Verb.Name.Noun,14.13.8,14
hardened,58,56,56,54,1.14,1.7709,0.67,1.7559,Adjective,44.0,0.76,Adjective.Verb,44.14,14
headaches,271,191,256,182,5.31,2.4346,2.28,2.2833,Noun,252.0,0.94,Noun.Verb.Name,252.14.1,14
herding,17,13,15,13,0.33,1.2553,0.15,1.1461,Verb,14.0,0.82,Verb.Noun,14.3,14
hindered,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
hoe,47,28,46,27,0.92,1.6812,0.33,1.4624,Noun,33.0,0.7,Noun.Verb,33.14,14
holiday,1086,617,897,534,21.29,3.0362,7.36,2.791,Noun,1045.0,0.96,Noun.Name.Verb,1045.27.14,14
hosing,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
hugs,89,70,79,65,1.75,1.9542,0.83,1.8513,Noun,74.0,0.84,Noun.Verb,74.14,14
immerse,14,12,12,11,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
immigrated,15,12,15,12,0.29,1.2041,0.14,1.1139,Verb,14.0,0.93,Verb.Adjective,14.1,14
infest,14,11,14,11,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
inflamed,33,33,33,33,0.65,1.5315,0.39,1.5315,Adjective,19.0,0.58,Adjective.Verb,19.14,14
inserting,14,13,12,11,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
instill,14,13,12,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
ish,31,22,21,17,0.61,1.5051,0.26,1.3617,Verb,14.0,0.58,Verb.Adjective.Noun.Name,14.6.3.1,14
jogs,17,17,16,16,0.33,1.2553,0.2,1.2553,Verb,14.0,0.82,Verb.Noun,14.3,14
keg,175,99,159,96,3.43,2.2455,1.18,2.0,Noun,160.0,0.91,Noun.Verb.Name,160.14.1,14
