Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Verb_freq
kibble,41,25,35,24,0.8,1.6232,0.3,1.415,Noun,24.0,0.62,Noun.Verb.Name,24.14.1,14
kraut,79,44,25,17,1.55,1.9031,0.52,1.6532,Noun,58.0,0.73,Noun.Verb.Name,58.14.7,14
laboring,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,14.0,0.93,Verb.Adjective,14.1,14
lark,83,54,61,45,1.63,1.9243,0.64,1.7404,Noun,69.0,0.83,Noun.Verb,69.14,14
leapfrog,18,16,16,15,0.35,1.2788,0.19,1.2304,Verb,14.0,0.74,Verb.Noun,14.5,14
levelled,14,11,11,10,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
liftoff,33,21,28,18,0.65,1.5315,0.25,1.3424,Noun,19.0,0.58,Noun.Verb,19.14,14
lightening,26,25,21,21,0.51,1.4314,0.3,1.415,Verb,14.0,0.54,Verb.Noun,14.12,14
loosing,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
lopsided,22,21,22,21,0.43,1.3617,0.25,1.3424,Verb,14.0,0.64,Verb.Adjective,14.8,14
manifesting,15,12,15,12,0.29,1.2041,0.14,1.1139,Verb,14.0,0.93,Verb.Adjective,14.1,14
maul,16,16,15,15,0.31,1.2304,0.19,1.2304,Verb,14.0,0.88,Verb.Noun.Name,14.1.1,14
mediate,14,9,13,9,0.27,1.1761,0.11,1.0,Verb,14.0,1.0,Verb,14,14
meleager,41,1,0,0,0.8,1.6232,0.01,0.301,Name,16.0,0.48,Name.Verb.Noun,16.14.3,14
mimics,16,15,16,15,0.31,1.2304,0.18,1.2041,Verb,14.0,0.88,Verb.Noun,14.2,14
mirrored,23,20,20,18,0.45,1.3802,0.24,1.3222,Verb,14.0,0.61,Verb.Adjective,14.9,14
misreading,15,13,15,13,0.29,1.2041,0.15,1.1461,Verb,14.0,0.93,Verb.Noun,14.1,14
misused,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,14.0,0.82,Verb.Adjective,14.3,14
moaned,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
molting,19,16,19,16,0.37,1.301,0.19,1.2304,Verb,14.0,0.74,Verb.Adjective.Noun,14.4.1,14
monopolize,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
morg,47,6,1,1,0.92,1.6812,0.07,0.8451,Name,28.0,0.6,Name.Verb.Noun,28.14.5,14
morph,38,8,8,7,0.75,1.5911,0.1,0.9542,Noun,24.0,0.63,Noun.Verb,24.14,14
muddle,22,21,21,20,0.43,1.3617,0.25,1.3424,Verb,14.0,0.64,Verb.Noun,14.8,14
munching,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
mute,127,94,115,87,2.49,2.1072,1.12,1.9777,Adjective,106.0,0.83,Adjective.Verb.Noun.Name,106.14.7.1,14
nesting,30,23,28,21,0.59,1.4914,0.27,1.3802,Noun,16.0,0.53,Noun.Verb,16.14,14
nuked,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
occasioned,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
omit,14,13,9,9,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
ones,5177,3185,4985,3129,101.51,3.7142,37.97,3.5032,Noun,5210.0,1.0,Noun.Verb,5210.14,14
ooze,27,22,24,20,0.53,1.4472,0.26,1.3617,Verb,14.0,0.54,Verb.Noun,14.12,14
orchestrate,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
outfitted,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,14.0,0.93,Verb.Adjective,14.1,14
outflank,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
outrigger,16,7,1,1,0.31,1.2304,0.08,0.9031,Verb,14.0,0.88,Verb.Name,14.2,14
outthink,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
outweighs,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
overcompensating,14,12,14,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
overcooked,16,15,16,15,0.31,1.2304,0.18,1.2041,Verb,14.0,0.88,Verb.Adjective,14.2,14
overflowed,14,12,13,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
oversimplifying,14,10,13,10,0.27,1.1761,0.12,1.0414,Verb,14.0,1.0,Verb,14,14
overstayed,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
overstep,14,13,13,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
paced,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
panics,19,18,19,18,0.37,1.301,0.21,1.2788,Verb,14.0,0.74,Verb.Noun,14.5,14
paralyzing,17,16,16,16,0.33,1.2553,0.19,1.2304,Verb,14.0,0.82,Verb.Adjective,14.3,14
patronise,14,12,14,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
persisted,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
perverted,90,84,84,80,1.76,1.959,1.0,1.9294,Adjective,76.0,0.84,Adjective.Verb,76.14,14
phase,629,409,502,367,12.33,2.7993,4.88,2.6128,Noun,613.0,0.98,Noun.Verb,613.14,14
piecing,14,14,13,13,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
ply,16,14,15,13,0.31,1.2304,0.17,1.1761,Verb,14.0,0.88,Verb.Noun,14.2,14
pooled,14,11,12,10,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
powwow,34,28,32,26,0.67,1.5441,0.33,1.4624,Noun,20.0,0.59,Noun.Verb,20.14,14
preceding,34,25,33,24,0.67,1.5441,0.3,1.415,Adjective,20.0,0.59,Adjective.Verb,20.14,14
pretzel,102,75,82,63,2.0,2.0128,0.89,1.8808,Noun,76.0,0.75,Noun.Verb.Name,76.14.12,14
prodding,18,17,17,16,0.35,1.2788,0.2,1.2553,Verb,14.0,0.78,Verb.Noun,14.4,14
progresses,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
propelled,14,12,11,10,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
psyching,14,12,13,11,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
pumps,197,147,180,141,3.86,2.2967,1.75,2.1703,Noun,182.0,0.93,Noun.Verb,182.14,14
quadruple,39,33,30,27,0.76,1.6021,0.39,1.5315,Adjective,25.0,0.64,Adjective.Verb,25.14,14
quail,68,40,54,31,1.33,1.8388,0.48,1.6128,Noun,51.0,0.75,Noun.Verb.Name,51.14.3,14
queue,60,42,58,42,1.18,1.7853,0.5,1.6335,Noun,46.0,0.77,Noun.Verb,46.14,14
quicken,14,13,9,9,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
quirt,45,2,1,1,0.88,1.6628,0.02,0.4771,Name,29.0,0.64,Name.Verb.Noun,29.14.2,14
radiating,16,16,14,14,0.31,1.2304,0.19,1.2304,Verb,14.0,0.88,Verb.Adjective,14.2,14
ratified,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
rationed,17,15,17,15,0.33,1.2553,0.18,1.2041,Verb,14.0,0.82,Verb.Adjective,14.3,14
realign,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
recaptured,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
redesign,24,16,21,16,0.47,1.3979,0.19,1.2304,Verb,14.0,0.58,Verb.Noun,14.10,14
rehired,15,10,14,9,0.29,1.2041,0.12,1.0414,Verb,14.0,0.93,Verb.Adjective,14.1,14
reinforces,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
relapse,47,38,46,37,0.92,1.6812,0.45,1.5911,Noun,31.0,0.69,Noun.Verb,31.14,14
rend,16,15,14,13,0.31,1.2304,0.18,1.2041,Verb,14.0,0.93,Verb.Name,14.1,14
requisitioned,15,14,14,13,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Adjective,14.1,14
reserves,84,66,74,60,1.65,1.9294,0.79,1.8261,Noun,70.0,0.83,Noun.Verb,70.14,14
respecting,54,53,54,53,1.06,1.7404,0.63,1.7324,Preposition,40.0,0.74,Preposition.Verb,40.14,14
rhymed,15,13,15,13,0.29,1.2041,0.15,1.1461,Verb,14.0,0.93,Verb.Adjective,14.1,14
riot,331,252,297,230,6.49,2.5211,3.0,2.4031,Noun,317.0,0.96,Noun.Verb,317.14,14
ripen,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
rodriguez,154,61,0,0,3.02,2.1903,0.73,1.7924,Name,135.0,0.88,Name.Verb.Noun,135.14.4,14
roping,19,17,18,16,0.37,1.301,0.2,1.2553,Verb,14.0,0.74,Verb.Noun.Name.Adjective,14.3.1.1,14
rowed,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
saluted,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
salvaging,14,12,13,11,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
sand,1035,618,891,581,20.29,3.0154,7.37,2.7917,Noun,995.0,0.96,Noun.Name.Verb,995.26.14,14
sanded,14,9,14,9,0.27,1.1761,0.11,1.0,Verb,14.0,1.0,Verb,14,14
scalding,20,19,18,17,0.39,1.3222,0.23,1.301,Verb,14.0,0.7,Verb.Adjective.Name,14.5.1,14
scarecrow,89,41,53,32,1.75,1.9542,0.49,1.6232,Noun,54.0,0.62,Noun.Name.Verb,54.19.14,14
schlep,25,18,21,17,0.49,1.415,0.21,1.2788,Verb,14.0,0.58,Verb.Noun,14.10,14
schneider,83,25,0,0,1.63,1.9243,0.3,1.415,Name,52.0,0.68,Name.Verb.Adjective.Noun,52.14.6.4,14
schooling,73,65,72,64,1.43,1.8692,0.77,1.8195,Noun,59.0,0.81,Noun.Verb,59.14,14
sculpted,16,16,14,14,0.31,1.2304,0.19,1.2304,Verb,14.0,0.88,Verb.Adjective,14.2,14
skied,14,12,13,12,0.27,1.1761,0.14,1.1139,Verb,14.0,1.0,Verb,14,14
skulk,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
slandered,14,11,13,10,0.27,1.1761,0.13,1.0792,Verb,14.0,1.0,Verb,14,14
slices,97,86,97,86,1.9,1.9912,1.03,1.9395,Noun,83.0,0.86,Noun.Verb,83.14,14
smooching,18,15,18,15,0.35,1.2788,0.18,1.2041,Verb,14.0,0.78,Verb.Noun,14.4,14
sobers,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
sodomized,16,15,16,15,0.31,1.2304,0.18,1.2041,Verb,14.0,0.88,Verb.Adjective,14.2,14
splice,20,18,17,16,0.39,1.3222,0.21,1.2788,Verb,14.0,0.7,Verb.Noun,14.6,14
spooks,69,47,60,42,1.35,1.8451,0.56,1.6812,Noun,55.0,0.8,Noun.Verb,55.14,14
spooning,20,14,16,14,0.39,1.3222,0.17,1.1761,Verb,14.0,0.7,Verb.Noun.Name.Adjective,14.3.2.1,14
sprint,36,32,34,30,0.71,1.5682,0.38,1.5185,Noun,22.0,0.61,Noun.Verb,22.14,14
sputtering,19,18,12,11,0.37,1.301,0.21,1.2788,Verb,14.0,0.74,Verb.Name.Adjective,14.4.1,14
squares,138,95,100,82,2.71,2.143,1.13,1.9823,Noun,124.0,0.9,Noun.Verb,124.14,14
stifle,15,15,11,11,0.29,1.2041,0.18,1.2041,Verb,14.0,0.93,Verb.Noun,14.1,14
stifled,20,20,19,19,0.39,1.3222,0.24,1.3222,Verb,14.0,0.7,Verb.Adjective,14.6,14
strains,58,53,56,51,1.14,1.7709,0.63,1.7324,Noun,44.0,0.76,Noun.Verb,44.14,14
striding,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
stroked,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
subsided,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
subtitle,52,43,9,7,1.02,1.7243,0.51,1.6435,Noun,37.0,0.73,Noun.Verb,37.14,14
sullied,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Adjective,14.1,14
surrenders,19,19,18,18,0.37,1.301,0.23,1.301,Verb,14.0,0.74,Verb.Noun,14.5,14
surveyed,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Adjective,14.1,14
surveying,17,15,17,15,0.33,1.2553,0.18,1.2041,Verb,14.0,0.82,Verb.Adjective,14.3,14
sweetened,18,18,15,15,0.35,1.2788,0.21,1.2788,Verb,14.0,0.78,Verb.Adjective,14.4,14
swill,49,39,44,37,0.96,1.699,0.46,1.6021,Noun,34.0,0.69,Noun.Verb.Name,34.14.1,14
table,5387,2889,5136,2826,105.63,3.7314,34.44,3.4609,Noun,5365.0,1.0,Noun.Verb.Name,5365.14.1,14
tailoring,15,9,15,9,0.29,1.2041,0.11,1.0,Verb,14.0,0.93,Verb.Noun,14.1,14
tarnished,19,19,19,19,0.37,1.301,0.23,1.301,Verb,14.0,0.74,Verb.Adjective,14.5,14
texting,16,12,15,12,0.31,1.2304,0.14,1.1139,Verb,14.0,0.88,Verb.Noun.Name,14.1.1,14
thatch,38,8,6,5,0.75,1.5911,0.1,0.9542,Verb,14.0,0.37,Verb.Noun.Name,14.14.10,14
ticktock,19,11,9,4,0.37,1.301,0.13,1.0792,Verb,14.0,0.74,Verb.Noun,14.5,14
tinted,23,19,20,16,0.45,1.3802,0.23,1.301,Verb,14.0,0.61,Verb.Adjective,14.9,14
titrate,16,14,7,7,0.31,1.2304,0.17,1.1761,Verb,14.0,0.88,Verb.Noun.Adjective,14.1.1,14
trampling,17,17,17,17,0.33,1.2553,0.2,1.2553,Verb,14.0,0.82,Verb.Noun,14.3,14
transfuse,15,8,12,8,0.29,1.2041,0.1,0.9542,Verb,14.0,0.93,Verb.Noun,14.1,14
trembles,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
trespassed,16,15,16,15,0.31,1.2304,0.18,1.2041,Verb,14.0,0.88,Verb.Adjective,14.2,14
trussed,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
tuts,15,10,9,5,0.29,1.2041,0.12,1.0414,Verb,14.0,0.93,Verb.Name,14.1,14
twins,770,474,654,423,15.1,2.8871,5.65,2.6767,Noun,755.0,0.98,Noun.Verb,755.14,14
underlay,96,20,11,4,1.88,1.9868,0.24,1.3222,Noun,66.0,0.69,Noun.Name.Verb,66.16.14,14
undermined,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
undoing,35,34,33,32,0.69,1.5563,0.41,1.5441,Noun,21.0,0.6,Noun.Verb,21.14,14
unfolded,15,12,15,12,0.29,1.2041,0.14,1.1139,Verb,14.0,0.93,Verb.Adjective,14.1,14
unify,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
unleashing,17,14,12,11,0.33,1.2553,0.17,1.1761,Verb,14.0,0.82,Verb.Name.Adjective,14.2.1,14
unstrap,14,10,12,10,0.27,1.1761,0.12,1.0414,Verb,14.0,1.0,Verb,14,14
unveiled,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
upgrading,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,14.0,1.0,Verb,14,14
upping,14,14,11,11,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
vamp,47,34,39,30,0.92,1.6812,0.41,1.5441,Noun,31.0,0.66,Noun.Verb.Name,31.14.2,14
vandalizing,15,14,13,12,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Noun,14.1,14
vetted,15,15,15,15,0.29,1.2041,0.18,1.2041,Verb,14.0,0.93,Verb.Adjective,14.1,14
vying,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
waddle,23,15,22,14,0.45,1.3802,0.18,1.2041,Verb,14.0,0.61,Verb.Noun,14.9,14
wallop,42,36,39,34,0.82,1.6335,0.43,1.5682,Noun,28.0,0.67,Noun.Verb,28.14,14
wap,14,1,0,0,0.27,1.1761,0.01,0.301,Verb,14.0,1.0,Verb,14,14
warped,83,70,80,67,1.63,1.9243,0.83,1.8513,Adjective,69.0,0.83,Adjective.Verb,69.14,14
wavering,15,13,14,13,0.29,1.2041,0.15,1.1461,Verb,14.0,0.93,Verb.Noun,14.1,14
weaves,16,14,15,13,0.31,1.2304,0.17,1.1761,Verb,14.0,0.88,Verb.Noun,14.2,14
weeding,18,15,16,14,0.35,1.2788,0.18,1.2041,Verb,14.0,0.78,Verb.Noun,14.4,14
werewolf,227,55,210,52,4.45,2.3579,0.66,1.7482,Noun,201.0,0.9,Noun.Verb.Name,201.14.8,14
werewolves,77,35,58,31,1.51,1.8921,0.42,1.5563,Noun,59.0,0.78,Noun.Verb.Name,59.14.3,14
whod,2,1,0,0,0.04,0.4771,0.01,0.301,Verb,14.0,0.67,Verb.Noun.Name,14.6.1,14
wielding,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
winded,18,16,17,15,0.35,1.2788,0.19,1.2304,Verb,14.0,0.78,Verb.Adjective,14.4,14
wings,1003,635,947,607,19.67,3.0017,7.57,2.8035,Noun,990.0,0.99,Noun.Verb,990.14,14
winter,1337,839,1132,761,26.22,3.1265,10.0,2.9243,Noun,1262.0,0.95,Noun.Name.Verb,1262.58.14,14
women,9978,3827,8801,3599,195.65,3.9991,45.62,3.583,Noun,9948.0,1.0,Noun.Verb,9948.14,14
wrung,14,14,14,14,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
yanks,122,84,14,13,2.39,2.0899,1.0,1.9294,Noun,109.0,0.89,Noun.Verb,109.14,14
yech,14,14,0,0,0.27,1.1761,0.17,1.1761,Verb,14.0,1.0,Verb,14,14
yodel,43,22,31,18,0.84,1.6435,0.26,1.3617,Noun,20.0,0.47,Noun.Verb.Name,20.14.9,14
zips,17,12,12,11,0.33,1.2553,0.14,1.1139,Verb,14.0,0.82,Verb.Noun,14.3,14
aborting,13,11,10,9,0.25,1.1461,0.13,1.0792,Verb,13.0,1.0,Verb,13,13
accompanies,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
acknowledges,13,12,13,12,0.25,1.1461,0.14,1.1139,Verb,13.0,1.0,Verb,13,13
alienating,26,24,26,24,0.51,1.4314,0.29,1.3979,Verb,13.0,0.5,Verb.Adjective,13.13,13
asserts,13,12,12,11,0.25,1.1461,0.14,1.1139,Verb,13.0,1.0,Verb,13,13
astronaut,202,99,190,99,3.96,2.3075,1.18,2.0,Noun,182.0,0.91,Noun.Verb.Name,182.13.5,13
auctioning,14,13,13,12,0.27,1.1761,0.15,1.1461,Verb,13.0,0.93,Verb.Adjective,13.1,13
awol,117,85,3,3,2.29,2.0719,1.01,1.9345,Noun,53.0,0.45,Noun.Name.Verb,53.51.13,13
band,2724,1122,2485,1057,53.41,3.4354,13.38,3.0504,Noun,2705.0,0.99,Noun.Verb.Name,2705.13.1,13
begat,16,7,16,7,0.31,1.2304,0.08,0.9031,Verb,13.0,0.81,Verb.Noun,13.3,13
berate,13,13,11,11,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
biased,47,36,47,36,0.92,1.6812,0.43,1.5682,Adjective,34.0,0.72,Adjective.Verb,34.13,13
blabbering,14,11,14,11,0.27,1.1761,0.13,1.0792,Verb,13.0,0.93,Verb.Noun,13.1,13
blanked,13,8,13,8,0.25,1.1461,0.1,0.9542,Verb,13.0,1.0,Verb,13,13
boatswain,23,11,9,7,0.45,1.3802,0.13,1.0792,Verb,13.0,0.57,Verb.Noun.Name.Adjective,13.6.2.2,13
bolster,16,15,15,14,0.31,1.2304,0.18,1.2041,Verb,13.0,0.81,Verb.Noun,13.3,13
bonds,340,212,300,194,6.67,2.5328,2.53,2.3284,Noun,327.0,0.95,Noun.Verb.Name,327.13.4,13
books,3456,1783,3280,1743,67.76,3.5387,21.26,3.2514,Noun,3444.0,1.0,Noun.Verb,3444.13,13
border,876,462,842,450,17.18,2.943,5.51,2.6656,Noun,861.0,0.99,Noun.Verb,861.13,13
braking,23,16,17,15,0.45,1.3802,0.19,1.2304,Verb,13.0,0.57,Verb.Adjective.Name,13.8.2,13
broached,13,9,13,9,0.25,1.1461,0.11,1.0,Verb,13.0,1.0,Verb,13,13
buffed,15,15,14,14,0.29,1.2041,0.18,1.2041,Verb,13.0,0.87,Verb.Adjective,13.2,13
bullheaded,20,17,19,17,0.39,1.3222,0.2,1.2553,Verb,13.0,0.65,Verb.Adjective.Name,13.6.1,13
bunt,41,20,14,13,0.8,1.6232,0.24,1.3222,Name,16.0,0.4,Name.Verb.Noun,16.13.11,13
burps,21,19,16,14,0.41,1.3424,0.23,1.301,Verb,13.0,0.62,Verb.Noun,13.8,13
buttering,14,13,13,13,0.27,1.1761,0.15,1.1461,Verb,13.0,0.93,Verb.Noun,13.1,13
canoodling,17,7,14,7,0.33,1.2553,0.08,0.9031,Verb,13.0,0.76,Verb.Noun.Adjective,13.3.1,13
carjack,26,11,8,7,0.51,1.4314,0.13,1.0792,Verb,13.0,0.5,Verb.Name.Noun,13.9.4,13
chapped,19,15,18,15,0.37,1.301,0.18,1.2041,Verb,13.0,0.68,Verb.Adjective,13.6,13
chirp,30,15,17,14,0.59,1.4914,0.18,1.2041,Verb,13.0,0.43,Verb.Noun.Name,13.10.7,13
chiseled,19,16,18,15,0.37,1.301,0.19,1.2304,Verb,13.0,0.68,Verb.Adjective,13.6,13
chomping,14,13,11,10,0.27,1.1761,0.15,1.1461,Verb,13.0,0.93,Verb.Noun,13.1,13
chugging,15,15,13,13,0.29,1.2041,0.18,1.2041,Verb,13.0,0.87,Verb.Name.Adjective,13.1.1,13
clerking,15,14,14,13,0.29,1.2041,0.17,1.1761,Verb,13.0,0.87,Verb.Noun,13.2,13
clothing,553,429,529,417,10.84,2.7435,5.11,2.6335,Noun,540.0,0.98,Noun.Verb,540.13,13
clutter,48,34,34,31,0.94,1.6902,0.41,1.5441,Noun,30.0,0.63,Noun.Verb.Name,30.13.5,13
coincides,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
collapses,44,35,43,35,0.86,1.6532,0.42,1.5563,Noun,30.0,0.7,Noun.Verb,30.13,13
colonize,13,10,13,10,0.25,1.1461,0.12,1.0414,Verb,13.0,1.0,Verb,13,13
commuted,18,14,17,14,0.35,1.2788,0.17,1.1761,Verb,13.0,0.72,Verb.Adjective,13.5,13
compensating,18,16,15,14,0.35,1.2788,0.19,1.2304,Verb,13.0,0.68,Verb.Adjective,13.6,13
complied,13,11,13,11,0.25,1.1461,0.13,1.0792,Verb,13.0,1.0,Verb,13,13
complying,14,14,13,13,0.27,1.1761,0.17,1.1761,Verb,13.0,0.93,Verb.Noun,13.1,13
conceiving,13,12,13,12,0.25,1.1461,0.14,1.1139,Verb,13.0,1.0,Verb,13,13
confounded,54,41,48,37,1.06,1.7404,0.49,1.6232,Adjective,40.0,0.75,Adjective.Verb,40.13,13
consarn,15,2,6,2,0.29,1.2041,0.02,0.4771,Verb,13.0,0.87,Verb.Noun,13.2,13
consoled,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
constituted,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,13.0,0.81,Verb.Adjective,13.3,13
contradicts,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
corked,13,12,12,11,0.25,1.1461,0.14,1.1139,Verb,13.0,1.0,Verb,13,13
cosign,13,11,13,11,0.25,1.1461,0.13,1.0792,Verb,13.0,1.0,Verb,13,13
cred,15,13,15,13,0.29,1.2041,0.15,1.1461,Verb,13.0,0.87,Verb.Adjective,13.2,13
crib,316,212,305,211,6.2,2.5011,2.53,2.3284,Noun,296.0,0.94,Noun.Verb.Name,296.13.5,13
criticizes,14,13,14,13,0.27,1.1761,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
crowed,13,7,6,6,0.25,1.1461,0.08,0.9031,Verb,13.0,1.0,Verb,13,13
cumming,13,4,12,3,0.25,1.1461,0.05,0.699,Verb,13.0,1.0,Verb,13,13
damages,203,150,198,147,3.98,2.3096,1.79,2.179,Noun,190.0,0.94,Noun.Verb,190.13,13
decaying,36,34,36,34,0.71,1.5682,0.41,1.5441,Adjective,23.0,0.64,Adjective.Verb,23.13,13
declines,13,12,13,12,0.25,1.1461,0.14,1.1139,Verb,13.0,1.0,Verb,13,13
decommissioned,15,12,15,12,0.29,1.2041,0.14,1.1139,Verb,13.0,0.87,Verb.Adjective,13.2,13
deepen,13,13,11,11,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
deflate,13,11,12,10,0.25,1.1461,0.13,1.0792,Verb,13.0,1.0,Verb,13,13
degrades,12,12,12,12,0.24,1.1139,0.14,1.1139,Verb,13.0,1.0,Verb,13,13
depresses,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
detonates,17,15,17,15,0.33,1.2553,0.18,1.2041,Verb,13.0,0.76,Verb.Noun,13.4,13
deviated,22,20,22,20,0.43,1.3617,0.24,1.3222,Verb,13.0,0.59,Verb.Adjective,13.9,13
devours,13,10,13,10,0.25,1.1461,0.12,1.0414,Verb,13.0,1.0,Verb,13,13
dimmed,13,11,13,11,0.25,1.1461,0.13,1.0792,Verb,13.0,1.0,Verb,13,13
dimwit,38,31,33,28,0.75,1.5911,0.37,1.5051,Noun,22.0,0.58,Noun.Verb.Name,22.13.3,13
disapproves,13,12,13,12,0.25,1.1461,0.14,1.1139,Verb,13.0,1.0,Verb,13,13
discredited,19,19,19,19,0.37,1.301,0.23,1.301,Verb,13.0,0.68,Verb.Adjective,13.6,13
dishing,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
disinherit,14,10,13,9,0.27,1.1761,0.12,1.0414,Verb,13.0,1.0,Verb,13,13
dislodge,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
dislodged,15,13,15,13,0.29,1.2041,0.15,1.1461,Verb,13.0,0.87,Verb.Adjective,13.2,13
dispensing,15,15,14,14,0.29,1.2041,0.18,1.2041,Verb,13.0,0.87,Verb.Noun,13.2,13
disrobe,14,13,11,10,0.27,1.1761,0.15,1.1461,Verb,13.0,0.93,Verb.Noun,13.1,13
disrupts,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13.0,1.0,Verb,13,13
doling,20,18,13,13,0.39,1.3222,0.21,1.2788,Verb,13.0,0.65,Verb.Name,13.7,13
