Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adverb_freq
maliciously,12,12,11,11,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
masse,13,12,12,11,0.25,1.1461,0.14,1.1139,Adverb,12.0,0.92,Adverb.Name,12.1,12
obscenely,12,12,12,12,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
outwardly,12,12,9,9,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
overtly,12,11,12,11,0.24,1.1139,0.13,1.0792,Adverb,12.0,1.0,Adverb,12,12
patently,12,12,11,11,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
rhythmically,12,12,10,10,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
sensibly,12,12,12,12,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
solidly,13,13,12,12,0.25,1.1461,0.15,1.1461,Adverb,12.0,1.0,Adverb,12,12
structurally,12,12,12,12,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
thru,31,15,30,15,0.61,1.5051,0.18,1.2041,Preposition,19.0,0.61,Preposition.Adverb,19.12,12
vehemently,12,12,12,12,0.24,1.1139,0.14,1.1139,Adverb,12.0,1.0,Adverb,12,12
academically,11,10,9,8,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
accidently,11,10,11,10,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
adversely,11,11,11,11,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
annoyingly,11,11,11,11,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
chiefly,11,11,10,10,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
chronically,11,11,9,9,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
chronologically,11,11,8,8,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
convincingly,11,11,9,9,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
courageously,11,10,9,9,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
cunningly,11,11,10,10,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
dimly,12,12,11,11,0.24,1.1139,0.14,1.1139,Adverb,11.0,0.92,Adverb.Noun,11.1,11
earnestly,11,11,11,11,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
ex,640,351,511,318,12.55,2.8069,4.18,2.5465,Noun,478.0,0.75,Noun.Preposition.Adverb.Adjective,478.144.11.4,11
excellently,11,10,9,8,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
excruciatingly,11,11,10,10,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
expertly,11,11,9,9,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
flawlessly,11,10,11,10,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
forensically,11,11,7,7,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
globally,11,11,10,10,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
highest,646,533,622,518,12.67,2.8109,6.35,2.7275,Adjective,635.0,0.98,Adjective.Adverb,635.11,11
hotfoot,11,11,9,9,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
hourly,37,36,36,35,0.73,1.5798,0.43,1.5682,Adjective,26.0,0.7,Adjective.Adverb,26.11,11
housefly,9,7,9,7,0.18,1.0,0.08,0.9031,Adverb,11.0,1.0,Adverb,11,11
impulsively,11,11,10,10,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
incommunicado,12,11,11,10,0.24,1.1139,0.13,1.0792,Adverb,11.0,0.92,Adverb.Adjective,11.1,11
laterally,11,10,11,10,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
marginally,11,11,9,9,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
massively,11,11,10,10,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
mightily,11,11,11,11,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
northward,11,10,11,10,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
parte,15,13,15,13,0.29,1.2041,0.15,1.1461,Adverb,11.0,0.73,Adverb.Adjective.Noun,11.3.1,11
principally,11,11,10,10,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
prominently,11,11,11,11,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
resupply,18,13,16,13,0.35,1.2788,0.15,1.1461,Adverb,11.0,0.61,Adverb.Adjective,11.7,11
sarcastically,11,8,9,7,0.22,1.0792,0.1,0.9542,Adverb,11.0,1.0,Adverb,11,11
snidely,41,2,0,0,0.8,1.6232,0.02,0.4771,Name,30.0,0.73,Name.Adverb,30.11,11
soonest,11,11,11,11,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
summarily,11,11,11,11,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
superbly,11,10,10,9,0.22,1.0792,0.12,1.0414,Adverb,11.0,1.0,Adverb,11,11
superficially,11,11,8,8,0.22,1.0792,0.13,1.0792,Adverb,11.0,1.0,Adverb,11,11
terrifically,11,9,11,9,0.22,1.0792,0.11,1.0,Adverb,11.0,1.0,Adverb,11,11
tiddly,11,9,11,9,0.22,1.0792,0.11,1.0,Adverb,11.0,1.0,Adverb,11,11
abed,10,9,6,6,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
amicably,10,9,10,9,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
bally,17,15,10,9,0.33,1.2553,0.18,1.2041,Adverb,10.0,0.59,Adverb.Name,10.7,10
capita,15,13,15,13,0.29,1.2041,0.15,1.1461,Adverb,10.0,0.67,Adverb.Adjective,10.5,10
conservatively,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
constitutionally,10,10,10,10,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
contractually,10,10,6,6,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
disturbingly,10,10,8,8,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
eerily,10,10,10,10,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
effortlessly,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
externally,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
federally,10,9,10,9,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
intently,10,10,10,10,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
intermittently,10,10,8,8,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
irresponsibly,10,9,10,9,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
jealously,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
leisurely,29,28,29,28,0.57,1.4771,0.33,1.4624,Adjective,19.0,0.66,Adjective.Adverb,19.10,10
loyally,10,10,10,10,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
marvelously,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
mechanically,10,9,10,9,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
noticeably,10,9,9,8,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
obsessively,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
outrageously,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
painlessly,10,9,10,9,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
persistently,10,9,10,9,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
posthumously,10,10,7,7,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
righteously,10,10,10,10,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
rigorously,10,8,10,8,0.2,1.0414,0.1,0.9542,Adverb,10.0,1.0,Adverb,10,10
spectacularly,10,9,8,8,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
stagehand,28,10,12,6,0.55,1.4624,0.12,1.0414,Adjective,13.0,0.46,Adjective.Adverb.Name,13.10.5,10
unwillingly,10,10,8,8,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
wantonly,10,10,10,10,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
whereof,10,9,10,9,0.2,1.0414,0.11,1.0,Adverb,10.0,1.0,Adverb,10,10
woefully,10,10,10,10,0.2,1.0414,0.12,1.0414,Adverb,10.0,1.0,Adverb,10,10
ably,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
absentia,9,8,9,8,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
bimonthly,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
breathlessly,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
brighter,150,125,140,118,2.94,2.179,1.49,2.1004,Adjective,141.0,0.94,Adjective.Adverb,141.9,9
broadly,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
centerfold,34,24,33,23,0.67,1.5441,0.29,1.3979,Adjective,25.0,0.74,Adjective.Adverb,25.9,9
copiously,9,6,9,6,0.18,1.0,0.07,0.8451,Adverb,9.0,1.0,Adverb,9,9
cosmically,9,6,7,5,0.18,1.0,0.07,0.8451,Adverb,9.0,1.0,Adverb,9,9
crudely,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
devastatingly,9,8,7,7,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
dishonorably,9,8,7,7,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
disrespectfully,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
favourably,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
fearfully,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
flatly,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
following,2310,1667,2166,1590,45.29,3.3638,19.87,3.2222,Verb,1831.0,0.79,Verb.Adjective.Preposition.Noun.Adverb.Name,1831.386.41.41.9.1,9
furthest,32,31,31,30,0.63,1.5185,0.37,1.5051,Adjective,23.0,0.72,Adjective.Adverb,23.9,9
giggly,11,10,10,9,0.22,1.0792,0.12,1.0414,Adverb,9.0,0.82,Adverb.Adjective,9.2,9
grammatically,9,8,8,8,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
habitually,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
homeward,39,25,23,20,0.76,1.6021,0.3,1.415,Adjective,30.0,0.77,Adjective.Adverb,30.9,9
immeasurably,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
incoherently,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
infinitum,9,8,9,8,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
irrationally,9,8,9,8,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
joyfully,9,9,6,6,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
joyously,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
maniacally,9,6,9,6,0.18,1.0,0.07,0.8451,Adverb,9.0,1.0,Adverb,9,9
mode,263,198,236,187,5.16,2.4216,2.36,2.2989,Noun,254.0,0.97,Noun.Adverb,254.9,9
offside,11,8,8,7,0.22,1.0792,0.1,0.9542,Adverb,9.0,0.82,Adverb.Adjective,9.2,9
philosophically,10,7,7,6,0.2,1.0414,0.08,0.9031,Adverb,9.0,1.0,Adverb,9,9
phonetically,9,8,8,8,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
predominately,9,7,9,7,0.18,1.0,0.08,0.9031,Adverb,9.0,1.0,Adverb,9,9
psychotically,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
rashly,9,8,9,8,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
refreshingly,9,7,9,7,0.18,1.0,0.08,0.9031,Adverb,9.0,1.0,Adverb,9,9
reliably,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
singly,9,8,9,8,0.18,1.0,0.1,0.9542,Adverb,9.0,1.0,Adverb,9,9
strenuously,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
summa,9,9,5,5,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
swirly,14,9,14,9,0.27,1.1761,0.11,1.0,Adverb,9.0,0.64,Adverb.Adjective,9.5,9
tactically,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
tentatively,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
uncomfortably,9,9,8,8,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
unlawfully,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
unreasonably,9,9,9,9,0.18,1.0,0.11,1.0,Adverb,9.0,1.0,Adverb,9,9
unspeakably,10,10,8,8,0.2,1.0414,0.12,1.0414,Adverb,9.0,0.9,Adverb.Name,9.1,9
unsuccessfully,10,10,7,7,0.2,1.0414,0.12,1.0414,Adverb,9.0,1.0,Adverb,9,9
wickedly,10,10,9,9,0.2,1.0414,0.12,1.0414,Adverb,9.0,0.9,Adverb.Name,9.1,9
yearly,45,43,44,42,0.88,1.6628,0.51,1.6435,Adjective,35.0,0.8,Adjective.Adverb,35.9,9
abominably,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
abouts,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
alarmingly,8,7,7,7,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
bodily,108,97,105,96,2.12,2.0374,1.16,1.9912,Adjective,99.0,0.93,Adjective.Adverb,99.8,8
c,4675,1972,367,251,91.67,3.6699,23.51,3.2951,Letter,593.0,0.58,Letter.Name.Adverb.Number.Noun,593.425.8.1.1,8
certifiably,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
clumsily,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
compulsively,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
consecutively,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
conversely,8,8,5,5,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
deftly,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
distally,8,6,8,6,0.16,0.9542,0.07,0.8451,Adverb,8.0,1.0,Adverb,8,8
distantly,8,7,8,7,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
downwards,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
embarrassingly,8,8,6,6,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
empirically,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
farthest,42,39,42,39,0.82,1.6335,0.46,1.6021,Adjective,34.0,0.81,Adjective.Adverb,34.8,8
fearlessly,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
fervently,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
forcefully,8,7,6,6,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
gainfully,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
geologically,8,7,6,6,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
inordinately,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
inwardly,8,8,6,6,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
ipso,11,11,7,7,0.22,1.0792,0.13,1.0792,Adverb,8.0,0.73,Adverb.Noun,8.3,8
jokingly,8,7,5,5,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
justifiably,8,8,6,6,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
leastwise,8,8,1,1,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
legato,10,3,10,3,0.2,1.0414,0.04,0.6021,Adverb,8.0,0.8,Adverb.Adjective,8.2,8
majestically,8,6,8,6,0.16,0.9542,0.07,0.8451,Adverb,8.0,1.0,Adverb,8,8
morbidly,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
noisily,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
not,276673,8349,238427,8344,5424.96,5.442,99.54,3.9217,Not,282487.0,1.0,Not.Conjunction.Adverb.Noun,282487.415.8.4,8
organically,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
powerfully,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
preemptively,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
psychically,8,6,7,5,0.16,0.9542,0.07,0.8451,Adverb,8.0,1.0,Adverb,8,8
purposefully,8,7,8,7,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
resolutely,7,7,6,6,0.14,0.9031,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
reverently,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
rigidly,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
shyly,8,8,5,5,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
small,6373,3533,5893,3393,124.96,3.8044,42.12,3.5483,Adjective,6199.0,0.97,Adjective.Name.Adverb.Noun,6199.152.8.3,8
smartly,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
soberly,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
thusly,8,8,6,6,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
unimaginably,8,7,7,6,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
unpredictably,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
unselfishly,8,8,8,8,0.16,0.9542,0.1,0.9542,Adverb,8.0,1.0,Adverb,8,8
visibly,8,7,8,7,0.16,0.9542,0.08,0.9031,Adverb,8.0,1.0,Adverb,8,8
weekly,237,199,166,149,4.65,2.3766,2.37,2.301,Adjective,203.0,0.86,Adjective.Noun.Adverb.Name,203.25.8.1,8
wiggly,32,23,13,12,0.63,1.5185,0.27,1.3802,Name,16.0,0.5,Name.Adverb.Adjective,16.8.8,8
withstanding,15,15,15,15,0.29,1.2041,0.18,1.2041,Adverb,8.0,0.53,Adverb.Verb,8.7,8
artfully,7,6,6,5,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
backhand,37,31,34,29,0.73,1.5798,0.37,1.5051,Adjective,30.0,0.81,Adjective.Adverb,30.7,7
blooming,81,66,75,62,1.59,1.9138,0.79,1.8261,Adjective,49.0,0.6,Adjective.Verb.Adverb,49.25.7,7
brazenly,7,5,6,5,0.14,0.9031,0.06,0.7782,Adverb,7.0,1.0,Adverb,7,7
breathtakingly,7,5,5,3,0.14,0.9031,0.06,0.7782,Adverb,7.0,1.0,Adverb,7,7
brief,732,598,693,580,14.35,2.8651,7.13,2.7774,Adjective,559.0,0.77,Adjective.Verb.Noun.Adverb,559.135.29.7,7
ceaselessly,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
cheap,1848,1304,1668,1224,36.24,3.2669,15.55,3.1156,Adjective,1837.0,1.0,Adjective.Adverb,1837.7,7
coldly,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
comically,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
concurrently,7,5,5,4,0.14,0.9031,0.06,0.7782,Adverb,7.0,1.0,Adverb,7,7
considering,973,838,803,713,19.08,2.9886,9.99,2.9238,Conjunction,512.0,0.53,Conjunction.Verb.Preposition.Adverb,512.321.133.7,7
constructively,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
darkly,7,6,7,6,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
densely,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
diagonally,7,5,5,4,0.14,0.9031,0.06,0.7782,Adverb,7.0,1.0,Adverb,7,7
disastrously,7,6,6,5,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
domestically,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
eastward,7,7,6,6,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
fanatically,7,6,7,6,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
ferociously,7,6,6,5,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
grimly,7,7,6,6,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
harmoniously,7,4,6,4,0.14,0.9031,0.05,0.699,Adverb,7.0,1.0,Adverb,7,7
hitherto,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
indecently,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
inexorably,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
inextricably,7,6,7,6,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
meaningfully,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
nasally,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
neighbourly,10,8,10,8,0.2,1.0414,0.1,0.9542,Adverb,7.0,0.7,Adverb.Adjective,7.3,7
outback,47,29,34,23,0.92,1.6812,0.35,1.4771,Noun,39.0,0.85,Noun.Adverb,39.7,7
outwards,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
peculiarly,7,5,7,5,0.14,0.9031,0.06,0.7782,Adverb,7.0,1.0,Adverb,7,7
phenomenally,7,4,7,4,0.14,0.9031,0.05,0.699,Adverb,7.0,1.0,Adverb,7,7
playfully,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,7.0,0.88,Adverb.Name,7.1,7
queenly,7,6,7,6,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
reflectively,7,5,7,5,0.14,0.9031,0.06,0.7782,Adverb,7.0,1.0,Adverb,7,7
rhetorically,7,4,6,4,0.14,0.9031,0.05,0.699,Adverb,7.0,1.0,Adverb,7,7
scathingly,7,1,7,1,0.14,0.9031,0.01,0.301,Adverb,7.0,1.0,Adverb,7,7
scraggly,8,8,7,7,0.16,0.9542,0.1,0.9542,Adverb,7.0,0.88,Adverb.Adjective,7.1,7
scrupulously,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
seductively,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
serenely,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
sparingly,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
sparsely,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
stubbornly,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
subliminally,7,7,6,6,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
supernaturally,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
tearfully,7,7,4,4,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
thereabouts,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
uselessly,7,6,6,6,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
vainly,7,7,6,6,0.14,0.9031,0.08,0.9031,Adverb,7.0,1.0,Adverb,7,7
weaselly,12,10,12,10,0.24,1.1139,0.12,1.0414,Adverb,7.0,0.58,Adverb.Adjective,7.5,7
wilfully,7,6,6,5,0.14,0.9031,0.07,0.8451,Adverb,7.0,1.0,Adverb,7,7
afield,6,6,6,6,0.12,0.8451,0.07,0.8451,Adverb,6.0,1.0,Adverb,6,6
appreciatively,6,6,6,6,0.12,0.8451,0.07,0.8451,Adverb,6.0,1.0,Adverb,6,6
atrociously,6,6,6,6,0.12,0.8451,0.07,0.8451,Adverb,6.0,1.0,Adverb,6,6
barfly,6,4,6,4,0.12,0.8451,0.05,0.699,Adverb,6.0,1.0,Adverb,6,6
biweekly,6,6,4,4,0.12,0.8451,0.07,0.8451,Adverb,6.0,1.0,Adverb,6,6
bizarrely,6,6,6,6,0.12,0.8451,0.07,0.8451,Adverb,6.0,1.0,Adverb,6,6
boyishly,6,5,5,5,0.12,0.8451,0.06,0.7782,Adverb,6.0,1.0,Adverb,6,6
coherently,6,4,4,4,0.12,0.8451,0.05,0.699,Adverb,6.0,1.0,Adverb,6,6
conceptually,6,6,5,5,0.12,0.8451,0.07,0.8451,Adverb,6.0,1.0,Adverb,6,6
conventionally,6,6,6,6,0.12,0.8451,0.07,0.8451,Adverb,6.0,1.0,Adverb,6,6
