Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adverb_freq
soundly,35,31,35,31,0.69,1.5563,0.37,1.5051,Adverb,35.0,1.0,Adverb,35,35
thankfully,35,35,18,18,0.69,1.5563,0.42,1.5563,Adverb,35.0,1.0,Adverb,35,35
tighter,208,169,169,142,4.08,2.3201,2.01,2.2304,Adjective,169.0,0.83,Adjective.Adverb,169.35,35
unfairly,35,32,35,32,0.69,1.5563,0.38,1.5185,Adverb,35.0,1.0,Adverb,35,35
biologically,34,30,30,26,0.67,1.5441,0.36,1.4914,Adverb,34.0,1.0,Adverb,34,34
criminally,37,31,33,29,0.73,1.5798,0.37,1.5051,Adverb,34.0,0.92,Adverb.Name,34.3,34
ethically,34,33,27,27,0.67,1.5441,0.39,1.5315,Adverb,34.0,1.0,Adverb,34,34
moderately,34,30,30,27,0.67,1.5441,0.36,1.4914,Adverb,34.0,1.0,Adverb,34,34
squarely,35,33,34,32,0.69,1.5563,0.39,1.5315,Adverb,34.0,1.0,Adverb,34,34
tingly,35,29,33,28,0.69,1.5563,0.35,1.4771,Adverb,34.0,1.0,Adverb,34,34
boldly,33,32,31,30,0.65,1.5315,0.38,1.5185,Adverb,33.0,1.0,Adverb,33,33
collectively,33,26,31,24,0.65,1.5315,0.31,1.4314,Adverb,33.0,1.0,Adverb,33,33
divinely,33,26,31,26,0.65,1.5315,0.31,1.4314,Adverb,33.0,1.0,Adverb,33,33
eagerly,33,33,30,30,0.65,1.5315,0.39,1.5315,Adverb,33.0,1.0,Adverb,33,33
efficiently,33,33,32,32,0.65,1.5315,0.39,1.5315,Adverb,33.0,1.0,Adverb,33,33
evermore,34,25,31,22,0.67,1.5441,0.3,1.415,Adverb,33.0,1.0,Adverb,33,33
famously,32,29,30,28,0.63,1.5185,0.35,1.4771,Adverb,33.0,1.0,Adverb,33,33
foolishly,33,32,29,28,0.65,1.5315,0.38,1.5185,Adverb,33.0,1.0,Adverb,33,33
mistakenly,33,31,33,31,0.65,1.5315,0.37,1.5051,Adverb,33.0,1.0,Adverb,33,33
notoriously,33,33,32,32,0.65,1.5315,0.39,1.5315,Adverb,33.0,1.0,Adverb,33,33
parallel,224,164,216,160,4.39,2.3522,1.96,2.2175,Adjective,128.0,0.57,Adjective.Noun.Adverb.Verb,128.47.33.16,33
prior,422,336,379,312,8.27,2.6263,4.01,2.5276,Adjective,191.0,0.45,Adjective.Preposition.Adverb.Name,191.190.33.8,33
regrettably,33,32,16,15,0.65,1.5315,0.38,1.5185,Adverb,33.0,1.0,Adverb,33,33
reluctantly,33,32,25,24,0.65,1.5315,0.38,1.5185,Adverb,33.0,1.0,Adverb,33,33
similarly,33,23,22,17,0.65,1.5315,0.27,1.3802,Adverb,33.0,1.0,Adverb,33,33
systematically,33,32,33,32,0.65,1.5315,0.38,1.5185,Adverb,33.0,1.0,Adverb,33,33
clean,6183,3455,5587,3307,121.24,3.7913,41.19,3.5386,Adjective,3494.0,0.57,Adjective.Verb.Adverb.Noun,3494.2644.32.5,32
cully,57,4,1,1,1.12,1.7634,0.05,0.699,Adverb,32.0,0.56,Adverb.Name,32.25,32
fastest,298,234,279,222,5.84,2.4757,2.79,2.3711,Adjective,267.0,0.89,Adjective.Adverb,267.32,32
harshly,32,32,32,32,0.63,1.5185,0.38,1.5185,Adverb,32.0,1.0,Adverb,32,32
idly,32,31,31,30,0.63,1.5185,0.37,1.5051,Adverb,32.0,1.0,Adverb,32,32
indistinctly,33,22,30,21,0.65,1.5315,0.26,1.3617,Adverb,32.0,0.97,Adverb.Name,32.1,32
innocently,32,31,29,28,0.63,1.5185,0.37,1.5051,Adverb,32.0,1.0,Adverb,32,32
nightly,70,65,64,59,1.37,1.8513,0.77,1.8195,Adjective,38.0,0.54,Adjective.Adverb,38.32,32
radically,32,32,31,31,0.63,1.5185,0.38,1.5185,Adverb,32.0,1.0,Adverb,32,32
reportedly,32,30,31,29,0.63,1.5185,0.36,1.4914,Adverb,32.0,1.0,Adverb,32,32
substantially,32,29,31,28,0.63,1.5185,0.35,1.4771,Adverb,32.0,1.0,Adverb,32,32
unhappily,32,30,21,20,0.63,1.5185,0.36,1.4914,Adverb,32.0,1.0,Adverb,32,32
affectionately,31,31,25,25,0.61,1.5051,0.37,1.5051,Adverb,31.0,1.0,Adverb,31,31
cheaply,32,31,32,31,0.63,1.5185,0.37,1.5051,Adverb,31.0,1.0,Adverb,31,31
culturally,31,25,26,22,0.61,1.5051,0.3,1.415,Adverb,31.0,1.0,Adverb,31,31
extensively,31,30,26,26,0.61,1.5051,0.36,1.4914,Adverb,31.0,1.0,Adverb,31,31
faintly,31,26,23,20,0.61,1.5051,0.31,1.4314,Adverb,31.0,1.0,Adverb,31,31
lastly,31,28,17,16,0.61,1.5051,0.33,1.4624,Adverb,31.0,1.0,Adverb,31,31
nationwide,68,65,65,62,1.33,1.8388,0.77,1.8195,Adjective,37.0,0.54,Adjective.Adverb,37.31,31
needlessly,31,30,30,29,0.61,1.5051,0.36,1.4914,Adverb,31.0,1.0,Adverb,31,31
stupidly,31,30,30,29,0.61,1.5051,0.36,1.4914,Adverb,31.0,1.0,Adverb,31,31
unanimously,31,29,30,28,0.61,1.5051,0.35,1.4771,Adverb,31.0,1.0,Adverb,31,31
alphabetically,30,29,26,25,0.59,1.4914,0.35,1.4771,Adverb,30.0,1.0,Adverb,30,30
anxiously,31,31,28,28,0.61,1.5051,0.37,1.5051,Adverb,30.0,1.0,Adverb,30,30
coincidentally,30,27,18,17,0.59,1.4914,0.32,1.4472,Adverb,30.0,1.0,Adverb,30,30
economically,30,24,28,23,0.59,1.4914,0.29,1.3979,Adverb,30.0,1.0,Adverb,30,30
hideously,30,27,25,23,0.59,1.4914,0.32,1.4472,Adverb,30.0,1.0,Adverb,30,30
improperly,30,28,28,28,0.59,1.4914,0.33,1.4624,Adverb,30.0,1.0,Adverb,30,30
internationally,30,28,25,24,0.59,1.4914,0.33,1.4624,Adverb,30.0,1.0,Adverb,30,30
splendidly,31,29,30,29,0.61,1.5051,0.35,1.4771,Adverb,30.0,1.0,Adverb,30,30
uphill,48,42,45,40,0.94,1.6902,0.5,1.6335,Adverb,30.0,0.63,Adverb.Adjective,30.18,30
vicariously,31,28,30,27,0.61,1.5051,0.33,1.4624,Adverb,30.0,1.0,Adverb,30,30
carelessly,29,28,29,28,0.57,1.4771,0.33,1.4624,Adverb,29.0,1.0,Adverb,29,29
conceivably,29,28,27,26,0.57,1.4771,0.33,1.4624,Adverb,29.0,1.0,Adverb,29,29
hugely,29,28,28,27,0.57,1.4771,0.33,1.4624,Adverb,29.0,1.0,Adverb,29,29
implicitly,28,28,25,25,0.55,1.4624,0.33,1.4624,Adverb,29.0,1.0,Adverb,29,29
incognito,33,30,32,29,0.65,1.5315,0.36,1.4914,Adverb,29.0,0.88,Adverb.Adjective,29.4,29
molly,882,152,29,4,17.29,2.946,1.81,2.1847,Name,842.0,0.97,Name.Adverb.Noun,842.29.1,29
periodically,29,29,28,28,0.57,1.4771,0.35,1.4771,Adverb,29.0,1.0,Adverb,29,29
routinely,29,25,29,25,0.57,1.4771,0.3,1.415,Adverb,29.0,1.0,Adverb,29,29
securely,29,28,29,28,0.57,1.4771,0.33,1.4624,Adverb,29.0,1.0,Adverb,29,29
sharply,29,27,27,25,0.57,1.4771,0.32,1.4472,Adverb,29.0,1.0,Adverb,29,29
succinctly,29,24,25,21,0.57,1.4771,0.29,1.3979,Adverb,29.0,1.0,Adverb,29,29
verily,29,21,17,9,0.57,1.4771,0.25,1.3424,Adverb,29.0,1.0,Adverb,29,29
awry,28,26,26,24,0.55,1.4624,0.31,1.4314,Adverb,28.0,1.0,Adverb,28,28
contraire,28,27,28,27,0.55,1.4624,0.32,1.4472,Adverb,28.0,1.0,Adverb,28,28
dally,39,16,14,12,0.76,1.6021,0.19,1.2304,Adverb,28.0,0.72,Adverb.Name,28.11,28
delightfully,28,25,22,21,0.55,1.4624,0.3,1.415,Adverb,28.0,1.0,Adverb,28,28
doubly,28,27,27,26,0.55,1.4624,0.32,1.4472,Adverb,28.0,1.0,Adverb,28,28
excessively,28,24,28,24,0.55,1.4624,0.29,1.3979,Adverb,28.0,1.0,Adverb,28,28
grossly,28,27,25,24,0.55,1.4624,0.32,1.4472,Adverb,28.0,1.0,Adverb,28,28
hardest,342,310,328,299,6.71,2.5353,3.7,2.4928,Adjective,314.0,0.92,Adjective.Adverb,314.28,28
magnificently,28,27,28,27,0.55,1.4624,0.32,1.4472,Adverb,28.0,1.0,Adverb,28,28
recklessly,28,26,28,26,0.55,1.4624,0.31,1.4314,Adverb,28.0,1.0,Adverb,28,28
terminally,28,27,25,25,0.55,1.4624,0.32,1.4472,Adverb,28.0,1.0,Adverb,28,28
viciously,28,27,26,26,0.55,1.4624,0.32,1.4472,Adverb,28.0,1.0,Adverb,28,28
wooly,33,7,5,4,0.65,1.5315,0.08,0.9031,Adverb,28.0,0.85,Adverb.Name.Adjective,28.3.2,28
adequately,27,26,26,25,0.53,1.4472,0.31,1.4314,Adverb,27.0,1.0,Adverb,27,27
nationally,27,26,24,23,0.53,1.4472,0.31,1.4314,Adverb,27.0,1.0,Adverb,27,27
neighborly,34,32,32,31,0.67,1.5441,0.38,1.5185,Adverb,27.0,0.82,Adverb.Adjective,27.6,27
opposite,775,650,754,635,15.2,2.8899,7.75,2.8136,Adjective,547.0,0.71,Adjective.Noun.Preposition.Adverb,547.152.47.27,27
relentlessly,27,27,25,25,0.53,1.4472,0.32,1.4472,Adverb,27.0,1.0,Adverb,27,27
shockingly,27,26,18,17,0.53,1.4472,0.31,1.4314,Adverb,27.0,1.0,Adverb,27,27
understandably,27,27,20,20,0.53,1.4472,0.32,1.4472,Adverb,27.0,1.0,Adverb,27,27
universally,27,25,26,24,0.53,1.4472,0.3,1.415,Adverb,27.0,1.0,Adverb,27,27
amok,26,20,19,19,0.51,1.4314,0.24,1.3222,Adverb,26.0,1.0,Adverb,26,26
candidly,26,23,21,18,0.51,1.4314,0.27,1.3802,Adverb,26.0,1.0,Adverb,26,26
de,2161,942,1515,752,42.37,3.3349,11.23,2.9745,Name,1684.0,0.78,Name.Unclassified.Noun.Adjective.Adverb,1684.332.80.33.26,26
indirectly,26,25,21,20,0.51,1.4314,0.3,1.415,Adverb,26.0,1.0,Adverb,26,26
interestingly,26,23,15,13,0.51,1.4314,0.27,1.3802,Adverb,26.0,1.0,Adverb,26,26
moly,42,30,23,21,0.82,1.6335,0.36,1.4914,Adverb,26.0,0.65,Adverb.Name.Adjective,26.13.1,26
realistically,25,25,19,19,0.49,1.415,0.3,1.415,Adverb,26.0,1.0,Adverb,26,26
religiously,26,26,26,26,0.51,1.4314,0.31,1.4314,Adverb,26.0,1.0,Adverb,26,26
richly,26,24,26,24,0.51,1.4314,0.29,1.3979,Adverb,26.0,1.0,Adverb,26,26
royally,26,26,22,22,0.51,1.4314,0.31,1.4314,Adverb,26.0,1.0,Adverb,26,26
stiff,523,449,500,434,10.25,2.7193,5.35,2.6532,Adjective,459.0,0.88,Adjective.Noun.Adverb.Name,459.33.26.2,26
strong,4430,2684,4156,2606,86.86,3.6465,32.0,3.4289,Adjective,4382.0,0.99,Adjective.Adverb.Name,4382.26.19,26
thrice,26,20,18,15,0.51,1.4314,0.24,1.3222,Adverb,26.0,1.0,Adverb,26,26
unjustly,26,24,23,21,0.51,1.4314,0.29,1.3979,Adverb,26.0,1.0,Adverb,26,26
vastly,26,26,25,25,0.51,1.4314,0.31,1.4314,Adverb,26.0,1.0,Adverb,26,26
vividly,26,25,25,24,0.51,1.4314,0.3,1.415,Adverb,26.0,1.0,Adverb,26,26
willfully,26,25,25,24,0.51,1.4314,0.3,1.415,Adverb,26.0,1.0,Adverb,26,26
aground,25,19,25,19,0.49,1.415,0.23,1.301,Adverb,25.0,1.0,Adverb,25,25
annually,25,24,25,24,0.49,1.415,0.29,1.3979,Adverb,25.0,1.0,Adverb,25,25
beneath,593,465,518,417,11.63,2.7738,5.54,2.6684,Preposition,567.0,0.96,Preposition.Adverb,567.25,25
cheerfully,25,23,25,23,0.49,1.415,0.27,1.3802,Adverb,25.0,1.0,Adverb,25,25
cold,6638,3509,6101,3347,130.16,3.8221,41.83,3.5453,Adjective,5351.0,0.81,Adjective.Noun.Name.Adverb,5351.1232.25.25,25
inherently,25,24,25,24,0.49,1.415,0.29,1.3979,Adverb,25.0,1.0,Adverb,25,25
squirrelly,26,26,26,26,0.51,1.4314,0.31,1.4314,Adverb,25.0,0.96,Adverb.Adjective,25.1,25
ter,38,17,17,7,0.75,1.5911,0.2,1.2553,Adverb,25.0,1.0,Adverb,25,25
wherein,25,22,21,19,0.49,1.415,0.26,1.3617,Adverb,25.0,1.0,Adverb,25,25
al,5306,821,144,70,104.04,3.7248,9.79,2.9149,Name,5133.0,0.97,Name.Unclassified.Adverb.Adjective,5133.125.24.2,24
blatantly,24,20,18,18,0.47,1.3979,0.24,1.3222,Adverb,24.0,1.0,Adverb,24,24
bluntly,25,23,24,22,0.49,1.415,0.27,1.3802,Adverb,24.0,0.96,Adverb.Adjective,24.1,24
cleanly,25,25,23,23,0.49,1.415,0.3,1.415,Adverb,24.0,0.96,Adverb.Adjective,24.1,24
creatively,24,21,21,19,0.47,1.3979,0.25,1.3424,Adverb,24.0,1.0,Adverb,24,24
cruelly,24,24,24,24,0.47,1.3979,0.29,1.3979,Adverb,24.0,1.0,Adverb,24,24
frantically,24,24,23,23,0.47,1.3979,0.29,1.3979,Adverb,24.0,1.0,Adverb,24,24
horizontally,24,20,21,18,0.47,1.3979,0.24,1.3222,Adverb,24.0,1.0,Adverb,24,24
intelligently,23,21,23,21,0.45,1.3802,0.25,1.3424,Adverb,24.0,1.0,Adverb,24,24
inward,40,33,36,30,0.78,1.6128,0.39,1.5315,Adverb,24.0,0.6,Adverb.Adjective,24.16,24
lowest,225,188,211,181,4.41,2.3541,2.24,2.2765,Adjective,202.0,0.89,Adjective.Adverb,202.24,24
musically,24,17,22,16,0.47,1.3979,0.2,1.2553,Adverb,24.0,1.0,Adverb,24,24
nervously,24,24,22,22,0.47,1.3979,0.29,1.3979,Adverb,24.0,1.0,Adverb,24,24
unduly,24,23,23,22,0.47,1.3979,0.27,1.3802,Adverb,24.0,1.0,Adverb,24,24
vertically,24,22,20,19,0.47,1.3979,0.26,1.3617,Adverb,24.0,1.0,Adverb,24,24
warmly,24,19,24,19,0.47,1.3979,0.23,1.301,Adverb,24.0,1.0,Adverb,24,24
wrongfully,25,21,25,21,0.49,1.415,0.25,1.3424,Adverb,24.0,1.0,Adverb,24,24
definitively,23,21,19,17,0.45,1.3802,0.25,1.3424,Adverb,23.0,1.0,Adverb,23,23
f,2579,849,895,149,50.57,3.4116,10.12,2.9294,Letter,1035.0,0.91,Letter.Name.Adverb,1035.77.23,23
hereabouts,23,21,23,21,0.45,1.3802,0.25,1.3424,Adverb,23.0,1.0,Adverb,23,23
modestly,23,21,21,19,0.45,1.3802,0.25,1.3424,Adverb,23.0,1.0,Adverb,23,23
rudely,23,22,23,22,0.45,1.3802,0.26,1.3617,Adverb,23.0,1.0,Adverb,23,23
strategically,23,20,20,19,0.45,1.3802,0.24,1.3222,Adverb,23.0,1.0,Adverb,23,23
swimmingly,24,22,20,19,0.47,1.3979,0.26,1.3617,Adverb,23.0,1.0,Adverb,23,23
westward,24,24,16,16,0.47,1.3979,0.29,1.3979,Adverb,23.0,0.96,Adverb.Adjective,23.1,23
electrically,22,13,21,12,0.43,1.3617,0.15,1.1461,Adverb,22.0,1.0,Adverb,22,22
fore,135,96,78,60,2.65,2.1335,1.14,1.9868,Noun,61.0,0.45,Noun.Interjection.Adverb.Adjective,61.43.22.9,22
ideally,22,22,17,17,0.43,1.3617,0.26,1.3617,Adverb,22.0,1.0,Adverb,22,22
incessantly,22,20,21,19,0.43,1.3617,0.24,1.3222,Adverb,22.0,1.0,Adverb,22,22
nobly,22,21,20,19,0.43,1.3617,0.25,1.3424,Adverb,22.0,1.0,Adverb,22,22
notably,22,19,21,19,0.43,1.3617,0.23,1.301,Adverb,22.0,1.0,Adverb,22,22
regretfully,22,21,14,14,0.43,1.3617,0.25,1.3424,Adverb,22.0,1.0,Adverb,22,22
stark,331,91,49,46,6.49,2.5211,1.08,1.9638,Name,268.0,0.82,Name.Adjective.Adverb,268.38.22,22
subtly,22,22,21,21,0.43,1.3617,0.26,1.3617,Adverb,22.0,1.0,Adverb,22,22
suspiciously,22,22,21,21,0.43,1.3617,0.26,1.3617,Adverb,22.0,1.0,Adverb,22,22
thin,1029,803,957,765,20.18,3.0128,9.57,2.9053,Adjective,944.0,0.92,Adjective.Verb.Adverb,944.61.22,22
throughout,548,465,488,423,10.75,2.7396,5.54,2.6684,Preposition,526.0,0.96,Preposition.Adverb,526.22,22
vitally,22,22,21,21,0.43,1.3617,0.26,1.3617,Adverb,22.0,1.0,Adverb,22,22
abundantly,21,21,21,21,0.41,1.3424,0.25,1.3424,Adverb,21.0,1.0,Adverb,21,21
admirably,21,20,20,19,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
aimlessly,21,21,21,21,0.41,1.3424,0.25,1.3424,Adverb,21.0,1.0,Adverb,21,21
clockwise,26,21,17,15,0.51,1.4314,0.25,1.3424,Adverb,21.0,0.81,Adverb.Adjective,21.5,21
cum,104,63,68,54,2.04,2.0212,0.75,1.8062,Unclassified,81.0,0.79,Unclassified.Adverb,81.21,21
decently,21,20,20,19,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
doubtless,21,20,12,12,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
downwind,28,27,24,24,0.55,1.4624,0.32,1.4472,Adverb,21.0,0.75,Adverb.Adjective,21.7,21
eloquently,21,20,17,17,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
fluently,21,19,14,12,0.41,1.3424,0.23,1.301,Adverb,21.0,1.0,Adverb,21,21
honorably,21,20,20,19,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
inexplicably,21,21,20,20,0.41,1.3424,0.25,1.3424,Adverb,21.0,1.0,Adverb,21,21
laude,32,30,28,26,0.63,1.5185,0.36,1.4914,Adverb,21.0,0.66,Adverb.Verb.Name,21.9.2,21
legitimately,21,19,18,17,0.41,1.3424,0.23,1.301,Adverb,21.0,1.0,Adverb,21,21
length,358,270,349,263,7.02,2.5551,3.22,2.433,Noun,337.0,0.94,Noun.Adverb,337.21,21
monumentally,21,17,20,16,0.41,1.3424,0.2,1.2553,Adverb,21.0,1.0,Adverb,21,21
oft,21,18,18,15,0.41,1.3424,0.21,1.2788,Adverb,21.0,1.0,Adverb,21,21
orally,21,20,21,20,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
pathetically,21,21,21,21,0.41,1.3424,0.25,1.3424,Adverb,21.0,1.0,Adverb,21,21
responsibly,21,20,21,20,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
selfishly,21,21,17,17,0.41,1.3424,0.25,1.3424,Adverb,21.0,1.0,Adverb,21,21
suite,849,442,743,409,16.65,2.9294,5.27,2.6464,Noun,826.0,0.97,Noun.Adverb.Name.Adjective,826.21.1.1,21
tout,55,45,39,33,1.08,1.7482,0.54,1.6628,Noun,22.0,0.4,Noun.Adverb.Verb.Unclassified,22.21.7.5,21
unwittingly,21,20,19,19,0.41,1.3424,0.24,1.3222,Adverb,21.0,1.0,Adverb,21,21
vigorously,21,21,20,20,0.41,1.3424,0.25,1.3424,Adverb,21.0,1.0,Adverb,21,21
abnormally,20,19,18,18,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
angrily,20,17,20,17,0.39,1.3222,0.2,1.2553,Adverb,20.0,1.0,Adverb,20,20
aptly,20,19,16,15,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
bilaterally,20,19,20,19,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
categorically,20,18,19,17,0.39,1.3222,0.21,1.2788,Adverb,20.0,1.0,Adverb,20,20
cautiously,20,19,19,18,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
comparatively,20,20,19,19,0.39,1.3222,0.24,1.3222,Adverb,20.0,1.0,Adverb,20,20
fantastically,20,16,16,15,0.39,1.3222,0.19,1.2304,Adverb,20.0,1.0,Adverb,20,20
fashionably,20,19,14,14,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
favorably,20,17,18,16,0.39,1.3222,0.2,1.2553,Adverb,20.0,1.0,Adverb,20,20
heck,925,607,742,538,18.14,2.9666,7.24,2.7839,Noun,903.0,0.98,Noun.Adverb.Name,903.20.2,20
herein,21,21,14,14,0.41,1.3424,0.25,1.3424,Adverb,20.0,1.0,Adverb,20,20
impossibly,20,19,19,18,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
oftentimes,20,20,18,18,0.39,1.3222,0.24,1.3222,Adverb,20.0,1.0,Adverb,20,20
onwards,20,18,17,15,0.39,1.3222,0.21,1.2788,Adverb,20.0,1.0,Adverb,20,20
progressively,20,18,20,18,0.39,1.3222,0.21,1.2788,Adverb,20.0,1.0,Adverb,20,20
shamelessly,20,20,19,19,0.39,1.3222,0.24,1.3222,Adverb,20.0,1.0,Adverb,20,20
supremely,20,19,20,19,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
tenfold,24,22,22,21,0.47,1.3979,0.26,1.3617,Adverb,20.0,0.83,Adverb.Adjective,20.4,20
unconditionally,20,19,18,17,0.39,1.3222,0.23,1.301,Adverb,20.0,1.0,Adverb,20,20
unintentionally,20,18,18,17,0.39,1.3222,0.21,1.2788,Adverb,20.0,1.0,Adverb,20,20
anon,20,8,10,6,0.39,1.3222,0.1,0.9542,Adverb,19.0,0.95,Adverb.Adjective,19.1,19
arguably,19,19,13,13,0.37,1.301,0.23,1.301,Adverb,19.0,1.0,Adverb,19,19
blank,495,390,465,373,9.71,2.6955,4.65,2.5922,Adjective,437.0,0.88,Adjective.Noun.Adverb.Verb,437.23.19.17,19
conclusively,19,18,19,18,0.37,1.301,0.21,1.2788,Adverb,19.0,1.0,Adverb,19,19
cordially,19,16,9,9,0.37,1.301,0.19,1.2304,Adverb,19.0,1.0,Adverb,19,19
exponentially,19,19,19,19,0.37,1.301,0.23,1.301,Adverb,19.0,1.0,Adverb,19,19
fatally,19,19,17,17,0.37,1.301,0.23,1.301,Adverb,19.0,1.0,Adverb,19,19
gaily,19,14,15,11,0.37,1.301,0.17,1.1761,Adverb,19.0,1.0,Adverb,19,19
inappropriately,19,19,19,19,0.37,1.301,0.23,1.301,Adverb,19.0,1.0,Adverb,19,19
keenly,19,19,19,19,0.37,1.301,0.23,1.301,Adverb,19.0,1.0,Adverb,19,19
meticulously,19,19,17,17,0.37,1.301,0.23,1.301,Adverb,19.0,1.0,Adverb,19,19
naturel,22,20,18,18,0.43,1.3617,0.24,1.3222,Adverb,19.0,0.86,Adverb.Adjective.Noun,19.2.1,19
point,12063,5202,11289,5072,236.53,4.0815,62.02,3.7163,Noun,10826.0,0.9,Noun.Verb.Name.Adverb.Adjective,10826.1053.148.19.4,19
predominantly,19,15,18,14,0.37,1.301,0.18,1.2041,Adverb,19.0,1.0,Adverb,19,19
racially,19,18,17,16,0.37,1.301,0.21,1.2788,Adverb,19.0,1.0,Adverb,19,19
tastefully,19,18,18,17,0.37,1.301,0.21,1.2788,Adverb,19.0,1.0,Adverb,19,19
technologically,19,18,14,13,0.37,1.301,0.21,1.2788,Adverb,19.0,1.0,Adverb,19,19
thereto,19,12,19,12,0.37,1.301,0.14,1.1139,Adverb,19.0,1.0,Adverb,19,19
brightest,110,103,107,100,2.16,2.0453,1.23,2.017,Adjective,92.0,0.84,Adjective.Adverb,92.18,18
classically,18,16,16,14,0.35,1.2788,0.19,1.2304,Adverb,18.0,1.0,Adverb,18,18
covertly,18,16,16,14,0.35,1.2788,0.19,1.2304,Adverb,18.0,1.0,Adverb,18,18
deliciously,18,17,15,14,0.35,1.2788,0.2,1.2553,Adverb,18.0,1.0,Adverb,18,18
diem,107,37,49,29,2.1,2.0334,0.44,1.5798,Name,51.0,0.48,Name.Interjection.Adverb.Noun.Adjective,51.28.18.9.1,18
diligently,18,16,17,15,0.35,1.2788,0.19,1.2304,Adverb,18.0,1.0,Adverb,18,18
downward,60,55,58,54,1.18,1.7853,0.66,1.7482,Adjective,42.0,0.7,Adjective.Adverb,42.18,18
explicitly,18,18,18,18,0.35,1.2788,0.21,1.2788,Adverb,18.0,1.0,Adverb,18,18
gratis,18,16,13,12,0.35,1.2788,0.19,1.2304,Adverb,18.0,1.0,Adverb,18,18
herewith,18,17,15,14,0.35,1.2788,0.2,1.2553,Adverb,18.0,1.0,Adverb,18,18
hyper,45,30,41,28,0.88,1.6628,0.36,1.4914,Adjective,27.0,0.6,Adjective.Adverb,27.18,18
offline,22,18,22,18,0.43,1.3617,0.21,1.2788,Adverb,18.0,0.82,Adverb.Adjective,18.4,18
raving,161,138,154,135,3.16,2.2095,1.65,2.143,Verb,92.0,0.57,Verb.Adjective.Adverb,92.51.18,18
ruthlessly,18,18,17,17,0.35,1.2788,0.21,1.2788,Adverb,18.0,1.0,Adverb,18,18
symbolically,19,17,14,14,0.37,1.301,0.2,1.2553,Adverb,18.0,1.0,Adverb,18,18
underfoot,18,18,18,18,0.35,1.2788,0.21,1.2788,Adverb,18.0,1.0,Adverb,18,18
unknowingly,18,16,18,16,0.35,1.2788,0.19,1.2304,Adverb,18.0,1.0,Adverb,18,18
valiantly,18,17,18,17,0.35,1.2788,0.2,1.2553,Adverb,18.0,1.0,Adverb,18,18
weakly,20,19,16,15,0.39,1.3222,0.23,1.301,Adverb,18.0,0.9,Adverb.Name,18.2,18
weirdly,18,16,16,15,0.35,1.2788,0.19,1.2304,Adverb,18.0,1.0,Adverb,18,18
whither,18,17,6,6,0.35,1.2788,0.2,1.2553,Adverb,18.0,1.0,Adverb,18,18
amply,18,18,18,18,0.35,1.2788,0.21,1.2788,Adverb,17.0,1.0,Adverb,17,17
arbitrarily,17,17,17,17,0.33,1.2553,0.2,1.2553,Adverb,17.0,1.0,Adverb,17,17
aright,17,9,8,6,0.33,1.2553,0.11,1.0,Adverb,17.0,1.0,Adverb,17,17
beside,774,611,718,570,15.18,2.8893,7.28,2.7868,Preposition,763.0,0.98,Preposition.Adverb,763.17,17
charmingly,17,16,16,15,0.33,1.2553,0.19,1.2304,Adverb,17.0,1.0,Adverb,17,17
counterclockwise,22,19,17,16,0.43,1.3617,0.23,1.301,Adverb,17.0,0.77,Adverb.Adjective,17.5,17
deliriously,17,12,16,11,0.33,1.2553,0.14,1.1139,Adverb,17.0,1.0,Adverb,17,17
emphatically,18,18,16,16,0.35,1.2788,0.21,1.2788,Adverb,17.0,1.0,Adverb,17,17
incorrectly,17,16,17,16,0.33,1.2553,0.19,1.2304,Adverb,17.0,1.0,Adverb,17,17
involuntarily,17,14,16,13,0.33,1.2553,0.17,1.1761,Adverb,17.0,1.0,Adverb,17,17
irrevocably,17,17,15,15,0.33,1.2553,0.2,1.2553,Adverb,17.0,1.0,Adverb,17,17
justly,17,17,16,16,0.33,1.2553,0.2,1.2553,Adverb,17.0,1.0,Adverb,17,17
liberally,17,13,17,13,0.33,1.2553,0.15,1.1461,Adverb,17.0,1.0,Adverb,17,17
