Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Adjective_freq,Web_freq
congruent,9,7,adjective,9,9,389497.0
discernible,9,7,adjective,9,9,377403.0
fertilized,17,14,adjective.verb,9.8,9,372070.0
bustier,9,6,adjective,9,9,371260.0
vitreous,9,9,adjective,9,9,367771.0
unequivocal,9,9,adjective,9,9,366289.0
cornered,117,111,verb.adjective,108.9,9,364343.0
indiscriminate,9,9,adjective,9,9,362105.0
streetwise,9,8,adjective,9,9,356432.0
blacklisted,23,10,verb.adjective.name,11.9.3,9,355881.0
tantalizing,15,13,adjective.verb,9.6,9,351201.0
retreating,48,35,verb.adjective,39.9,9,347361.0
manmade,9,9,adjective,9,9,347061.0
gabby,87,39,name.adjective,78.9,9,336756.0
illegible,9,8,adjective,9,9,335268.0
carbonated,15,13,adjective.verb,9.5,9,326985.0
heretical,9,8,adjective,9,9,312516.0
astounded,12,12,adjective.verb,9.3,9,305221.0
inboard,10,8,adjective.adverb,9.1,9,299263.0
moorish,11,7,adjective.verb,9.2,9,294619.0
bolshevik,22,11,noun.adjective,13.9,9,293744.0
yellowing,9,8,adjective,9,9,290954.0
terse,8,6,adjective,9,9,287692.0
bookish,9,6,adjective,9,9,285480.0
mercurial,9,7,adjective,9,9,279942.0
etruscan,13,10,adjective.noun,9.4,9,276080.0
wealthier,9,9,adjective,9,9,276038.0
denser,9,8,adjective,9,9,273673.0
bucking,64,55,verb.adjective,55.9,9,261147.0
febrile,10,10,adjective.noun,9.1,9,228433.0
culpable,10,9,adjective.name,9.1,9,222092.0
wistful,9,9,adjective,9,9,219671.0
spilt,42,37,verb.adjective,33.9,9,214786.0
unmanageable,9,9,adjective,9,9,212981.0
genocidal,9,8,adjective,9,9,209869.0
deviated,22,20,verb.adjective,13.9,9,209854.0
answerable,9,8,adjective,9,9,203618.0
tater,25,20,name.adjective.noun,10.9.6,9,200207.0
unpretentious,9,9,adjective,9,9,194069.0
shrieking,41,28,verb.adjective,32.9,9,188562.0
sunlit,9,8,adjective,9,9,187476.0
dented,38,35,verb.adjective,29.9,9,185024.0
ashen,9,3,adjective,9,9,184747.0
punky,15,9,adjective.name,9.6,9,183430.0
prerecorded,12,11,adjective.verb.name,9.2.1,9,183348.0
underfunded,9,9,adjective,9,9,182311.0
lumbering,12,11,adjective.verb,9.3,9,180811.0
saracen,38,8,noun.adjective.name,23.9.6,9,179031.0
amoral,10,9,adjective.noun,9.1,9,178691.0
limbic,9,7,adjective,9,9,178571.0
thinnest,9,9,adjective,9,9,178135.0
butchered,78,74,verb.adjective.name,69.9.1,9,176584.0
nightmarish,11,11,adjective.verb,9.2,9,174255.0
indefensible,9,9,adjective,9,9,172768.0
abhorrent,9,9,adjective,9,9,167235.0
nuptial,9,9,adjective,9,9,163369.0
bawdy,9,8,adjective,9,9,160667.0
fancier,12,12,adjective.noun,9.3,9,156511.0
ineffable,10,6,adjective.name,9.1,9,155869.0
courtly,9,4,adjective,9,9,152172.0
nubile,9,7,adjective,9,9,147922.0
unfailing,9,9,adjective,9,9,147866.0
quintus,9,4,adjective,9,9,146657.0
leathery,9,9,adjective,9,9,143996.0
unoriginal,10,10,adjective.name,9.1,9,143525.0
strangling,68,60,verb.adjective,59.9,9,143445.0
rubbery,9,9,adjective,9,9,142985.0
zapped,36,34,verb.adjective,27.9,9,141745.0
listless,9,9,adjective,9,9,141408.0
miffed,32,25,verb.adjective.name,21.9.2,9,141073.0
bloodied,28,26,verb.adjective,19.9,9,140801.0
meteoric,9,9,adjective,9,9,135202.0
mugging,57,41,noun.verb.adjective.name,27.19.9.1,9,133162.0
abyssinian,9,7,adjective,9,9,128656.0
addled,11,11,adjective.verb,9.2,9,125205.0
jaunty,9,9,adjective,9,9,124381.0
sunburned,20,17,verb.adjective,11.9,9,116502.0
constipated,44,32,verb.adjective.name,29.9.6,9,116339.0
perfunctory,9,8,adjective,9,9,114409.0
unflattering,9,8,adjective,9,9,112402.0
gurgling,28,21,verb.adjective,19.9,9,111054.0
subtler,9,9,adjective,9,9,108719.0
itsy,10,7,adjective.noun,9.1,9,104122.0
hexavalent,9,2,adjective,9,9,102527.0
saphenous,9,8,adjective,9,9,98265.0
reoccurring,11,11,adjective.verb,9.2,9,98143.0
galling,9,9,adjective,9,9,95784.0
brawny,9,9,adjective,9,9,95700.0
piquant,10,9,adjective.noun,9.1,9,95462.0
chromic,9,8,adjective,9,9,94414.0
gelatinous,9,8,adjective,9,9,92077.0
unburned,9,7,adjective,9,9,91797.0
moonie,12,10,adjective.noun,9.3,9,90848.0
treasonous,9,9,adjective,9,9,90359.0
ruder,9,8,adjective,9,9,89666.0
floaty,10,8,adjective.noun,9.1,9,88210.0
irksome,9,7,adjective,9,9,84386.0
neediest,10,10,adjective.name,9.1,9,83048.0
compos,9,9,adjective,9,9,82701.0
noncommissioned,9,5,adjective,9,9,82074.0
briefest,9,9,adjective,9,9,81775.0
ashy,9,8,adjective,9,9,80837.0
dispensable,9,8,adjective,9,9,79135.0
copernican,9,1,adjective,9,9,78047.0
purty,11,11,adjective.noun,9.2,9,76953.0
hysteric,9,7,adjective,9,9,75880.0
greenest,9,8,adjective,9,9,75266.0
redid,24,22,noun.adjective,15.9,9,75136.0
barmy,9,6,adjective,9,9,75129.0
disbarred,56,46,verb.adjective.name,45.9.2,9,74462.0
puerile,14,13,adjective.noun,9.5,9,72720.0
misspent,10,10,adjective.noun,9.1,9,72616.0
throaty,9,7,adjective,9,9,71710.0
tizzy,9,9,adjective,9,9,70708.0
sugarless,9,6,adjective,9,9,69061.0
undigested,9,9,adjective,9,9,64543.0
scurrilous,9,8,adjective,9,9,62994.0
humblest,9,7,adjective,9,9,60751.0
drippy,10,10,adjective.name,9.1,9,57523.0
statuesque,9,7,adjective,9,9,56215.0
gentlest,9,8,adjective,9,9,54565.0
unfrozen,9,4,adjective,9,9,54512.0
frumpy,9,9,adjective,9,9,53879.0
trackless,9,6,adjective,9,9,51954.0
psychoanalytical,9,9,adjective,9,9,51138.0
barefooted,9,7,adjective,9,9,47974.0
emasculated,9,9,adjective,9,9,45760.0
unemployable,9,9,adjective,9,9,44323.0
anaemic,9,9,adjective,9,9,43795.0
dishonourable,9,8,adjective,9,9,39974.0
horseless,9,8,adjective,9,9,38648.0
nonresponsive,9,9,adjective,9,9,37835.0
salubrious,9,7,adjective,9,9,35146.0
marriageable,9,8,adjective,9,9,35096.0
soporific,9,3,adjective,9,9,33650.0
swiftest,9,8,adjective,9,9,33539.0
fanciest,9,9,adjective,9,9,33075.0
unendurable,9,9,adjective,9,9,32373.0
shrimping,21,5,verb.adjective.name,11.9.1,9,31972.0
scuzzy,9,8,adjective,9,9,31595.0
unlikable,9,8,adjective,9,9,30818.0
dishy,9,8,adjective,9,9,28360.0
gangrenous,9,9,adjective,9,9,24895.0
snappish,18,11,adjective.verb.noun,9.8.1,9,23027.0
sunshiny,11,9,adjective.noun,9.2,9,21816.0
egomaniacal,9,9,adjective,9,9,21250.0
erucic,10,1,adjective.noun,9.1,9,17036.0
crueler,9,9,adjective,9,9,16154.0
fluttery,9,8,adjective,9,9,14834.0
cretinous,9,9,adjective,9,9,13663.0
underdressed,10,9,adjective,9,9,13477.0
specified,39,38,verb.adjective,31.8,8,48284665.0
recording,748,371,noun.verb.adjective,552.188.8,8,28875301.0
agreed,1832,1432,verb.adjective,1825.8,8,28717540.0
tested,537,409,verb.adjective,530.8,8,22323205.0
patent,126,83,noun.adjective.verb,117.8.1,8,21612969.0
sterling,113,72,noun.name.adjective,95.10.8,8,21518500.0
recognized,458,396,verb.adjective,451.8,8,19142613.0
measured,144,129,verb.adjective,136.8,8,17721173.0
checked,2382,1707,verb.adjective,2372.8,8,15762226.0
jimmy,4091,723,name.noun.adjective,4036.29.8,8,13030009.0
fy,12,9,adjective.noun,8.4,8,11203603.0
targeted,110,93,verb.adjective,102.8,8,11188624.0
starring,143,129,verb.name.adjective.noun,116.17.8.2,8,10342756.0
arrested,1781,1211,verb.adjective,1772.8,8,9147670.0
admitted,467,396,verb.adjective,458.8,8,8784950.0
contracting,24,23,verb.adjective,15.8,8,8560554.0
compliant,8,8,adjective,8,8,7025769.0
modular,8,8,adjective,8,8,6729139.0
renewable,8,7,adjective,8,8,6305969.0
recognised,101,86,verb.adjective,93.8,8,6297911.0
corrected,134,123,verb.adjective,124.8,8,6122004.0
titled,35,31,verb.adjective,27.8,8,5523710.0
recovered,448,359,verb.adjective,439.8,8,5448893.0
consuming,54,50,verb.adjective.noun,45.8.1,8,5023310.0
upgraded,50,49,verb.adjective,42.8,8,4893959.0
arriving,394,340,verb.adjective.noun,385.8.1,8,4703021.0
snowboarding,107,24,verb.noun.name.adjective,71.17.11.8,8,4150805.0
commissioned,72,65,verb.adjective,64.8,8,4041679.0
negotiated,67,59,verb.adjective,59.8,8,3920525.0
grounded,397,272,verb.adjective,389.8,8,3739928.0
branding,38,28,verb.adjective.noun,25.8.5,8,3551398.0
directing,174,124,verb.adjective.noun,159.8.7,8,3361991.0
attic,400,237,noun.adjective,392.8,8,3347389.0
kung,268,116,noun.name.adjective.verb,222.35.8.3,8,3224761.0
supervised,71,64,verb.adjective,63.8,8,3141620.0
dreaming,939,668,verb.noun.adjective,876.55.8,8,3136420.0
timed,82,76,verb.adjective,74.8,8,2978189.0
restoring,50,46,verb.adjective,42.8,8,2847991.0
rushing,307,270,verb.adjective,298.8,8,2847595.0
acclaimed,20,20,verb.adjective,12.8,8,2790613.0
successive,8,7,adjective,8,8,2732616.0
profiling,61,45,verb.noun.adjective.name,31.20.8.2,8,2623798.0
estonian,8,4,adjective,8,8,2506680.0
soluble,8,8,adjective,8,8,2491148.0
receivable,8,7,adjective,8,8,2400318.0
refundable,8,6,adjective,8,8,2370011.0
attendant,158,119,noun.adjective,150.8,8,2301496.0
trailing,80,75,verb.adjective,71.8,8,2163754.0
vomiting,149,118,verb.noun.adjective.name,107.30.8.4,8,2086485.0
polarized,18,10,verb.adjective,10.8,8,2050842.0
bengal,14,10,adjective.name,8.6,8,1999971.0
transmitting,99,74,verb.adjective.noun,89.8.2,8,1988592.0
presumed,61,58,verb.adjective,53.8,8,1966005.0
discriminatory,8,8,adjective,8,8,1949265.0
paved,45,40,verb.adjective,37.8,8,1914582.0
plugged,112,104,verb.adjective,104.8,8,1910661.0
uncensored,8,7,adjective,8,8,1907883.0
emeritus,8,8,adjective,8,8,1885157.0
spun,86,81,verb.adjective,79.8,8,1854414.0
syndicated,21,19,verb.adjective,13.8,8,1840789.0
noteworthy,8,8,adjective,8,8,1809005.0
societal,8,8,adjective,8,8,1797259.0
atheist,55,46,noun.adjective,47.8,8,1752346.0
anabolic,8,8,adjective,8,8,1735977.0
spherical,9,9,adjective.name,8.1,8,1721397.0
catalan,9,4,adjective.noun,8.1,8,1706666.0
shouting,744,462,verb.noun.adjective.name,638.92.8.3,8,1610846.0
yugoslav,8,6,adjective,8,8,1604248.0
wolverine,32,14,noun.name.adjective,12.12.8,8,1542951.0
disabling,17,17,verb.adjective,9.8,8,1538700.0
socioeconomic,8,8,adjective,8,8,1445397.0
yelling,1087,766,verb.noun.adjective,1024.51.8,8,1395556.0
cylindrical,8,8,adjective,8,8,1379287.0
braking,23,16,verb.adjective.name,13.8.2,8,1378811.0
perpendicular,10,10,adjective.noun,8.2,8,1369633.0
onward,79,59,adverb.adjective,70.8,8,1216039.0
geothermal,8,7,adjective,8,8,1169879.0
malachi,26,8,noun.name.adjective,9.9.8,8,1152183.0
devastated,215,195,verb.adjective,207.8,8,1150759.0
walled,23,23,verb.adjective,15.8,8,1080801.0
lar,58,26,name.adjective,35.8,8,1073991.0
milking,71,53,noun.verb.adjective,37.26.8,8,1029628.0
refrigerated,21,21,verb.adjective,13.8,8,1009532.0
peeled,138,126,verb.adjective,130.8,8,990363.0
scratched,228,195,verb.adjective,220.8,8,973372.0
californian,8,8,adjective,8,8,968573.0
aborted,32,29,verb.adjective.name,23.8.1,8,948827.0
captivating,8,8,adjective,8,8,892504.0
westerly,8,7,adjective,8,8,845387.0
commensurate,8,8,adjective,8,8,841778.0
mountainous,8,6,adjective,8,8,833765.0
midsize,10,9,adjective.verb,8.2,8,813235.0
relieving,60,51,verb.adjective,52.8,8,813191.0
untested,8,6,adjective,8,8,799452.0
autonomic,9,9,adjective.name,8.1,8,785295.0
oiled,29,26,verb.adjective,21.8,8,776472.0
undone,125,111,verb.adjective,118.8,8,765001.0
proportionate,8,7,adjective,8,8,763294.0
unifying,9,9,adjective.verb,8.1,8,757450.0
incarcerated,51,45,verb.adjective,43.8,8,756593.0
yearning,81,71,verb.noun.adjective,49.22.8,8,725986.0
institutionalized,42,37,verb.adjective.name,32.8.2,8,714449.0
zoological,8,8,adjective,8,8,713303.0
agnostic,19,17,noun.adjective,11.8,8,677953.0
worsening,9,8,adjective.verb,8.1,8,670617.0
itemized,12,11,adjective.verb,8.4,8,665953.0
longstanding,8,8,adjective,8,8,638194.0
swirling,46,40,verb.adjective,38.8,8,622196.0
scripted,17,15,verb.adjective,9.8,8,618912.0
jammed,371,308,verb.adjective,362.8,8,611686.0
moveable,8,7,adjective,8,8,611629.0
agrarian,8,8,adjective,8,8,611488.0
rheumatic,8,6,adjective,8,8,595472.0
stylized,12,11,adjective.verb,8.4,8,595250.0
totalitarian,8,8,adjective,8,8,593878.0
dimmer,17,12,noun.adjective,9.8,8,585447.0
controllable,8,6,adjective,8,8,563524.0
infidel,55,27,noun.adjective,47.8,8,550445.0
silenced,43,38,verb.adjective.name,34.8.1,8,546848.0
kickboxing,22,14,verb.adjective.noun,11.8.3,8,533886.0
merci,248,122,noun.name.adjective,180.49.8,8,524151.0
greenish,8,8,adjective,8,8,517156.0
cognizant,11,9,adjective.noun,8.3,8,510689.0
clogged,56,56,verb.adjective,48.8,8,509657.0
geopolitical,8,7,adjective,8,8,505318.0
cochlear,8,4,adjective,8,8,501173.0
mayoral,9,7,adjective.noun,8.1,8,498916.0
immutable,8,7,adjective,8,8,498595.0
unbounded,7,5,adjective,8,8,494813.0
balsamic,8,8,adjective,8,8,490403.0
asiatic,8,7,adjective,8,8,485649.0
idiosyncratic,8,6,adjective,8,8,480972.0
ectopic,8,5,adjective,8,8,474822.0
pleistocene,8,8,adjective,8,8,474011.0
unjustified,8,7,adjective,8,8,473195.0
benedictine,8,7,adjective,8,8,466916.0
flanking,20,18,verb.adjective,12.8,8,462730.0
prohibitive,8,8,adjective,8,8,460177.0
inflexible,8,8,adjective,8,8,447787.0
separatist,8,6,adjective,8,8,446141.0
forcible,8,8,adjective,8,8,445980.0
unfiltered,8,8,adjective,8,8,443506.0
diastolic,9,8,adjective.name,8.1,8,418890.0
judicious,8,8,adjective,8,8,415295.0
incisive,8,7,adjective,8,8,413670.0
curative,11,10,adjective.noun,8.3,8,410566.0
stomping,56,54,verb.adjective.name.noun,43.8.3.1,8,405794.0
replete,8,8,adjective,8,8,403555.0
loyalist,9,9,adjective.noun,8.1,8,390983.0
tarantula,46,27,noun.adjective.name,37.8.1,8,389438.0
desirous,12,9,adjective.name,8.4,8,378052.0
exemplar,9,9,adjective.name,8.1,8,378018.0
bugging,234,194,verb.noun.adjective.name,216.9.8.1,8,374786.0
forked,14,13,adjective.verb,8.6,8,368566.0
afoot,52,47,adverb.adjective,44.8,8,364417.0
presumptive,8,7,adjective,8,8,364102.0
curvy,10,9,adjective.noun,8.2,8,360365.0
brainwashed,85,70,verb.adjective.name,73.8.3,8,354736.0
diuretic,9,7,adjective.noun,8.1,8,349251.0
immovable,8,7,adjective,8,8,342184.0
velvety,8,8,adjective,8,8,341254.0
dory,185,16,name.noun.adjective,100.75.8,8,334147.0
gant,124,19,name.noun.adjective,83.33.8,8,333565.0
titular,10,6,adjective.name,8.2,8,323843.0
simmering,11,9,adjective.verb,8.3,8,321050.0
handpicked,29,27,verb.adjective,21.8,8,315231.0
armrest,8,6,adjective,8,8,309958.0
headlong,20,19,adverb.adjective,12.8,8,307188.0
hing,73,14,verb.name.adjective,32.25.8,8,297818.0
epistemic,8,4,adjective,8,8,297020.0
mismatched,11,10,adjective.verb,8.3,8,293365.0
imprecise,8,8,adjective,8,8,292699.0
scathing,8,7,adjective,8,8,290412.0
dilapidated,8,8,adjective,8,8,287413.0
extenuating,33,30,verb.adjective.noun,23.8.1,8,271413.0
unchanging,8,8,adjective,8,8,269239.0
disjointed,8,8,adjective,8,8,267308.0
monochromatic,8,4,adjective,8,8,265264.0
fluttering,37,30,verb.adjective,29.8,8,264600.0
firstborn,40,32,noun.adjective,32.8,8,264490.0
falsified,24,23,verb.adjective,16.8,8,262363.0
blossoming,33,26,verb.adjective.noun,23.8.2,8,256181.0
vagrant,32,29,noun.adjective,24.8,8,253141.0
smoldering,28,26,verb.adjective.noun,18.8.2,8,251845.0
crumpled,27,23,verb.adjective,19.8,8,251553.0
malnourished,8,8,adjective,8,8,248072.0
hypoallergenic,8,8,adjective,8,8,247657.0
graver,8,8,adjective,8,8,244634.0
verdant,8,6,adjective,8,8,234186.0
germane,8,7,adjective,8,8,232103.0
inimitable,8,6,adjective,8,8,231597.0
allegorical,8,7,adjective,8,8,231024.0
lopsided,22,21,verb.adjective,14.8,8,227451.0
shagging,54,31,verb.adjective.noun,41.8.5,8,226486.0
proletarian,8,8,adjective,8,8,223686.0
breaded,11,11,adjective.verb,8.3,8,220686.0
apprised,37,34,verb.adjective,29.8,8,217995.0
saran,46,18,noun.name.adjective,29.9.8,8,215052.0
mesenteric,8,5,adjective,8,8,213947.0
typewritten,8,7,adjective,8,8,211568.0
zesty,8,7,adjective,8,8,210124.0
wiggly,32,23,name.adverb.adjective,16.8.8,8,209887.0
telephonic,8,7,adjective,8,8,209299.0
overdone,32,30,verb.adjective,24.8,8,198969.0
meagre,8,8,adjective,8,8,196347.0
dour,8,7,adjective,8,8,191669.0
ceaseless,8,8,adjective,8,8,188179.0
posttraumatic,8,8,adjective,8,8,187369.0
jungian,10,10,adjective.noun,8.2,8,186947.0
outmoded,8,7,adjective,8,8,184389.0
incredulous,8,8,adjective,8,8,182615.0
equivocal,8,6,adjective,8,8,181808.0
wordy,8,8,adjective,8,8,180947.0
autumnal,8,6,adjective,8,8,178877.0
hitching,34,29,verb.adjective.noun,24.8.2,8,178019.0
jubilant,8,8,adjective,8,8,174997.0
unseemly,25,22,adverb.adjective,17.8,8,173519.0
melodious,8,7,adjective,8,8,172065.0
undiluted,8,8,adjective,8,8,171266.0
mung,11,8,adjective.verb.name,8.2.1,8,169740.0
expletive,13,5,adjective.noun,8.5,8,168528.0
shipwrecked,33,30,verb.adjective.name,23.8.2,8,165943.0
scrupulous,8,8,adjective,8,8,164710.0
thickest,8,8,adjective,8,8,163335.0
dicey,31,27,noun.adjective,23.8,8,161963.0
gloved,8,8,adjective,8,8,161839.0
unyielding,8,8,adjective,8,8,154923.0
phobic,8,8,adjective,8,8,154464.0
boxy,9,9,adjective.noun,8.1,8,153294.0
pallid,8,8,adjective,8,8,152974.0
upturned,8,8,adjective,8,8,151749.0
disreputable,8,8,adjective,8,8,151406.0
saucier,9,5,adjective.name,8.1,8,150326.0
riskier,8,8,adjective,8,8,150257.0
breakable,8,7,adjective,8,8,148368.0
beguiling,8,7,adjective,8,8,147471.0
fossilized,11,10,adjective.verb,8.3,8,146704.0
narrowest,8,7,adjective,8,8,145339.0
womanly,8,8,adjective,8,8,144227.0
gassed,37,31,verb.adjective,29.8,8,142328.0
unconvinced,8,8,adjective,8,8,141784.0
stocky,9,9,adjective.name,8.1,8,136513.0
crisper,9,9,adjective.noun,8.1,8,135752.0
cloudless,8,8,adjective,8,8,134559.0
castilian,9,8,adjective.noun,8.1,8,130091.0
costal,8,8,adjective,8,8,129723.0
preying,25,24,verb.adjective,17.8,8,128491.0
skintight,8,8,adjective,8,8,127185.0
dreamlike,8,5,adjective,8,8,125201.0
convivial,8,6,adjective,8,8,123394.0
arachnid,13,7,adjective.noun.name,8.4.1,8,121347.0
implacable,8,7,adjective,8,8,121302.0
serendipitous,8,8,adjective,8,8,120434.0
unsuspected,8,8,adjective,8,8,118343.0
refried,10,7,adjective.verb,8.2,8,117829.0
corroborating,16,15,verb.adjective,8.8,8,116768.0
mealy,8,6,adjective,8,8,116752.0
piteous,8,6,adjective,8,8,114417.0
mucky,9,6,adjective,8,8,111308.0
hippest,8,6,adjective,8,8,107893.0
patronising,10,9,adjective.verb,8.2,8,105994.0
biracial,9,3,adjective.noun,8.1,8,105177.0
raspy,8,6,adjective,8,8,105094.0
seditious,8,7,adjective,8,8,103916.0
guttural,8,5,adjective,8,8,103216.0
instinctual,10,10,adjective.name,8.2,8,99758.0
sacrosanct,8,8,adjective,8,8,97813.0
splashy,8,6,adjective,8,8,97267.0
unceasing,8,8,adjective,8,8,96965.0
unmotivated,8,8,adjective,8,8,96505.0
bamboozled,16,9,adjective.verb.name,8.4.4,8,96267.0
soupy,12,11,adjective.noun.name,8.3.1,8,94968.0
pyroclastic,9,4,adjective.noun,8.1,8,94220.0
portly,8,8,adjective,8,8,93605.0
folksy,8,8,adjective,8,8,93169.0
rarefied,8,8,adjective,8,8,91832.0
longhaired,8,6,adjective,8,8,91503.0
undercooked,9,9,adjective,8,8,91308.0
smarmy,8,8,adjective,8,8,86228.0
unpolished,8,7,adjective,8,8,84776.0
popliteal,8,8,adjective,8,8,81689.0
fractious,8,6,adjective,8,8,81318.0
geosynchronous,8,7,adjective,8,8,80536.0
turgid,8,8,adjective,8,8,76500.0
vilest,8,7,adjective,8,8,75124.0
stodgy,8,8,adjective,8,8,73190.0
boozy,8,8,adjective,8,8,71828.0
bankable,8,6,adjective,8,8,71132.0
uncontroversial,8,2,adjective,8,8,70980.0
firewater,19,18,noun.adjective.name,10.8.1,8,70836.0
keenest,8,7,adjective,8,8,70349.0
balder,8,7,adjective,8,8,69634.0
prepubescent,8,8,adjective,8,8,68731.0
trappist,9,7,adjective.noun,8.1,8,64936.0
perfidious,8,7,adjective,8,8,64540.0
unpardonable,8,8,adjective,8,8,63055.0
ribald,8,5,adjective,8,8,62037.0
officious,8,5,adjective,8,8,61924.0
lazier,8,6,adjective,8,8,60162.0
quarrelsome,8,7,adjective,8,8,57852.0
weeny,8,8,adjective,8,8,56479.0
childproof,10,10,adjective.verb,8.2,8,50540.0
swindled,31,26,verb.adjective,22.8,8,49826.0
mentis,9,9,adjective,8,8,49666.0
pneumonic,9,2,adjective.name,8.1,8,44076.0
laziest,8,7,adjective,8,8,43164.0
perjured,25,16,verb.adjective,17.8,8,42736.0
broody,8,7,adjective,8,8,41044.0
depilatory,8,5,adjective,8,8,40706.0
flummoxed,8,6,adjective,8,8,38122.0
cozier,8,8,adjective,8,8,38088.0
bacchanal,8,5,adjective,8,8,38014.0
uneaten,8,8,adjective,8,8,37738.0
beardless,8,7,adjective,8,8,37650.0
liest,8,3,adjective,8,8,37348.0
nervy,8,8,adjective,8,8,35793.0
sniveling,53,48,verb.noun.adjective,31.12.8,8,35553.0
lowliest,8,7,adjective,8,8,29630.0
figgy,8,6,adjective,8,8,28656.0
ungenerous,8,7,adjective,8,8,22767.0
angriest,8,7,adjective,8,8,21897.0
reddest,8,8,adjective,8,8,21790.0
growed,40,32,verb.adjective,32.8,8,20359.0
suggestible,8,6,adjective,8,8,20326.0
deniable,8,6,adjective,8,8,18581.0
wickedest,8,6,adjective,8,8,16088.0
walloping,8,8,adjective,8,8,14963.0
freakiest,8,8,adjective,8,8,14354.0
bloodcurdling,8,8,adjective,8,8,13063.0
post,1654,1005,noun.preposition.name.verb.adjective.adverb,1461.102.34.33.7.1,7,392956436.0
non,191,124,unclassified.noun.adjective,164.20.7,7,196109547.0
david,5196,950,name.noun.adjective,5149.17.7,7,109067044.0
bay,1236,612,noun.name.verb.adjective,1184.19.18.7,7,78967124.0
mary,4492,1054,name.noun.adjective,4433.44.7,7,54418499.0
advance,815,654,noun.verb.adjective,592.215.7,7,44738913.0
moved,3536,2394,verb.adjective,3534.7,7,35713495.0
decided,4521,2942,verb.adjective,4511.7,7,33030803.0
proof,1754,1111,noun.verb.adjective,1723.23.7,7,26305059.0
conservation,32,32,noun.adjective,25.7,7,26038344.0
sustainable,7,5,adjective,7,7,18313216.0
busty,12,11,adjective.name,7.5,7,15705827.0
johnny,4408,779,name.noun.adjective,4379.7.7,7,13404833.0
facing,548,472,verb.adjective.noun,538.7.3,7,13385115.0
induced,63,56,verb.adjective,56.7,7,12566340.0
understood,1639,1197,verb.adjective.noun,1619.7.1,7,11962620.0
polyphonic,9,3,adjective.name,7.2,7,11779964.0
adjusted,92,83,verb.adjective,84.7,7,10733092.0
collaborative,7,7,adjective,7,7,10064088.0
composed,97,90,verb.adjective,90.7,7,9274507.0
rejected,337,276,verb.adjective,330.7,7,9035260.0
bali,114,71,noun.name.adjective.verb,74.29.7.1,7,7209040.0
organizing,100,92,verb.adjective.noun,90.7.3,7,6723300.0
posing,165,143,verb.noun.adjective,149.9.7,7,6683144.0
impaired,43,40,verb.adjective,37.7,7,5607542.0
cancelled,332,245,verb.adjective,326.7,7,5573318.0
monitored,98,88,verb.adjective,91.7,7,5418966.0
vitro,34,18,adverb.name.adjective.noun,15.9.7.3,7,5000420.0
chill,828,540,noun.verb.adjective,428.391.7,7,4489643.0
een,10,8,adjective.noun,7.3,7,4119433.0
tai,151,56,noun.name.adjective,90.72.7,7,4011354.0
tasting,94,69,noun.verb.adjective,46.40.7,7,3603798.0
clearwater,24,14,name.adjective.noun,12.7.5,7,3347736.0
evergreen,10,10,adjective.noun,7.3,7,3333511.0
hooked,669,551,verb.adjective,662.7,7,3261622.0
beaded,11,10,adjective.verb,7.4,7,3255817.0
preteen,9,8,adjective.noun,7.2,7,2993232.0
lowered,93,88,verb.adjective,86.7,7,2971192.0
pastoral,7,6,adjective,7,7,2946809.0
staring,1196,930,verb.noun.adjective,1179.8.7,7,2611893.0
complaining,571,505,verb.adjective.noun,557.7.6,7,2596505.0
rebuilt,73,71,verb.adjective,67.7,7,2565168.0
catalytic,7,6,adjective,7,7,2500336.0
unlocked,194,172,verb.adjective,188.7,7,2385296.0
sawyer,334,100,name.adjective,327.7,7,2321394.0
leaning,217,184,verb.adjective.noun,207.7.2,7,2318144.0
rooted,51,47,verb.adjective,44.7,7,2315294.0
angular,7,7,adjective,7,7,2282356.0
equine,7,6,adjective,7,7,2240303.0
uncovered,130,118,verb.adjective,123.7,7,2200137.0
inorganic,7,5,adjective,7,7,2190780.0
christy,119,39,name.noun.adjective,67.44.7,7,2094560.0
raped,593,306,verb.adjective,588.7,7,2040735.0
budgetary,7,6,adjective,7,7,1993701.0
rheumatoid,7,7,adjective,7,7,1989418.0
ionic,8,7,adjective.name,7.1,7,1808092.0
decoding,18,15,verb.adjective.noun,9.7.2,7,1804831.0
basque,8,5,adjective.noun,7.1,7,1797455.0
coaxial,7,7,adjective,7,7,1795390.0
icelandic,7,3,adjective,7,7,1790600.0
yielding,22,18,verb.adjective,15.7,7,1769641.0
cultivated,31,31,verb.adjective,23.7,7,1766032.0
whispered,103,93,verb.adjective,96.7,7,1713415.0
axial,7,7,adjective,7,7,1685087.0
dispersed,21,19,verb.adjective,14.7,7,1661192.0
skipping,165,130,verb.adjective.noun.name,153.7.3.1,7,1605494.0
ripping,204,191,verb.adjective,197.7,7,1582529.0
climatic,7,7,adjective,7,7,1559502.0
banging,436,340,verb.noun.adjective,399.30.7,7,1531392.0
orthopaedic,7,6,adjective,7,7,1510178.0
chewing,281,212,verb.noun.adjective,186.88.7,7,1507050.0
dyed,73,57,verb.adjective,66.7,7,1478243.0
cooperating,109,98,verb.adjective,102.7,7,1429352.0
gated,13,13,adjective.verb.name,7.5.1,7,1426083.0
unmatched,7,7,adjective,7,7,1403008.0
legged,7,7,adjective,7,7,1351011.0
